Division Name,School Name,percentage_disadvantaged
Newport News City,Hilton Elementary,0.34656084656084657
Newport News City,Homer L. Hines Middle,0.6365546218487395
Newport News City,Huntington Middle,0.851063829787234
Newport News City,John Marshall Early Childhood Center,0.7567567567567568
Newport News City,Joseph H. Saunders Elementary,0.6303630363036303
Newport News City,Katherine Johnson Elementary,0.598825831702544
Newport News City,Kiln Creek Elementary,0.5507246376811594
Newport News City,Knollwood Meadows Elementary,0.401330376940133
Newport News City,L.F. Palmer Elementary,0.6738609112709832
Newport News City,Mary Passage Middle,0.5785207700101317
Newport News City,Menchville High,1.0
Newport News City,Newsome Park Elementary,0.86652977412731
Newport News City,Oliver C. Greenwood Elementary,0.6243291592128801
Newport News City,Richard T. Yates Elementary,0.4358974358974359
Newport News City,Richneck Elementary,0.5102389078498294
Newport News City,Riverside Elementary,0.45979381443298967
Newport News City,Sedgefield Elementary,0.7033707865168539
Newport News City,Stoney Run Elementary,0.6779661016949152
Newport News City,T. Ryland Sanford Elementary,0.5731225296442688
Newport News City,Warwick High,0.5459026494146642
Newport News City,Watkins Early Childhood Center,0.5790816326530612
Newport News City,Willis A. Jenkins Elementary,0.6993603411513859
Newport News City,Woodside High,0.46184738955823296
Norfolk City,Academy for Discovery at Lakewood,0.25591098748261476
Norfolk City,Azalea Gardens Middle,0.5806451612903226
Norfolk City,Bay View Elementary,0.5568400770712909
Norfolk City,Berkley/Campostella Early Childhood Education Center,0.6265060240963856
Norfolk City,Blair Middle,0.589975349219392
Norfolk City,Booker T Washington High,0.7413087934560327
Norfolk City,Camp Allen Elementary,0.4939467312348668
Norfolk City,Chesterfield Academy Elementary,0.859375
Norfolk City,Coleman Place Elementary,0.7100977198697068
Norfolk City,Crossroads Elementary,0.6443298969072165
Norfolk City,Easton Preschool,0.5172413793103449
Norfolk City,Ghent K-8,0.3065843621399177
Norfolk City,Granby Elementary,0.6491935483870968
Norfolk City,Granby High,0.0
Norfolk City,Ingleside Elementary,0.6774193548387096
Norfolk City,Jacox Elementary,0.8613678373382625
Norfolk City,James Monroe Elementary,0.859375
Norfolk City,Lake Taylor,0.6445131375579598
Norfolk City,Lake Taylor High,0.6778656126482213
Norfolk City,Larchmont Elementary,0.28125
Norfolk City,Larrymore Elementary,0.5885509838998211
Norfolk City,Lindenwood Elementary,0.7678571428571429
Norfolk City,Little Creek Elementary,0.6169491525423729
Norfolk City,Mary Calcott Elementary,0.40559440559440557
Norfolk City,Matthew Fontaine Maury High,0.4553296364756624
Norfolk City,Northside Middle,0.6175349428208387
Norfolk City,Norview Elementary,0.6625
Norfolk City,Norview High,0.0
Norfolk City,Norview Middle,0.69765625
Norfolk City,Ocean View Elementary,0.5223577235772358
Norfolk City,Oceanair Elementary,0.7013574660633484
Norfolk City,P.B. Young Sr. Elementary,0.9143835616438356
Norfolk City,Richard Bowling Elementary,0.7526427061310782
Norfolk City,Sewells Point Elementary,0.191699604743083
Norfolk City,Sherwood Forest Elementary,0.68
Norfolk City,Southside STEM Academy at Campostella,0.8762886597938144
Norfolk City,St. Helena Elementary,0.8384279475982532
Norfolk City,Suburban Park Elementary,0.6651685393258427
Norfolk City,Tanners Creek Elementary,0.7290909090909091
Norfolk City,Tarrallton Elementary,0.20987654320987653
Norfolk City,Tidewater Park Elementary,0.9473684210526315
Norfolk City,Walter Herron Taylor Elementary,0.37735849056603776
Norfolk City,Willard Model Elementary,0.6147540983606558
Norfolk City,William H. Ruffner Middle,0.8778625954198473
Norfolk City,Willoughby Early Childhood Center,0.34959349593495936
Northampton County,Kiptopeke Elementary,0.8539325842696629
Northampton County,Northampton High,0.8004694835680751
Northampton County,Northampton Middle,0.8505154639175257
Northampton County,Occohannock Elementary,0.8288770053475936
Northumberland County,Northumberland Elementary,0.5867158671586716
Northumberland County,Northumberland High,0.46814404432132967
Northumberland County,Northumberland Middle,0.5575539568345323
Norton City,J.I. Burton High,0.5479876160990712
Norton City,Norton Elementary,0.4198019801980198
Nottoway County,Blackstone Primary,0.6478149100257069
Nottoway County,Crewe Primary,0.6620111731843575
Nottoway County,Nottoway High,0.5709219858156028
Nottoway County,Nottoway Intermediate,0.6582278481012658
Nottoway County,Nottoway Middle,0.6485507246376812
Orange County,Gordon-Barbour Elementary,0.5063694267515924
Orange County,Lightfoot Elementary,0.525691699604743
Orange County,Locust Grove Elementary,0.36088709677419356
Orange County,Locust Grove Middle,0.4008941877794337
Orange County,Locust Grove Primary,0.2962085308056872
Orange County,Orange County High,0.43823915900131405
Orange County,Orange Elementary,0.5069767441860465
Orange County,Prospect Heights Middle,0.5714285714285714
Orange County,Unionville Elementary,0.388646288209607
Page County,Luray Elementary,0.5818965517241379
Page County,Luray High,0.43141153081510936
Page County,Luray Middle,0.4753623188405797
Page County,Page County High,0.4329710144927536
Page County,Page County Middle,0.4627659574468085
Page County,Shenandoah Elementary,0.5276872964169381
Page County,Springfield Elementary,0.4703196347031963
Page County,Stanley Elementary,0.5459459459459459
Patrick County,Blue Ridge Elementary,0.6
Patrick County,Hardin Reynolds Memorial School,0.5944700460829493
Patrick County,Meadows of Dan Elementary,0.16981132075471697
Patrick County,Patrick County High,0.4740484429065744
Patrick County,Patrick Springs Primary,0.5511811023622047
Patrick County,Stuart Elementary,0.5411140583554377
Patrick County,Woolwine Elementary,0.5138888888888888
Petersburg City,Cool Spring Elementary,0.7773512476007678
Petersburg City,Lakemont Elementary,0.8099415204678363
Petersburg City,Petersburg High,0.7828627069133398
Petersburg City,Pleasants Lane Elementary,0.7743785850860421
Petersburg City,Vernon Johns Middle,0.7949836423118866
Petersburg City,Walnut Hill Elementary,0.7180952380952381
Petersburg City,Westview Early Childhood Education Center,0.5061728395061729
Pittsylvania County,Brosville Elementary,0.5380952380952381
Pittsylvania County,Chatham Elementary,0.5146443514644351
Pittsylvania County,Chatham High,0.42857142857142855
Pittsylvania County,Chatham Middle,0.525974025974026
Pittsylvania County,Dan River High,0.49363057324840764
Pittsylvania County,Dan River Middle,0.5180180180180181
Pittsylvania County,Gretna Elementary,0.5948275862068966
Pittsylvania County,Gretna High,0.5523465703971119
Pittsylvania County,Gretna Middle,0.5911330049261084
Pittsylvania County,John L. Hurt Elementary,0.648068669527897
Pittsylvania County,Kentuck Elementary,0.5805168986083499
Pittsylvania County,Mount Airy Elementary,0.5984848484848485
Pittsylvania County,Southside Elementary,0.5674300254452926
Pittsylvania County,Stony Mill Elementary,0.5326876513317191
Pittsylvania County,Tunstall High,0.41437125748502995
Pittsylvania County,Tunstall Middle,0.48342059336823734
Pittsylvania County,Twin Springs Elementary,0.4735202492211838
Pittsylvania County,Union Hall Elementary,0.6011904761904762
Poquoson City,Poquoson Elementary,0.21017699115044247
Poquoson City,Poquoson High,0.18741058655221746
Poquoson City,Poquoson Middle,0.20127118644067796
Poquoson City,Poquoson Primary,0.24516129032258063
Portsmouth City,Brighton Elementary,0.6458333333333334
Portsmouth City,Churchland Academy Elementary,0.5
Portsmouth City,Churchland Elementary,0.25920245398773006
Portsmouth City,Churchland High,0.3875968992248062
Portsmouth City,Churchland Middle,0.4920273348519362
Portsmouth City,Churchland Preschool Center,0.0
Portsmouth City,Churchland Primary & Intermediate,0.44574290484140233
Portsmouth City,Cradock Elementary,0.6
Portsmouth City,Cradock Middle,0.6393129770992366
Portsmouth City,Douglass Park Elementary,0.7100694444444444
Portsmouth City,Hodges Manor Elementary,0.4854771784232365
Portsmouth City,I.C. Norcom High,0.6434463794683777
Portsmouth City,Lakeview Elementary,0.6132723112128147
Portsmouth City,Manor High,0.5436507936507936
Portsmouth City,Mount Hermon Preschool Center,0.0
Portsmouth City,Olive Branch Preschool Center,0.0
Portsmouth City,Park View Elementary,0.6042471042471043
Portsmouth City,Simonsdale Elementary,0.5
Portsmouth City,Victory Elementary,0.4275491949910555
Portsmouth City,Waterview Elementary,0.5647249190938511
Portsmouth City,Westhaven Elementary,0.6072186836518046
Portsmouth City,William E. Waters Middle,0.5561403508771929
Powhatan County,Flat Rock Elementary,0.1870286576168929
Powhatan County,Pocahontas Elementary,0.25196850393700787
Powhatan County,Powhatan Elementary,0.2437357630979499
Powhatan County,Powhatan High,1.0
Powhatan County,Powhatan Middle,0.1902834008097166
Prince Edward County,Prince Edward County High,0.5103448275862069
Prince Edward County,Prince Edward Elementary,0.5714285714285714
Prince Edward County,Prince Edward Middle,0.5892857142857143
Prince George County,David A. Harrison Elementary,0.5066413662239089
Prince George County,J.E.J. Moore Middle,0.5067137809187279
Prince George County,L.L. Beazley Elementary,0.564935064935065
Prince George County,North Elementary,0.5653333333333334
Prince George County,Prince George High,1.0
Prince George County,South Elementary,0.42448979591836733
Prince George County,William A. Walton Elementary,0.526032315978456
Prince William County,A. Henderson Elementary,0.27411167512690354
Prince William County,Antietam Elementary,0.4388020833333333
Prince William County,Ashland Elementary,0.15306122448979592
Prince William County,Battlefield High,1.0
Prince William County,Bel Air Elementary,0.7746835443037975
Prince William County,Belmont Elementary,0.6686274509803921
Prince William County,Bennett Elementary,0.2777777777777778
Prince William County,Brentsville District High,0.16578108395324123
Prince William County,Bristow Run Elementary,0.20458015267175572
Prince William County,Buckland Mills Elementary,0.2449255751014885
Prince William County,Bull Run Middle,0.3700361010830325
Prince William County,C.A. Sinclair Elementary,0.743142144638404
Prince William County,C.D. Hylton High,1.0
Prince William County,Cedar Point Elementary,0.16798418972332016
Prince William County,Charles J. Colgan Sr. High,1.0
Prince William County,Chris Yung Elementary,0.41132075471698115
Prince William County,Coles Elementary,0.4020100502512563
Prince William County,Covington-Harper Elementary,0.3398773006134969
Prince William County,Dale City Elementary,0.7287735849056604
Prince William County,Dumfries Elementary,0.6809421841541756
Prince William County,E.H. Marsteller Middle,0.2031640299750208
Prince William County,Elizabeth Vaughan Elementary,0.8263254113345521
Prince William County,Enterprise Elementary,0.6997455470737913
Prince William County,Fannie W. Fitzgerald Elementary,0.5764966740576497
Prince William County,Featherstone Elementary,0.783203125
Prince William County,Forest Park High,1.0
Prince William County,Fred M. Lynn Middle,0.7629046369203849
Prince William County,Freedom High,0.0
Prince William County,Gainesville High,1.0
Prince William County,Gainesville Middle,1.0
Prince William County,Gar-Field High,0.0
Prince William County,George G. Tyler Elementary,0.267260579064588
Prince William County,George M. Hampton Middle,0.754880694143167
Prince William County,George P. Mullen Elementary,0.6344238975817923
Prince William County,Glenkirk Elementary,0.11006289308176101
Prince William County,Graham Park Middle,0.6464088397790055
Prince William County,Haymarket Elementary,0.14797687861271677
Prince William County,Herbert J. Saunders Middle,0.3724832214765101
Prince William County,J.W. Alvey Elementary,0.05199306759098787
Prince William County,John D. Jenkins Elementary,0.6363636363636364
Prince William County,John F. Pattie Sr. Elementary,0.39908256880733944
Prince William County,Kerrydale Elementary,0.6606606606606606
Prince William County,Kyle R. Wilson Elementary,0.43278301886792453
Prince William County,Lake Ridge Elementary,0.3930131004366812
Prince William County,Lake Ridge Middle,0.3813202247191011
Prince William County,Leesylvania Elementary,0.47761194029850745
Prince William County,Loch Lomond Elementary,0.7581818181818182
Prince William County,Louise A. Benton Middle,1.0
Prince William County,Martin Luther King Jr. Elementary,0.5481651376146789
Prince William County,Marumsco Hills Elementary,0.7905282331511839
Prince William County,Mary G. Porter Traditional,0.3164179104477612
Prince William County,Mary Williams Elementary,0.47806354009077157
Prince William County,Minnieville Elementary,0.6506622516556292
Prince William County,Montclair Elementary,0.4464579901153213
Prince William County,Mountain View Elementary,0.10408163265306122
Prince William County,Neabsco Elementary,0.7515432098765432
Prince William County,Occoquan Elementary,0.6199677938808373
Prince William County,Old Bridge Elementary,0.27139874739039666
Prince William County,Osbourn Park High,
Prince William County,Parkside Middle,0.5716244002741604
Prince William County,Patriot High,1.0
Prince William County,Pennington Traditional,0.24961479198767333
Prince William County,Piney Branch Elementary,0.16888297872340424
Prince William County,Potomac High,0.0
Prince William County,Potomac Middle,0.6238938053097345
Prince William County,Potomac Shores Middle,0.4670380687093779
Prince William County,Potomac View Elementary,0.8186813186813187
Prince William County,R. Dean Kilby Elementary,0.7848297213622291
Prince William County,Rippon Middle,0.6446488294314381
Prince William County,River Oaks Elementary,0.6436170212765957
Prince William County,Rockledge Elementary,0.5304878048780488
Prince William County,Ronald Wilson Reagan Middle,1.0
Prince William County,Rosa Parks Elementary,0.43137254901960786
Prince William County,Samuel L. Gravely Jr. Elementary,0.13861386138613863
Prince William County,Sharon C. McAuliffe Elementary,0.5827338129496403
Prince William County,Signal Hill Elementary,0.340878828229028
Prince William County,Sonnie Penn Elementary,0.3289855072463768
Prince William County,Springwoods Elementary,0.4039351851851852
Prince William County,Stuart M. Beville Middle,0.6696997270245678
Prince William County,Sudley Elementary,0.6630434782608695
Prince William County,Suella G. Ellis Elementary,0.7024070021881839
Prince William County,Swans Creek Elementary,0.5882352941176471
Prince William County,T. Clay Wood Elementary,0.1414752116082225
Prince William County,The Nokesville School,0.2067137809187279
Prince William County,Thurgood Marshall Elementary,0.18575851393188855
Prince William County,Triangle Elementary,0.6598360655737705
Prince William County,Unity Braxton Middle,0.7393278837420527
Prince William County,Unity Reed High,0.0
Prince William County,Victory Elementary,0.2887864823348694
Prince William County,West Gate Elementary,0.7796610169491526
Prince William County,Westridge Elementary,0.2616279069767442
Prince William County,Woodbine Pre-School Center,0.0
Prince William County,Woodbridge High,
Prince William County,Woodbridge Middle,0.5425531914893617
Prince William County,Yorkshire Elementary,0.7939698492462312
Pulaski County,Critzer Elementary,0.5864661654135338
Pulaski County,Dublin Elementary,0.41686746987951806
Pulaski County,Pulaski County Middle,0.504950495049505
Pulaski County,Pulaski County Senior High,0.4286878565607172
Pulaski County,Pulaski Elementary,0.5658914728682171
Pulaski County,Riverlawn Elementary,0.44623655913978494
Pulaski County,Snowville Elementary,0.37438423645320196
Radford City,Belle Heth Elementary,0.2597938144329897
Radford City,John N. Dalton Intermediate,0.2514395393474088
Radford City,McHarg Elementary,0.5905511811023622
Radford City,Radford High,0.24728588661037396
Rappahannock County,Rappahannock County Elementary,0.47333333333333333
Rappahannock County,Rappahannock County High,0.37623762376237624
Richmond City,Albert Hill Middle,0.5211581291759465
Richmond City,Amelia Street Special Education,1.0
Richmond City,Armstrong High,0.7860824742268041
Richmond City,Barack Obama Elementary,0.6376811594202898
Richmond City,Bellevue Elementary,0.63
Richmond City,Binford Middle,0.48058252427184467
Richmond City,Blackwell Elementary,0.7904509283819628
Richmond City,Broad Rock Elementary,0.5725190839694656
Richmond City,Cardinal Elementary,0.37236533957845436
Richmond City,Chimborazo Elementary,0.735897435897436
Richmond City,Elizabeth D. Redd Elementary,0.5958005249343832
Richmond City,Fairfield Court Elementary,0.8285714285714286
Richmond City,Franklin Military Academy,0.5615141955835962
Richmond City,G.H. Reid Elementary,0.5584615384615385
Richmond City,George W. Carver Elementary,0.8597883597883598
Richmond City,George Wythe High,0.4437596302003082
Richmond City,Ginter Park Elementary,0.855072463768116
Richmond City,Henderson Middle,0.765661252900232
Richmond City,Henry Marsh III Elementary,0.8945147679324894
Richmond City,Huguenot High,0.5041075429424944
Richmond City,J.B. Fisher Elementary,0.40239043824701193
Richmond City,J.L. Francis Elementary,0.48314606741573035
Richmond City,John B. Cary Elementary,0.4636363636363636
Richmond City,John Marshall High,0.6845018450184502
Richmond City,Linwood Holton Elementary,0.27586206896551724
Richmond City,Lucille M. Brown Middle,0.6078767123287672
Richmond City,Martin Luther King Jr. Early Learning Center,0.4068965517241379
Richmond City,Martin Luther King Jr. Middle,0.8560311284046692
Richmond City,Mary Munford Elementary,0.14390243902439023
Richmond City,Maymont Pre-K Center,0.44731977818853974
Richmond City,Miles Jones Elementary,0.6268939393939394
Richmond City,Oak Grove/Bellemeade Elementary,0.7326007326007326
Richmond City,Open High,0.2872340425531915
Richmond City,Overby-Sheppard Elementary,0.720754716981132
Richmond City,Patrick Henry School Of Science And Arts,0.3639240506329114
Richmond City,Richmond Alternative,0.823943661971831
Richmond City,Richmond Career Education and Employment Charter School,0.5
Richmond City,Richmond Community High,0.26540284360189575
Richmond City,River City Middle,0.592079207920792
Richmond City,Southampton Elementary,0.5678160919540229
Richmond City,Summer Hill Preschool Center,0.3790322580645161
Richmond City,Swansboro Elementary,0.6832298136645962
Richmond City,Thomas C. Boushall Middle,0.6901098901098901
Richmond City,Thomas Jefferson High,0.5220264317180616
Richmond City,Westover Hills Elementary,0.6711956521739131
Richmond City,William Fox Elementary,0.3994413407821229
Richmond City,Woodville Elementary,0.8905660377358491
Richmond County,Rappahannock High,0.46210720887245843
Richmond County,Richmond County Elementary,0.5055624227441285
Roanoke City,Addison Aerospace Magnet Middle,0.7316239316239316
Roanoke City,Breckinridge Middle,0.6077844311377245
Roanoke City,Crystal Spring Elementary,0.16822429906542055
Roanoke City,Fairview Elementary,0.724609375
Roanoke City,Fallon Park Elementary,0.7067137809187279
Roanoke City,Fishburn Park Elementary,0.5238095238095238
Roanoke City,Garden City Elementary,0.6035714285714285
Roanoke City,Grandin Court Elementary,0.3430232558139535
Roanoke City,Highland Park Elementary,0.5638297872340425
Roanoke City,Hurt Park Elementary,0.8176470588235294
Roanoke City,James Madison Middle,0.5307167235494881
Roanoke City,John P. Fishwick Middle,0.6247464503042597
Roanoke City,Lincoln Terrace Elementary,0.7491408934707904
Roanoke City,Monterey Elementary,0.5849056603773585
Roanoke City,Morningside Elementary,0.7251908396946565
Roanoke City,Patrick Henry High,0.0
Roanoke City,Preston Park Elementary,0.51171875
Roanoke City,Roanoke Academy For Mathematics & Science Elementary,0.7012987012987013
Roanoke City,Round Hill Elementary,0.6791946308724832
Roanoke City,Virginia Heights Elementary,0.5517241379310345
Roanoke City,Wasena Elementary,0.48372093023255813
Roanoke City,Westside Elementary,0.698389458272328
Roanoke City,William Fleming High,0.0
Roanoke City,Woodrow Wilson Middle,0.543778801843318
Roanoke County,Back Creek Elementary,0.22535211267605634
Roanoke County,Bonsack Elementary,0.19504643962848298
Roanoke County,Burlington Elementary,0.49777777777777776
Roanoke County,Cave Spring Elementary,0.19262295081967212
Roanoke County,Cave Spring High,0.1640625
Roanoke County,Cave Spring Middle,0.24903225806451612
Roanoke County,Clearbrook Elementary,0.3005952380952381
Roanoke County,Fort Lewis Elementary,0.2235294117647059
Roanoke County,Glen Cove Elementary,0.3538083538083538
Roanoke County,Glenvar Elementary,0.3519061583577713
Roanoke County,Glenvar High,0.27929373996789725
Roanoke County,Glenvar Middle,0.29318181818181815
Roanoke County,Green Valley Elementary,0.31910946196660483
Roanoke County,Herman L. Horn Elementary,0.45161290322580644
Roanoke County,Hidden Valley High,0.19123020706455543
Roanoke County,Hidden Valley Middle,0.2118491921005386
Roanoke County,Mason's Cove Elementary,0.43349753694581283
Roanoke County,Mount Pleasant Elementary,0.545816733067729
Roanoke County,Mountain View Elementary,0.4782608695652174
Roanoke County,Northside High,0.380065717415115
Roanoke County,Northside Middle,0.441400304414003
Roanoke County,Oak Grove Elementary,0.2881773399014778
Roanoke County,Penn Forest Elementary,0.21788990825688073
Roanoke County,W.E. Cundiff Elementary,0.47713717693836977
Roanoke County,William Byrd High,0.3486901535682023
Roanoke County,William Byrd Middle,0.35294117647058826
Rockbridge County,Central Elementary,0.44547563805104406
Rockbridge County,Fairfield Elementary,0.5394190871369294
Rockbridge County,Maury River Middle,0.5551663747810858
Rockbridge County,Mountain View Elementary,0.6015037593984962
Rockbridge County,Natural Bridge Elementary,0.6484018264840182
Rockbridge County,Rockbridge County High,0.42829643888354185
Rockingham County,Broadway High,0.4397089397089397
Rockingham County,Cub Run Elementary,0.4809384164222874
Rockingham County,East Rockingham High,0.44021024967148487
Rockingham County,Elkton Elementary,0.5964285714285714
Rockingham County,Elkton Middle,0.47892074198988194
Rockingham County,Fulks Run Elementary,0.6230769230769231
Rockingham County,J. Frank Hillyard Middle,0.4906832298136646
Rockingham County,John C. Myers Elementary,0.4725050916496945
Rockingham County,John W. Wayland Elementary,0.3512476007677543
Rockingham County,Lacey Spring Elementary,0.5228215767634855
Rockingham County,Linville-Edom Elementary,0.422360248447205
Rockingham County,McGaheysville Elementary,0.41350210970464135
Rockingham County,Montevideo Middle,0.42996742671009774
Rockingham County,Mountain View Elementary,0.4293193717277487
Rockingham County,Ottobine Elementary,0.5333333333333333
Rockingham County,Peak View Elementary,0.3240343347639485
Rockingham County,Plains Elementary,0.5342465753424658
Rockingham County,Pleasant Valley Elementary,0.5943396226415094
Rockingham County,River Bend Elementary,0.5813953488372093
Rockingham County,South River Elementary,0.47
Rockingham County,Spotswood High,0.3865546218487395
Rockingham County,Turner Ashby High,0.37303149606299213
Rockingham County,Wilbur S. Pence Middle,0.4139402560455192
Russell County,Belfast Elementary,0.5211267605633803
Russell County,Castlewood Elementary,0.7289719626168224
Russell County,Castlewood High,0.640625
Russell County,Copper Creek Elementary,0.6938775510204082
Russell County,Honaker Elementary,0.7452991452991453
Russell County,Honaker High,0.5835140997830802
Russell County,Lebanon Elementary,0.5778546712802768
Russell County,Lebanon High,0.590443686006826
Russell County,Lebanon Middle,0.5326797385620915
Russell County,Lebanon Primary,0.5892116182572614
Russell County,Swords Creek Elementary,0.7289719626168224
Salem City,Andrew Lewis Middle,0.42728297632469
Salem City,East Salem Elementary,0.551487414187643
Salem City,G.W. Carver Elementary,0.4732142857142857
Salem City,Salem High,0.3514811849479584
Salem City,South Salem Elementary,0.40897097625329815
Salem City,West Salem Elementary,0.3308270676691729
Scott County,Duffield-Pattonsville Primary,1.0
Scott County,Dungannon Intermediate,1.0
Scott County,Fort Blackmore Primary,1.0
Scott County,Gate City High,1.0
Scott County,Gate City Middle,1.0
Scott County,Hilton Elementary,1.0
Scott County,Nickelsville Elementary,1.0
Scott County,Rye Cove High,1.0
Scott County,Rye Cove Intermediate,1.0
Scott County,Shoemaker Elementary,1.0
Scott County,Twin Springs High,1.0
Scott County,Weber City Elementary,1.0
Scott County,Yuma Elementary,1.0
Shenandoah County,Central High,0.4407894736842105
Shenandoah County,Honey Run Elementary,0.5408348457350273
Shenandoah County,Mountain View High,0.43166666666666664
Shenandoah County,North Fork Middle,0.5342857142857143
Shenandoah County,Peter Muhlenberg Middle,0.5350194552529183
Shenandoah County,Sandy Hook Elementary,0.47724620770128356
Shenandoah County,Signal Knob Middle,0.42391304347826086
Shenandoah County,Strasburg High,0.36363636363636365
Shenandoah County,W.W. Robinson Elementary,0.554679802955665
Smyth County,Atkins Elementary,0.7109826589595376
Smyth County,Chilhowie Elementary,0.521505376344086
Smyth County,Chilhowie High,0.41330166270783847
Smyth County,Chilhowie Middle,0.4532871972318339
Smyth County,Marion Elementary,0.5771604938271605
Smyth County,Marion Middle,0.6244444444444445
Smyth County,Marion Senior High,0.5108695652173914
Smyth County,Northwood High,0.5330578512396694
Smyth County,Northwood Middle,0.5304878048780488
Smyth County,Oak Point Elementary,0.6398891966759003
Smyth County,Rich Valley Elementary,0.46774193548387094
Smyth County,Saltville Elementary,0.725
Smyth County,Sugar Grove Elementary,0.5980392156862745
Southampton County,Capron Elementary,0.38341968911917096
Southampton County,Meherrin Elementary,0.46835443037974683
Southampton County,Nottoway Elementary,0.29583333333333334
Southampton County,Riverdale Elementary,0.41495327102803736
Southampton County,Southampton High,0.3711615487316422
Southampton County,Southampton Middle,0.4551083591331269
Spotsylvania County,Battlefield Elementary,0.4910979228486647
Spotsylvania County,Battlefield Middle,0.532608695652174
Spotsylvania County,Berkeley Elementary,0.51985559566787
Spotsylvania County,Brock Road Elementary,0.3761467889908257
Spotsylvania County,Cedar Forest Elementary,0.48157894736842105
Spotsylvania County,Chancellor Elementary,0.19347319347319347
Spotsylvania County,Chancellor High,0.47959914101646384
Spotsylvania County,Chancellor Middle,0.4988344988344988
Spotsylvania County,Courthouse Road Elementary,0.39790575916230364
Spotsylvania County,Courtland Elementary,0.3757455268389662
Spotsylvania County,Courtland High,1.0
Spotsylvania County,Freedom Middle,0.4320827943078913
Spotsylvania County,Harrison Road Elementary,0.5714285714285714
Spotsylvania County,Lee Hill Elementary,0.4584664536741214
Spotsylvania County,Livingston Elementary,0.48129675810473815
Spotsylvania County,Massaponax High,1.0
Spotsylvania County,Ni River Middle,0.3008356545961003
Spotsylvania County,Parkside Elementary,0.4077976817702845
Spotsylvania County,Post Oak Middle,0.4806312769010043
Spotsylvania County,Riverbend High,1.0
Spotsylvania County,Riverview Elementary,0.4824961948249619
Spotsylvania County,Salem Elementary,0.5803722504230119
Spotsylvania County,Smith Station Elementary,0.4661764705882353
Spotsylvania County,Spotswood Elementary,0.5867446393762183
Spotsylvania County,Spotsylvania Elementary,0.4490161001788909
Spotsylvania County,Spotsylvania High,0.44376434583014535
Spotsylvania County,Spotsylvania Middle,0.3713991769547325
Spotsylvania County,Thornburg Middle,0.4330357142857143
Spotsylvania County,Wilderness Elementary,0.40625
Stafford County,Andrew G. Wright Middle,0.25591882750845546
Stafford County,Anne E. Moncure Elementary,0.5559440559440559
Stafford County,Anthony Burns Elementary,0.37357954545454547
Stafford County,Brooke Point High,1.0
Stafford County,Colonial Forge High,1.0
Stafford County,Conway Elementary,0.39384288747346075
Stafford County,Donald B. Dixon-Lyle R. Smith Middle,0.2701711491442543
Stafford County,Edward E. Drew Jr. Middle,0.389937106918239
Stafford County,Falmouth Elementary,0.4576547231270358
Stafford County,Ferry Farm Elementary,0.3818770226537217
Stafford County,Garrisonville Elementary,0.25405405405405407
Stafford County,Grafton Village Elementary,0.2315202231520223
Stafford County,H.H. Poole Middle,0.28284854563691075
Stafford County,Hampton Oaks Elementary,0.2502883506343714
Stafford County,Hartwood Elementary,0.24915254237288137
Stafford County,Kate Waller Barrett Elementary,0.5405405405405406
Stafford County,Margaret Brent Elementary,0.14856429463171036
Stafford County,Mountain View High,1.0
Stafford County,North Stafford High,1.0
Stafford County,North Star Early Childhood Education Center,0.5617529880478087
Stafford County,Park Ridge Elementary,0.20923076923076922
Stafford County,Rising Star Early Childhood Education Center at Melchers,0.5347985347985348
Stafford County,Rockhill Elementary,0.27230046948356806
Stafford County,Rocky Run Elementary,0.4074492099322799
Stafford County,Rodney E. Thompson Middle,0.15963855421686746
Stafford County,Shirley C. Heim Middle,0.35971943887775554
Stafford County,Stafford Elementary,0.27982954545454547
Stafford County,Stafford Middle,0.34950385887541346
Stafford County,Stafford Senior High,1.0
Stafford County,T. Benton Gayle Middle,0.3027426160337553
Stafford County,Widewater Elementary,0.4620573355817875
Stafford County,Winding Creek Elementary,0.22138364779874214
Staunton City,Arthur R. Ware Elementary,0.33163265306122447
Staunton City,Bessie Weller Elementary,0.4081081081081081
Staunton City,Shelburne Middle,0.39565943238731216
Staunton City,Staunton City School PreSchool Programs,0.0
Staunton City,Staunton High,0.4142857142857143
Staunton City,Thomas C. McSwain Elementary,0.24705882352941178
Suffolk City,Booker T. Washington Elementary,0.5710144927536231
Suffolk City,Colonel Fred Cherry Middle,0.3069828722002635
Suffolk City,Creekside Elementary,0.30536451169188444
Suffolk City,Elephant's Fork Elementary,0.4350282485875706
Suffolk City,Florence Bowser Elementary,0.32722513089005234
Suffolk City,Forest Glen Middle,0.40274599542334094
Suffolk City,Hillpoint Elementary,0.3972222222222222
Suffolk City,John F. Kennedy Middle,0.5401174168297456
Suffolk City,John Yeates Middle,0.19166666666666668
Suffolk City,Kilby Shores Elementary,0.3389121338912134
Suffolk City,King's Fork High,0.41134328358208955
Suffolk City,King's Fork Middle,0.4659735349716446
Suffolk City,Lakeland High,0.45161290322580644
Suffolk City,Mack Benn Jr. Elementary,0.5611285266457681
Suffolk City,Nansemond Parkway Elementary,0.3207070707070707
Suffolk City,Nansemond River High,1.0
Suffolk City,Northern Shores Elementary,0.18298969072164947
Suffolk City,Oakland Elementary,0.31222707423580787
Suffolk City,Southwestern Elementary,0.33941605839416056
Surry County,Luther P. Jackson Middle,0.5661375661375662
Surry County,Surry County High,0.43859649122807015
