Division Name,School Name,percentage_disadvantaged
Fairfax County,Sandburg Middle,0.4891518737672584
Fairfax County,Sangster Elementary,0.03959276018099547
Fairfax County,Saratoga Elementary,0.42833333333333334
Fairfax County,Sherman Elementary,0.06
Fairfax County,Shrevewood Elementary,0.2768777614138439
Fairfax County,Silverbrook Elementary,0.0850253807106599
Fairfax County,Sleepy Hollow Elementary,0.6258503401360545
Fairfax County,South County High,1.0
Fairfax County,South County Middle,0.22279260780287474
Fairfax County,South Lakes High,1.0
Fairfax County,Spring Hill Elementary,0.08023952095808383
Fairfax County,Springfield Estates Elementary,0.3694158075601375
Fairfax County,Stenwood Elementary,0.11005692599620494
Fairfax County,Stone Middle,0.36857142857142855
Fairfax County,Stratford Landing Elementary,0.23160762942779292
Fairfax County,Sunrise Valley Elementary,0.11873840445269017
Fairfax County,Terra Centre Elementary,0.11601307189542484
Fairfax County,Terraset Elementary,0.31197301854974707
Fairfax County,Thomas Jefferson High for Science and Technology,1.0
Fairfax County,Thoreau Middle,0.17264957264957265
Fairfax County,Timber Lane Elementary,0.554635761589404
Fairfax County,Twain Middle,0.3695652173913043
Fairfax County,Union Mill Elementary,0.1303344867358708
Fairfax County,Vienna Elementary,0.07365439093484419
Fairfax County,Virginia Hills Early Childhood Resource Center,0.0995260663507109
Fairfax County,Virginia Run Elementary,0.4102941176470588
Fairfax County,Wakefield Forest Elementary,0.07435508345978756
Fairfax County,Waples Mill Elementary,0.11842105263157894
Fairfax County,Washington Mill Elementary,0.5971223021582733
Fairfax County,Waynewood Elementary,0.027190332326283987
Fairfax County,West Potomac High,
Fairfax County,West Springfield Elementary,0.08159722222222222
Fairfax County,West Springfield High,1.0
Fairfax County,Westbriar Elementary,0.062340966921119595
Fairfax County,Westfield High,1.0
Fairfax County,Westgate Elementary,0.3120567375886525
Fairfax County,Westlawn Elementary,0.6944444444444444
Fairfax County,Weyanoke Elementary,0.6666666666666666
Fairfax County,White Oaks Elementary,0.24617524339360222
Fairfax County,Whitman Middle,0.6045454545454545
Fairfax County,Willow Springs Elementary,0.12938596491228072
Fairfax County,Wolftrap Elementary,0.023853211009174313
Fairfax County,Woodburn Elementary,0.5970772442588727
Fairfax County,Woodlawn Elementary,0.6848484848484848
Fairfax County,Woodley Hills Elementary,0.6434262948207171
Fairfax County,Woodson High,1.0
Falls Church City,Jessie Thackrey  Preschool,0.0
Falls Church City,Mary Ellen Henderson Middle,0.09044368600682594
Falls Church City,Meridian High,0.0977620730270907
Falls Church City,Mount Daniel Elementary,0.047325102880658436
Falls Church City,Oak Street Elementary,0.07528957528957529
Fauquier County,Auburn Middle,0.10238907849829351
Fauquier County,C. Hunter Ritchie Elementary,0.14081632653061224
Fauquier County,C.M. Bradley Elementary,0.26011560693641617
Fauquier County,Cedar Lee Middle,0.42113564668769715
Fauquier County,Claude Thompson Elementary,0.44787644787644787
Fauquier County,Fauquier High,0.2234910277324633
Fauquier County,Grace Miller Elementary,0.383399209486166
Fauquier County,Greenville Elementary,0.08502024291497975
Fauquier County,H.M. Pearson Elementary,0.3378016085790885
Fauquier County,James G. Brumfield Elementary,0.2937625754527163
Fauquier County,Kettle Run High,1.0
Fauquier County,Liberty High,0.3178122690317812
Fauquier County,Margaret M. Pierce Elementary,0.3575525812619503
Fauquier County,Marshall Middle,0.33410672853828305
Fauquier County,Mary Walter Elementary,0.45083932853717024
Fauquier County,P.B. Smith Elementary,0.10613207547169812
Fauquier County,W.C. Taylor Middle,0.29010989010989013
Fauquier County,W.G. Coleman Elementary,0.3522012578616352
Fauquier County,Warrenton Middle,0.14698162729658792
Floyd County,Check Elementary,0.46037735849056605
Floyd County,Floyd County High,0.38522427440633245
Floyd County,Floyd Elementary,0.47368421052631576
Floyd County,Indian Valley Elementary,0.3949579831932773
Floyd County,Willis Elementary,0.5280898876404494
Fluvanna County,Carysbrook Elementary,0.42538975501113585
Fluvanna County,Central Elementary,0.45365853658536587
Fluvanna County,Fluvanna County High,0.3812801101169993
Fluvanna County,Fluvanna Middle,0.43124165554072097
Fluvanna County,West Central Primary,0.4392156862745098
Franklin City,Franklin High,0.6767676767676768
Franklin City,Joseph P. King Jr. Middle,0.8043478260869565
Franklin City,S.P. Morton Elementary,0.8064516129032258
Franklin County,Benjamin Franklin Middle,0.5739130434782609
Franklin County,Boones Mill Elementary,0.36823104693140796
Franklin County,Burnt Chimney Elementary,0.41434262948207173
Franklin County,Callaway Elementary,0.43373493975903615
Franklin County,Dudley Elementary,0.37117903930131
Franklin County,Ferrum Elementary,0.4930232558139535
Franklin County,Franklin County High,1.0
Franklin County,Glade Hill Elementary,0.481651376146789
Franklin County,Henry Elementary,0.4782608695652174
Franklin County,Lee M. Waid Elementary,0.5751295336787565
Franklin County,Rocky Mount Elementary,0.5206896551724138
Franklin County,Snow Creek Elementary,0.529126213592233
Franklin County,Sontag Elementary,0.5251141552511416
Franklin County,Windy Gap Elementary,0.30141843971631205
Frederick County,Admiral Richard E. Byrd Middle,0.38089330024813894
Frederick County,Apple Pie Ridge Elementary,0.5
Frederick County,Armel Elementary,0.25118483412322273
Frederick County,Bass-Hoover Elementary,0.39759036144578314
Frederick County,Evendale Elementary,0.5206286836935167
Frederick County,Frederick County Middle,0.4225352112676056
Frederick County,Gainesboro Elementary,0.3891402714932127
Frederick County,Greenwood Mill Elementary,0.31313131313131315
Frederick County,Indian Hollow Elementary,0.46035805626598464
Frederick County,James Wood High,0.32962447844228093
Frederick County,James Wood Middle,0.539119804400978
Frederick County,Jordan Springs Elementary,0.40545808966861596
Frederick County,Middletown Elementary,0.5017543859649123
Frederick County,Millbrook High,0.43298291721419185
Frederick County,Orchard View Elementary,0.3603411513859275
Frederick County,Redbud Run Elementary,0.5113043478260869
Frederick County,Robert E. Aylor Middle,0.4513064133016627
Frederick County,Sherando High,1.0
Frederick County,Stonewall Elementary,0.592391304347826
Fredericksburg City,Hugh Mercer Elementary,0.5521191294387171
Fredericksburg City,James Monroe High,0.37000973709834467
Fredericksburg City,Lafayette Elementary,0.4538653366583541
Fredericksburg City,Walker-Grant Early Childhood Center,0.4642857142857143
Fredericksburg City,Walker-Grant Middle,0.4437340153452685
Galax City,Galax Elementary,0.6033182503770739
Galax City,Galax High,0.5454545454545454
Galax City,Galax Middle,0.6163522012578616
Giles County,Eastern Elementary/Middle,0.260752688172043
Giles County,Giles High,0.36752136752136755
Giles County,Macy Mcclaugherty Elementary/Middle,0.3199023199023199
Giles County,Narrows Elementary/Middle,0.3261904761904762
Giles County,Narrows High,0.3333333333333333
Gloucester County,Abingdon Elementary,0.44395604395604393
Gloucester County,Achilles Elementary,0.38372093023255816
Gloucester County,Bethel Elementary,0.38585858585858585
Gloucester County,Botetourt Elementary,0.3861209964412811
Gloucester County,Gloucester High,0.4571984435797665
Gloucester County,Page Middle,0.5240464344941956
Gloucester County,Peasley Middle,0.43381180223285487
Gloucester County,Petsworth Elementary,0.4277286135693215
Goochland County,Byrd Elementary,0.36
Goochland County,Goochland Elementary,0.24033149171270718
Goochland County,Goochland High,0.2777777777777778
Goochland County,Goochland Middle,0.29064039408866993
Goochland County,Randolph Elementary,0.2017353579175705
Grayson County,Fairview Elementary,0.6912751677852349
Grayson County,Fries Elementary,0.6741573033707865
Grayson County,Grayson County High,0.565121412803532
Grayson County,Grayson Highlands,0.5144927536231884
Grayson County,Independence Elementary,0.5625
Grayson County,Independence Middle,0.5258964143426295
Greene County,Nathanael Greene Elementary,0.5683890577507599
Greene County,Nathanael Greene Primary,0.6005361930294906
Greene County,Ruckersville Elementary,0.4128787878787879
Greene County,William Monroe High,0.4492146596858639
Greene County,William Monroe Middle,0.4592696629213483
Greensville County,Belfield Elementary,0.656441717791411
Greensville County,Edward W. Wyatt Middle,0.7157464212678937
Greensville County,Greensville County High,0.6506024096385542
Greensville County,Greensville Elementary,0.5696517412935324
Halifax County,Clays Mill Elementary,0.4840764331210191
Halifax County,Cluster Springs Elementary,0.4942528735632184
Halifax County,Halifax County High,0.5118881118881119
Halifax County,Halifax County Middle,0.5831702544031311
Halifax County,Meadville Elementary,0.5542857142857143
Halifax County,Scottsburg Elementary,0.5747663551401869
Halifax County,Sinai Elementary,0.751412429378531
Halifax County,South Boston Elementary,0.6360655737704918
Halifax County,South Boston/Halifax Early Learning Center,0.5643564356435643
Halifax County,Sydnor Jennings Elementary,0.6432432432432432
Hampton City,A.W.E. Bassette Elementary,0.6
Hampton City,Aberdeen Elementary,0.5430861723446894
Hampton City,Albert W. Patrick III Elementary,0.5994897959183674
Hampton City,Alfred S. Forrest Elementary,0.5305719921104537
Hampton City,Armstrong Elementary,0.24436090225563908
Hampton City,Barron Elementary,0.3649025069637883
Hampton City,Benjamin Syms Middle,0.5364850976361768
Hampton City,Bethel High,1.0
Hampton City,C. Alton Lindsay Middle,0.6203576341127923
Hampton City,Captain John Smith Elementary,0.5733695652173914
Hampton City,Cesar Tarrant Middle,0.5343618513323983
Hampton City,Christopher C. Kraft Elementary,0.44902912621359226
Hampton City,Francis Asbury Elementary,0.3990719257540603
Hampton City,Francis W. Jones Magnet Middle,0.4078740157480315
Hampton City,George P. Phenix Elementary,0.38680555555555557
Hampton City,Hampton High,0.5254491017964071
Hampton City,Hunter B. Andrews,0.5639431616341031
Hampton City,Jane H. Bryan Elementary,0.5821256038647343
Hampton City,Kecoughtan High,0.40136476426799006
Hampton City,Luther W. Machen Elementary,0.5857461024498887
Hampton City,Mary S. Peake Elementary,0.6261904761904762
Hampton City,Mary T. Christian Elementary,0.5789473684210527
Hampton City,Mary W. Jackson Elementary,0.2795031055900621
Hampton City,Moton Early Childhood Center,0.42424242424242425
Hampton City,Paul Burbank Elementary,0.4748743718592965
Hampton City,Phillips Elementary,0.4080604534005038
Hampton City,Phoebus High,0.5566112430720507
Hampton City,Samuel P. Langley Elementary,0.3389473684210526
Hampton City,Thomas Eaton Middle,0.4246823956442831
Hampton City,William Mason Cooper Elementary,0.30532212885154064
Hanover County,Atlee High,1.0
Hanover County,Battlefield Park Elementary,0.15736040609137056
Hanover County,Beaverdam Elementary,0.26785714285714285
Hanover County,Bell Creek Middle,0.3735926305015353
Hanover County,Chickahominy Middle,0.16621253405994552
Hanover County,Cold Harbor Elementary,0.2958579881656805
Hanover County,Cool Spring Elementary,0.08991825613079019
Hanover County,Elmont Elementary,0.4146341463414634
Hanover County,Hanover High,1.0
Hanover County,Henry Clay Elementary,0.37158469945355194
Hanover County,John M. Gandy Elementary,0.4798657718120805
Hanover County,Kersey Creek Elementary,0.12838801711840228
Hanover County,Laurel Meadow Elementary,0.2875457875457875
Hanover County,Liberty Middle,0.37694704049844235
Hanover County,Mechanicsville Elementary,0.44626593806921677
Hanover County,Mechanicsville High,0.2994772218073189
Hanover County,Oak Knoll Middle,0.19144144144144143
Hanover County,Patrick Henry High,0.3488888888888889
Hanover County,Pearson's Corner Elementary,0.08247422680412371
Hanover County,Pole Green Elementary,0.172147001934236
Hanover County,Rural Point Elementary,0.118491921005386
Hanover County,South Anna Elementary,0.21473684210526317
Hanover County,Washington-Henry Elementary,0.1989100817438692
Harrisonburg City,Bluestone Elementary,0.5963963963963964
Harrisonburg City,Harrisonburg High,0.0
Harrisonburg City,Keister Elementary,0.5056433408577878
Harrisonburg City,Skyline Middle,0.6073871409028728
Harrisonburg City,Smithland Elementary,0.5714285714285714
Harrisonburg City,Spotswood Elementary,0.6265560165975104
Harrisonburg City,Stone Spring Elementary,0.5778210116731517
Harrisonburg City,Thomas Harrison Middle,0.6264367816091954
Harrisonburg City,Waterman Elementary,0.6583969465648855
Henrico County,Anthony P. Mehfoud Elementary,0.5325077399380805
Henrico County,Arthur Ashe Jr. Elementary,0.7430830039525692
Henrico County,Brookland Middle,0.7218777679362267
Henrico County,Cashell Donahoe Elementary,0.6794171220400729
Henrico County,Chamberlayne Elementary,0.61198738170347
Henrico County,Charles M. Johnson Elementary,0.6858513189448441
Henrico County,Colonial Trail Elementary,0.12262773722627737
Henrico County,Crestview Elementary,0.47575757575757577
Henrico County,David A. Kaechele Elementary,0.09898989898989899
Henrico County,Deep Run High,1.0
Henrico County,Douglas S. Freeman High,1.0
Henrico County,Dumbarton Elementary,0.7574750830564784
Henrico County,Echo Lake Elementary,0.21787709497206703
Henrico County,Elizabeth Holladay Elementary,0.6606683804627249
Henrico County,Elko Middle,0.6707818930041153
Henrico County,Fair Oaks Elementary,0.7858942065491183
Henrico County,Fairfield Middle,0.7012138188608776
Henrico County,Gayton Elementary,0.14285714285714285
Henrico County,George F. Baker Elementary,0.6805896805896806
Henrico County,George H. Moody Middle,0.3518687329079307
Henrico County,Glen Allen Elementary,0.19795221843003413
Henrico County,Glen Allen High,1.0
Henrico County,Glen Lea Elementary,0.8705636743215032
Henrico County,Greenwood Elementary,0.4244482173174873
Henrico County,Harold Macon Ratcliffe Elementary,0.7511737089201878
Henrico County,Harvie Elementary,0.6640776699029126
Henrico County,Henrico High,0.6364922206506365
Henrico County,Henry D. Ward Elementary,0.6287425149700598
Henrico County,Hermitage High,0.0
Henrico County,Highland Springs Elementary,0.8215613382899628
Henrico County,Highland Springs High,0.0
Henrico County,Holman Middle,0.32438739789964993
Henrico County,Hungary Creek Middle,0.3632183908045977
Henrico County,Jackson Davis Elementary,0.3973384030418251
Henrico County,Jacob L. Adams Elementary,0.7158119658119658
Henrico County,John Randolph Tucker High,0.5375816993464052
Henrico County,John Rolfe Middle,0.7028248587570621
Henrico County,L. Douglas Wilder Middle,0.5754716981132075
Henrico County,Laburnum Elementary,0.8051948051948052
Henrico County,Lakeside Elementary,0.6271604938271605
Henrico County,Longdale Elementary,0.7016460905349794
Henrico County,Maude Trevvett Elementary,0.5871212121212122
Henrico County,Maybeury Elementary,0.39565943238731216
Henrico County,Mills E. Godwin High,1.0
Henrico County,Montrose Elementary,0.7346368715083799
Henrico County,Nuckols Farm Elementary,0.10720562390158173
Henrico County,Pemberton Elementary,0.25360230547550433
Henrico County,Pinchbeck Elementary,0.4262295081967213
Henrico County,Pocahontas Middle,0.2542579075425791
Henrico County,Quioccasin Middle,0.5695238095238095
Henrico County,R.C. Longan Elementary,0.6184834123222749
Henrico County,Ridge Elementary,0.6194690265486725
Henrico County,Rivers Edge Elementary,0.06103896103896104
Henrico County,Ruby F. Carver Elementary,0.5042553191489362
Henrico County,Sandston Elementary,0.6827956989247311
Henrico County,Seven Pines Elementary,0.6648501362397821
Henrico County,Shady Grove Elementary,0.0730050933786078
Henrico County,Short Pump Elementary,0.16546762589928057
Henrico County,Short Pump Middle,0.13066666666666665
Henrico County,Skipwith Elementary,0.597979797979798
Henrico County,Springfield Park Elementary,0.32666666666666666
Henrico County,Three Chopt Elementary,0.45614035087719296
Henrico County,Tuckahoe Elementary,0.08250825082508251
Henrico County,Tuckahoe Middle,0.3949579831932773
Henrico County,Twin Hickory Elementary,0.0965391621129326
Henrico County,Varina Elementary,0.5397489539748954
Henrico County,Varina High,0.0
Henry County,Axton Elementary,0.6243386243386243
Henry County,Bassett High,0.6109589041095891
Henry County,Campbell Court Elementary,0.7627737226277372
Henry County,Drewry Mason Elementary,0.6225490196078431
Henry County,Fieldale-Collinsville Middle,0.6579261025029798
Henry County,G.W. Carver Elementary,0.7064017660044151
Henry County,Laurel Park Middle,0.6212871287128713
Henry County,Magna Vista High,0.5300092336103417
Henry County,Meadow View Elementary,0.6534954407294833
Henry County,Mount Olivet Elementary,0.6804123711340206
Henry County,Rich Acres Elementary,0.6507936507936508
Henry County,Sanville Elementary,0.7631578947368421
Henry County,Stanleytown Elementary,0.6550387596899225
Highland County,Highland Elementary,0.4891304347826087
Highland County,Highland High,0.4186046511627907
Hopewell City,Carter G. Woodson Middle,0.8502923976608188
Hopewell City,Dupont Elementary,0.6541598694942904
Hopewell City,Harry E. James Elementary,0.6802973977695167
Hopewell City,Hopewell High,0.8534704370179949
Hopewell City,Patrick Copeland Elementary,0.659468438538206
Hopewell City,Woodlawn Pre-School Learning Center,0.0
Isle of Wight County,Carrollton Elementary,0.20754716981132076
Isle of Wight County,Carrsville Elementary,0.371900826446281
Isle of Wight County,Georgie D. Tyler Middle,0.4270557029177719
Isle of Wight County,Hardy Elementary,0.3818525519848771
Isle of Wight County,Smithfield High,0.2713004484304933
Isle of Wight County,Smithfield Middle,0.328525641025641
Isle of Wight County,Westside Elementary,0.281767955801105
Isle of Wight County,Windsor Elementary,0.3739565943238731
Isle of Wight County,Windsor High,0.5127272727272727
King George County,King George Elementary,0.28194444444444444
King George County,King George High,1.0
King George County,King George Middle,0.2748768472906404
King George County,Potomac Elementary,0.20810313075506445
King George County,Sealston Elementary,0.22448979591836735
King William County,Acquinton Elementary,0.35764705882352943
King William County,Cool Spring Primary,0.4170731707317073
King William County,Hamilton Holmes Middle,0.4136460554371002
King William County,King William High,0.38235294117647056
King and Queen County,Central High,0.6231343283582089
King and Queen County,King & Queen Elementary,0.28187919463087246
King and Queen County,Lawson-Marriott Elementary,0.3687707641196013
Lancaster County,Lancaster High,0.6186440677966102
Lancaster County,Lancaster Middle,0.7588652482269503
Lancaster County,Lancaster Primary,0.5409836065573771
Lee County,Dryden Elementary,0.6892430278884463
Lee County,Elk Knob Elementary,0.6206896551724138
Lee County,Elydale Middle,0.6571428571428571
Lee County,Flatwoods Elementary,0.5789473684210527
Lee County,Jonesville Middle,0.569620253164557
Lee County,Lee High,0.6464646464646465
Lee County,Pennington Middle,0.7722772277227723
Lee County,Rose Hill Elementary,0.6460176991150443
Lee County,St. Charles Elementary,0.7903225806451613
Lee County,Thomas Walker High,0.5916955017301038
Lexington City,Harrington Waddell Elementary,0.29754601226993865
Lexington City,Lylburn Downing Middle,0.31756756756756754
Lexington City,Rockbridge County High,
Loudoun County,Aldie Elementary,0.17117117117117117
Loudoun County,Algonkian Elementary,0.15536105032822758
Loudoun County,Arcola Elementary,0.14915966386554622
Loudoun County,Ashburn Elementary,0.2131782945736434
Loudoun County,Ball's Bluff Elementary,0.288981288981289
Loudoun County,Banneker Elementary,0.26519337016574585
Loudoun County,Belmont Ridge Middle,0.1543560606060606
Loudoun County,Belmont Station Elementary,0.12378303198887343
Loudoun County,Blue Ridge Middle,0.14819277108433734
Loudoun County,Brambleton Middle,1.0
Loudoun County,Briar Woods High,1.0
Loudoun County,Broad Run High,1.0
Loudoun County,Buffalo Trail Elementary,0.08630609896432681
Loudoun County,Cardinal Ridge Elementary,0.14251207729468598
Loudoun County,Catoctin Elementary,0.29310344827586204
Loudoun County,Cedar Lane Elementary,0.21525885558583105
Loudoun County,Cool Spring Elementary,0.41043478260869565
Loudoun County,Countryside Elementary,0.36390977443609024
Loudoun County,Creighton's Corner Elementary,0.1595744680851064
Loudoun County,Discovery Elementary,0.2621502209131075
Loudoun County,Dominion High,0.38124156545209176
Loudoun County,Dominion Trail Elementary,0.39225589225589225
Loudoun County,Eagle Ridge Middle,1.0
Loudoun County,Emerick Elementary,0.09
Loudoun County,Evergreen Mill Elementary,0.280672268907563
Loudoun County,Farmwell Station Middle,0.27956989247311825
Loudoun County,Forest Grove Elementary,0.6506986027944112
Loudoun County,Frances Hazel Reid Elementary,0.3642611683848797
Loudoun County,Frederick Douglass Elementary,0.49335548172757476
Loudoun County,Freedom High,1.0
Loudoun County,Goshen Post Elementary,0.07874015748031496
Loudoun County,Guilford Elementary,0.8495412844036697
Loudoun County,Hamilton Elementary,0.14465408805031446
Loudoun County,Harmony Middle,0.10793357933579335
Loudoun County,Harper Park Middle,0.30392156862745096
Loudoun County,Heritage High,1.0
Loudoun County,Hillsboro Charter Academy,0.0
Loudoun County,Hillside Elementary,0.12255772646536411
Loudoun County,Horizon Elementary,0.18724279835390947
Loudoun County,Hovatter Elementary,1.0
Loudoun County,Hutchison Farm Elementary,0.24551724137931036
Loudoun County,Independence High,1.0
Loudoun County,J. Lupton Simpson Middle,0.2625250501002004
Loudoun County,J. Michael Lunsford Middle,1.0
Loudoun County,John Champe High,1.0
Loudoun County,John W. Tolbert Jr. Elementary,0.18396226415094338
Loudoun County,Kenneth W.Culbert Elementary,0.11564625850340136
Loudoun County,Leesburg Elementary,0.4552058111380145
Loudoun County,Legacy Elementary,0.08387942332896461
Loudoun County,Liberty Elementary,0.1184939091915836
Loudoun County,Lightridge High,1.0
Loudoun County,Lincoln Elementary,0.0
Loudoun County,Little River Elementary,0.07216494845360824
Loudoun County,Loudoun County High,1.0
Loudoun County,Loudoun Valley High,1.0
Loudoun County,Lovettsville Elementary,0.12770137524557956
Loudoun County,Lowes Island Elementary,0.12897196261682242
Loudoun County,Lucketts Elementary,0.23868312757201646
Loudoun County,Madison's Trust Elementary,1.0
Loudoun County,Meadowland Elementary,0.5099009900990099
Loudoun County,Mercer Middle,1.0
Loudoun County,Middleburg Community Charter,0.0
Loudoun County,Mill Run Elementary,0.06195965417867435
Loudoun County,Moorefield Station Elementary,0.1702857142857143
Loudoun County,Mountain View Elementary,0.14414414414414414
Loudoun County,Newton-Lee Elementary,0.18858954041204437
Loudoun County,Park View High,0.0
Loudoun County,Pinebrook Elementary,0.12515802781289506
Loudoun County,Potomac Falls High,1.0
Loudoun County,Potowmack Elementary,0.5
Loudoun County,River Bend Middle,0.3017543859649123
Loudoun County,Riverside High,1.0
Loudoun County,Rock Ridge High,1.0
Loudoun County,Rolling Ridge Elementary,0.696763202725724
Loudoun County,Rosa Lee Carter Elementary,0.08204518430439953
Loudoun County,Round Hill Elementary,0.10948905109489052
Loudoun County,Sanders Corner Elementary,0.18478260869565216
Loudoun County,Seldens Landing Elementary,0.14482758620689656
Loudoun County,Seneca Ridge Middle,0.4117647058823529
Loudoun County,Smart's Mill Middle,0.3383947939262473
Loudoun County,Sterling Elementary,0.6275862068965518
Loudoun County,Sterling Middle,0.7931671283471837
Loudoun County,Steuart W. Weller Elementary,0.2848297213622291
Loudoun County,Stone Bridge High,1.0
Loudoun County,Stone Hill Middle,0.13093145869947276
Loudoun County,Sugarland Elementary,0.7817047817047817
Loudoun County,Sully Elementary,0.8343949044585988
Loudoun County,Sycolin Creek Elementary,0.06319702602230483
Loudoun County,Trailside Middle,0.1608084358523726
Loudoun County,Tuscarora High,0.34475374732334046
Loudoun County,W.O. Robey High,1.0
Loudoun County,Waterford Elementary,0.04741379310344827
Loudoun County,Waxpool Elementary,0.09340659340659341
Loudoun County,Willard Middle,1.0
Loudoun County,Woodgrove High,1.0
Louisa County,Jouett Elementary,0.5060869565217392
Louisa County,Louisa County High,0.4866017052375152
Louisa County,Louisa County Middle,0.509075907590759
Louisa County,Moss-Nuckols Elementary,0.4077834179357022
Louisa County,Thomas Jefferson Elementary,0.5842349304482226
Louisa County,Trevilians Elementary,0.562874251497006
Lunenburg County,Central High,0.5060975609756098
Lunenburg County,Kenbridge Elementary,0.6527777777777778
Lunenburg County,Lunenburg Middle,0.5879120879120879
Lunenburg County,Victoria Elementary,0.5063938618925832
Lynchburg City,Bedford Hills Elementary,0.5403225806451613
Lynchburg City,Dearington Elementary/Innovation,0.8639455782312925
Lynchburg City,E.C. Glass High,0.506990434142752
Lynchburg City,Heritage Elementary,0.7299107142857143
Lynchburg City,Heritage High,0.5778611632270169
Lynchburg City,Linkhorne Elementary,0.75
Lynchburg City,Linkhorne Middle,0.5776293823038398
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,0.6425992779783394
Lynchburg City,Paul Munro Elementary,0.4394366197183099
Lynchburg City,Perrymont Elementary,0.738544474393531
Lynchburg City,Robert S. Payne Elementary,0.7400881057268722
Lynchburg City,Sandusky Elementary,0.6153846153846154
Lynchburg City,Sandusky Middle,0.677007299270073
Lynchburg City,Sheffield Elementary,0.6452328159645233
Lynchburg City,T.C. Miller Elementary for Innovation,0.5572139303482587
Lynchburg City,William M. Bass Elementary,0.78125
Madison County,Madison County High,0.45796064400715564
Madison County,Madison Primary,0.4562841530054645
Madison County,Waverly Yowell Elementary,0.5156695156695157
Madison County,William H. Wetsel Middle,0.43556701030927836
Manassas City,Baldwin Elementary,0.4145234493192133
Manassas City,Baldwin Intermediate,0.45985401459854014
Manassas City,George Carr Round Elementary,0.3908256880733945
Manassas City,Grace E. Metz Middle,0.4475336322869955
Manassas City,Jennie Dean Elementary,0.47295208655332305
Manassas City,Mayfield Intermediate,0.4164588528678304
Manassas City,Osbourn High,1.0
Manassas City,Richard C. Haydon Elementary,0.4437596302003082
Manassas City,Weems Elementary,0.4120443740095087
Manassas Park City,Cougar Elementary,0.6023809523809524
Manassas Park City,Manassas Park Elementary,0.5671641791044776
Manassas Park City,Manassas Park High,0.482174688057041
Manassas Park City,Manassas Park Middle,0.5438813349814586
Martinsville City,Albert Harris Elementary,0.8337468982630273
Martinsville City,Clearview Early Learning Center,0.6082474226804123
Martinsville City,Martinsville High,0.7194244604316546
Martinsville City,Martinsville Middle,0.7686567164179104
Martinsville City,Patrick Henry Elementary,0.7270194986072424
Mathews County,Mathews Elementary,0.4890282131661442
Mathews County,Mathews High,0.45733788395904434
Mathews County,Thomas Hunter Middle,0.5189003436426117
Mecklenburg County,Bluestone  High,0.1117717003567182
Mecklenburg County,Bluestone Middle,0.1652892561983471
Mecklenburg County,Chase City Elementary,0.38005390835579517
Mecklenburg County,Clarksville Elementary,0.21800947867298578
Mecklenburg County,LaCrosse Elementary,0.33045977011494254
Mecklenburg County,Park View High,0.20783847980997625
Mecklenburg County,Park View Middle,0.30753968253968256
Mecklenburg County,South Hill Elementary,0.3938584779706275
Middlesex County,Middlesex Elementary,0.612141652613828
Middlesex County,Middlesex High,0.5522388059701493
Middlesex County,St. Clare Walker Middle,0.5766423357664233
Montgomery County,Auburn Elementary,0.4627949183303085
Montgomery County,Auburn High,0.3512064343163539
Montgomery County,Auburn Middle,0.46875
Montgomery County,Belview Elementary,0.49635036496350365
Montgomery County,Blacksburg High,1.0
Montgomery County,Blacksburg Middle,0.2664509169363538
Montgomery County,Christiansburg Elementary,0.34704370179948585
Montgomery County,Christiansburg High,0.37465815861440294
Montgomery County,Christiansburg Middle,0.4060529634300126
Montgomery County,Christiansburg Primary,0.38672768878718533
Montgomery County,Eastern Montgomery Elementary,0.6708542713567839
Montgomery County,Eastern Montgomery High,0.5494880546075085
Montgomery County,Falling Branch Elementary,0.4206773618538324
Montgomery County,Gilbert Linkous Elementary,0.18553459119496854
Montgomery County,Harding Avenue Elementary,0.1323529411764706
Montgomery County,Kipps Elementary,0.19786096256684493
Montgomery County,Margaret Beeks Elementary,0.33062330623306235
Montgomery County,Prices Fork Elementary,0.4956140350877193
Montgomery County,Shawsville Middle,0.6037735849056604
Nelson County,Nelson County High,0.581651376146789
Nelson County,Nelson Middle,0.6267409470752089
Nelson County,Rockfish River Elementary,0.5944055944055944
Nelson County,Tye River Elementary,0.6149425287356322
New Kent County,George W. Watkins Elementary,0.2793914246196404
New Kent County,New Kent Elementary,0.268188302425107
New Kent County,New Kent High,0.22437673130193905
New Kent County,New Kent Middle,0.24673629242819844
Newport News City,Achievable Dream Academy,0.7624584717607974
Newport News City,Achievable Dream Middle/High,0.7029702970297029
Newport News City,B.C. Charles Elementary,0.46216216216216216
Newport News City,B.T. Washington Middle,0.4110576923076923
Newport News City,Carver Elementary,0.7554806070826307
Newport News City,Crittenden Middle,0.7256637168141593
Newport News City,David A. Dutrow Elementary,0.5323275862068966
Newport News City,Deer Park Elementary,0.3827392120075047
Newport News City,Denbigh Early Childhood Center,0.5392670157068062
Newport News City,Denbigh High,0.6473988439306358
Newport News City,Discovery STEM Academy,0.7724014336917563
Newport News City,Ella J. Fitzgerald Middle,0.5614349775784754
Newport News City,Ethel M. Gildersleeve Middle,0.48291782086795937
Newport News City,General Stanford Elementary,0.05102040816326531
Newport News City,George J. McIntosh Elementary,0.7197149643705463
Newport News City,Heritage High,0.7134302822925578
Newport News City,Hidenwood Elementary,0.6176470588235294
