Division Name,School Name,percentage_male
Fairfax County,Rolling Valley Elementary,0.5085910652920962
Fairfax County,Rose Hill Elementary,0.5285053929121726
Fairfax County,Sandburg Middle,0.5075608152531229
Fairfax County,Sangster Elementary,0.5198187995469988
Fairfax County,Saratoga Elementary,0.5375626043405676
Fairfax County,Sherman Elementary,0.5314285714285715
Fairfax County,Shrevewood Elementary,0.5095729013254786
Fairfax County,Silverbrook Elementary,0.5190355329949239
Fairfax County,Sleepy Hollow Elementary,0.5272727272727272
Fairfax County,South County High,
Fairfax County,South County Middle,0.5102669404517454
Fairfax County,South Lakes High,
Fairfax County,Spring Hill Elementary,0.5041916167664671
Fairfax County,Springfield Estates Elementary,0.4725085910652921
Fairfax County,Stenwood Elementary,0.4990512333965844
Fairfax County,Stone Middle,0.4634146341463415
Fairfax County,Stratford Landing Elementary,0.5422343324250681
Fairfax County,Sunrise Valley Elementary,0.5167910447761194
Fairfax County,Terra Centre Elementary,0.5245098039215687
Fairfax County,Terraset Elementary,0.5480607082630692
Fairfax County,Thomas Jefferson High for Science and Technology,0.0
Fairfax County,Thoreau Middle,0.5089820359281437
Fairfax County,Timber Lane Elementary,0.5347682119205298
Fairfax County,Twain Middle,0.5098814229249012
Fairfax County,Union Mill Elementary,0.5213379469434832
Fairfax County,Vienna Elementary,0.5637393767705382
Fairfax County,Virginia Hills Early Childhood Resource Center,0.6635071090047393
Fairfax County,Virginia Run Elementary,0.5044117647058823
Fairfax County,Wakefield Forest Elementary,0.5371775417298937
Fairfax County,Waples Mill Elementary,0.5119617224880383
Fairfax County,Washington Mill Elementary,0.48741007194244607
Fairfax County,Waynewood Elementary,0.5075528700906344
Fairfax County,West Potomac High,
Fairfax County,West Springfield Elementary,0.53125
Fairfax County,West Springfield High,
Fairfax County,Westbriar Elementary,0.5114503816793893
Fairfax County,Westfield High,
Fairfax County,Westgate Elementary,0.5293072824156305
Fairfax County,Westlawn Elementary,0.5092592592592593
Fairfax County,Weyanoke Elementary,0.517304189435337
Fairfax County,White Oaks Elementary,0.5048678720445062
Fairfax County,Whitman Middle,0.5477272727272727
Fairfax County,Willow Springs Elementary,0.5087719298245614
Fairfax County,Wolftrap Elementary,0.5064220183486239
Fairfax County,Woodburn Elementary,0.5376569037656904
Fairfax County,Woodlawn Elementary,0.5151515151515151
Fairfax County,Woodley Hills Elementary,0.5039840637450199
Fairfax County,Woodson High,
Falls Church City,Jessie Thackrey  Preschool,0.5555555555555556
Falls Church City,Mary Ellen Henderson Middle,0.5119453924914675
Falls Church City,Meridian High,0.5082547169811321
Falls Church City,Mount Daniel Elementary,0.5205761316872428
Falls Church City,Oak Street Elementary,0.5193050193050193
Fauquier County,Auburn Middle,0.5307167235494881
Fauquier County,C. Hunter Ritchie Elementary,0.5183673469387755
Fauquier County,C.M. Bradley Elementary,0.5028901734104047
Fauquier County,Cedar Lee Middle,0.5410094637223974
Fauquier County,Claude Thompson Elementary,0.4826254826254826
Fauquier County,Fauquier High,0.5126530612244898
Fauquier County,Grace Miller Elementary,0.5138339920948617
Fauquier County,Greenville Elementary,0.4898785425101215
Fauquier County,H.M. Pearson Elementary,0.5737265415549598
Fauquier County,James G. Brumfield Elementary,0.5191146881287726
Fauquier County,Kettle Run High,0.52885443583118
Fauquier County,Liberty High,0.5277161862527716
Fauquier County,Margaret M. Pierce Elementary,0.5219885277246654
Fauquier County,Marshall Middle,0.5011600928074246
Fauquier County,Mary Walter Elementary,0.513189448441247
Fauquier County,P.B. Smith Elementary,0.5518867924528302
Fauquier County,W.C. Taylor Middle,0.5186813186813187
Fauquier County,W.G. Coleman Elementary,0.5062893081761006
Fauquier County,Warrenton Middle,0.5170603674540682
Floyd County,Check Elementary,0.5169811320754717
Floyd County,Floyd County High,0.521108179419525
Floyd County,Floyd Elementary,0.506578947368421
Floyd County,Indian Valley Elementary,0.6302521008403361
Floyd County,Willis Elementary,0.46629213483146065
Fluvanna County,Carysbrook Elementary,0.5523385300668151
Fluvanna County,Central Elementary,0.47804878048780486
Fluvanna County,Fluvanna County High,0.49827942188575364
Fluvanna County,Fluvanna Middle,0.5213903743315508
Fluvanna County,West Central Primary,0.5176470588235295
Franklin City,Franklin High,0.5791245791245792
Franklin City,Joseph P. King Jr. Middle,0.5130434782608696
Franklin City,S.P. Morton Elementary,0.4967741935483871
Franklin County,Benjamin Franklin Middle,0.4963210702341137
Franklin County,Boones Mill Elementary,0.48736462093862815
Franklin County,Burnt Chimney Elementary,0.5577689243027888
Franklin County,Callaway Elementary,0.4036144578313253
Franklin County,Dudley Elementary,0.5545851528384279
Franklin County,Ferrum Elementary,0.46511627906976744
Franklin County,Franklin County High,0.5096103896103896
Franklin County,Glade Hill Elementary,0.4954128440366973
Franklin County,Henry Elementary,0.5652173913043478
Franklin County,Lee M. Waid Elementary,0.5103626943005182
Franklin County,Rocky Mount Elementary,0.5211267605633803
Franklin County,Snow Creek Elementary,0.5436893203883495
Franklin County,Sontag Elementary,0.5205479452054794
Franklin County,Windy Gap Elementary,0.45390070921985815
Frederick County,Admiral Richard E. Byrd Middle,0.533498759305211
Frederick County,Apple Pie Ridge Elementary,0.5165876777251185
Frederick County,Armel Elementary,0.5213270142180095
Frederick County,Bass-Hoover Elementary,0.5180722891566265
Frederick County,Evendale Elementary,0.5206286836935167
Frederick County,Frederick County Middle,0.5019206145966709
Frederick County,Gainesboro Elementary,0.5067873303167421
Frederick County,Greenwood Mill Elementary,0.4882154882154882
Frederick County,Indian Hollow Elementary,0.4782608695652174
Frederick County,James Wood High,0.5187760778859527
Frederick County,James Wood Middle,0.4963325183374083
Frederick County,Jordan Springs Elementary,0.5360623781676414
Frederick County,Middletown Elementary,0.5052631578947369
Frederick County,Millbrook High,0.48817345597897505
Frederick County,Orchard View Elementary,0.5074626865671642
Frederick County,Redbud Run Elementary,0.5217391304347826
Frederick County,Robert E. Aylor Middle,0.5154394299287411
Frederick County,Sherando High,0.5181023720349563
Frederick County,Stonewall Elementary,0.48641304347826086
Fredericksburg City,Hugh Mercer Elementary,0.5154639175257731
Fredericksburg City,James Monroe High,0.5170399221032133
Fredericksburg City,Lafayette Elementary,0.5423940149625935
Fredericksburg City,Walker-Grant Early Childhood Center,0.5428571428571428
Fredericksburg City,Walker-Grant Middle,0.5281329923273658
Galax City,Galax Elementary,0.4751131221719457
Galax City,Galax High,0.4839572192513369
Galax City,Galax Middle,0.5440251572327044
Giles County,Eastern Elementary/Middle,0.49731182795698925
Giles County,Giles High,0.48575498575498577
Giles County,Macy Mcclaugherty Elementary/Middle,0.4993894993894994
Giles County,Narrows Elementary/Middle,0.5083333333333333
Giles County,Narrows High,0.47417840375586856
Gloucester County,Abingdon Elementary,0.4967032967032967
Gloucester County,Achilles Elementary,0.4627906976744186
Gloucester County,Bethel Elementary,0.5555555555555556
Gloucester County,Botetourt Elementary,0.5444839857651246
Gloucester County,Gloucester High,0.5220492866407264
Gloucester County,Page Middle,0.5157545605306799
Gloucester County,Peasley Middle,0.48484848484848486
Gloucester County,Petsworth Elementary,0.5575221238938053
Goochland County,Byrd Elementary,0.52
Goochland County,Goochland Elementary,0.48342541436464087
Goochland County,Goochland High,0.5266203703703703
Goochland County,Goochland Middle,0.5197368421052632
Goochland County,Randolph Elementary,0.49891540130151846
Grayson County,Fairview Elementary,0.5771812080536913
Grayson County,Fries Elementary,0.5131086142322098
Grayson County,Grayson County High,0.543046357615894
Grayson County,Grayson Highlands,0.572463768115942
Grayson County,Independence Elementary,0.4522058823529412
Grayson County,Independence Middle,0.4860557768924303
Greene County,Nathanael Greene Elementary,0.49240121580547114
Greene County,Nathanael Greene Primary,0.5093833780160858
Greene County,Ruckersville Elementary,0.5208333333333334
Greene County,William Monroe High,0.5204188481675392
Greene County,William Monroe Middle,0.5337078651685393
Greensville County,Belfield Elementary,0.49693251533742333
Greensville County,Edward W. Wyatt Middle,0.5173824130879345
Greensville County,Greensville County High,0.5060240963855421
Greensville County,Greensville Elementary,0.5111940298507462
Halifax County,Clays Mill Elementary,0.5605095541401274
Halifax County,Cluster Springs Elementary,0.46551724137931033
Halifax County,Halifax County High,0.5055944055944056
Halifax County,Halifax County Middle,0.4838393731635651
Halifax County,Meadville Elementary,0.5028571428571429
Halifax County,Scottsburg Elementary,0.514018691588785
Halifax County,Sinai Elementary,0.5254237288135594
Halifax County,South Boston Elementary,0.5344262295081967
Halifax County,South Boston/Halifax Early Learning Center,0.6633663366336634
Halifax County,Sydnor Jennings Elementary,0.5243243243243243
Hampton City,A.W.E. Bassette Elementary,0.4946236559139785
Hampton City,Aberdeen Elementary,0.4849699398797595
Hampton City,Albert W. Patrick III Elementary,0.5306122448979592
Hampton City,Alfred S. Forrest Elementary,0.49506903353057197
Hampton City,Armstrong Elementary,0.44360902255639095
Hampton City,Barron Elementary,0.5236768802228412
Hampton City,Benjamin Syms Middle,0.5159301130524152
Hampton City,Bethel High,0.47713498622589534
Hampton City,C. Alton Lindsay Middle,0.5364511691884457
Hampton City,Captain John Smith Elementary,0.5
Hampton City,Cesar Tarrant Middle,0.49368863955119213
Hampton City,Christopher C. Kraft Elementary,0.5631067961165048
Hampton City,Francis Asbury Elementary,0.5034802784222738
Hampton City,Francis W. Jones Magnet Middle,0.49291338582677163
Hampton City,George P. Phenix Elementary,0.5326388888888889
Hampton City,Hampton High,0.5142215568862275
Hampton City,Hunter B. Andrews,0.5115452930728241
Hampton City,Jane H. Bryan Elementary,0.4806763285024155
Hampton City,Kecoughtan High,0.48945409429280395
Hampton City,Luther W. Machen Elementary,0.5011135857461024
Hampton City,Mary S. Peake Elementary,0.5761904761904761
Hampton City,Mary T. Christian Elementary,0.5075187969924813
Hampton City,Mary W. Jackson Elementary,0.515527950310559
Hampton City,Moton Early Childhood Center,0.5021645021645021
Hampton City,Paul Burbank Elementary,0.5276381909547738
Hampton City,Phillips Elementary,0.5012594458438288
Hampton City,Phoebus High,0.5843230403800475
Hampton City,Samuel P. Langley Elementary,0.52
Hampton City,Thomas Eaton Middle,0.49909255898366606
Hampton City,William Mason Cooper Elementary,0.5098039215686274
Hanover County,Atlee High,0.5438027255029202
Hanover County,Battlefield Park Elementary,0.5203045685279187
Hanover County,Beaverdam Elementary,0.48928571428571427
Hanover County,Bell Creek Middle,0.5097236438075742
Hanover County,Chickahominy Middle,0.5158946412352406
Hanover County,Cold Harbor Elementary,0.534516765285996
Hanover County,Cool Spring Elementary,0.5313351498637602
Hanover County,Elmont Elementary,0.5718157181571816
Hanover County,Hanover High,0.48770491803278687
Hanover County,Henry Clay Elementary,0.5
Hanover County,John M. Gandy Elementary,0.540268456375839
Hanover County,Kersey Creek Elementary,0.5563480741797432
Hanover County,Laurel Meadow Elementary,0.5439560439560439
Hanover County,Liberty Middle,0.5150571131879543
Hanover County,Mechanicsville Elementary,0.5063752276867031
Hanover County,Mechanicsville High,0.5280059746079163
Hanover County,Oak Knoll Middle,0.5118376550169109
Hanover County,Patrick Henry High,0.5463306152705708
Hanover County,Pearson's Corner Elementary,0.5171821305841925
Hanover County,Pole Green Elementary,0.5145067698259188
Hanover County,Rural Point Elementary,0.5421903052064632
Hanover County,South Anna Elementary,0.4842105263157895
Hanover County,Washington-Henry Elementary,0.5231607629427792
Harrisonburg City,Bluestone Elementary,0.4972972972972973
Harrisonburg City,Harrisonburg High,0.5181912681912682
Harrisonburg City,Keister Elementary,0.5056433408577878
Harrisonburg City,Skyline Middle,0.4958904109589041
Harrisonburg City,Smithland Elementary,0.5170670037926675
Harrisonburg City,Spotswood Elementary,0.5414937759336099
Harrisonburg City,Stone Spring Elementary,0.519455252918288
Harrisonburg City,Thomas Harrison Middle,0.4985632183908046
Harrisonburg City,Waterman Elementary,0.517175572519084
Henrico County,Anthony P. Mehfoud Elementary,0.5294117647058824
Henrico County,Arthur Ashe Jr. Elementary,0.5474308300395256
Henrico County,Brookland Middle,0.5296722763507529
Henrico County,Cashell Donahoe Elementary,0.5373406193078324
Henrico County,Chamberlayne Elementary,0.5236593059936908
Henrico County,Charles M. Johnson Elementary,0.5035971223021583
Henrico County,Colonial Trail Elementary,0.4978102189781022
Henrico County,Crestview Elementary,0.5151515151515151
Henrico County,David A. Kaechele Elementary,0.5171717171717172
Henrico County,Deep Run High,0.0
Henrico County,Douglas S. Freeman High,0.4967497291440953
Henrico County,Dumbarton Elementary,0.526578073089701
Henrico County,Echo Lake Elementary,0.49906890130353815
Henrico County,Elizabeth Holladay Elementary,0.5539845758354756
Henrico County,Elko Middle,0.4993141289437586
Henrico County,Fair Oaks Elementary,0.5214105793450882
Henrico County,Fairfield Middle,0.48366013071895425
Henrico County,Gayton Elementary,0.5036630036630036
Henrico County,George F. Baker Elementary,0.5012285012285013
Henrico County,George H. Moody Middle,0.4639927073837739
Henrico County,Glen Allen Elementary,0.5136518771331058
Henrico County,Glen Allen High,
Henrico County,Glen Lea Elementary,0.48643006263048016
Henrico County,Greenwood Elementary,0.5229202037351444
Henrico County,Harold Macon Ratcliffe Elementary,0.5117370892018779
Henrico County,Harvie Elementary,0.4970873786407767
Henrico County,Henrico High,0.4504950495049505
Henrico County,Henry D. Ward Elementary,0.5149700598802395
Henrico County,Hermitage High,0.5351418002466092
Henrico County,Highland Springs Elementary,0.4888475836431227
Henrico County,Highland Springs High,0.0
Henrico County,Holman Middle,0.5169194865810969
Henrico County,Hungary Creek Middle,0.5287356321839081
Henrico County,Jackson Davis Elementary,0.5475285171102662
Henrico County,Jacob L. Adams Elementary,0.5
Henrico County,John Randolph Tucker High,0.4891067538126362
Henrico County,John Rolfe Middle,0.5254237288135594
Henrico County,L. Douglas Wilder Middle,0.5161725067385444
Henrico County,Laburnum Elementary,0.512987012987013
Henrico County,Lakeside Elementary,0.5407407407407407
Henrico County,Longdale Elementary,0.5411522633744856
Henrico County,Maude Trevvett Elementary,0.48674242424242425
Henrico County,Maybeury Elementary,0.4774624373956594
Henrico County,Mills E. Godwin High,0.5145474137931034
Henrico County,Montrose Elementary,0.43575418994413406
Henrico County,Nuckols Farm Elementary,0.5026362038664324
Henrico County,Pemberton Elementary,0.5360230547550432
Henrico County,Pinchbeck Elementary,0.48770491803278687
Henrico County,Pocahontas Middle,0.5072992700729927
Henrico County,Quioccasin Middle,0.5190476190476191
Henrico County,R.C. Longan Elementary,0.514218009478673
Henrico County,Ridge Elementary,0.48672566371681414
Henrico County,Rivers Edge Elementary,0.522077922077922
Henrico County,Ruby F. Carver Elementary,0.5170212765957447
Henrico County,Sandston Elementary,0.532258064516129
Henrico County,Seven Pines Elementary,0.49591280653950953
Henrico County,Shady Grove Elementary,0.5008488964346349
Henrico County,Short Pump Elementary,0.49640287769784175
Henrico County,Short Pump Middle,0.5093333333333333
Henrico County,Skipwith Elementary,0.5414141414141415
Henrico County,Springfield Park Elementary,0.5183333333333333
Henrico County,Three Chopt Elementary,0.512280701754386
Henrico County,Tuckahoe Elementary,0.5693069306930693
Henrico County,Tuckahoe Middle,0.5107376283846872
Henrico County,Twin Hickory Elementary,0.5009107468123861
Henrico County,Varina Elementary,0.5690376569037657
Henrico County,Varina High,0.5369039843239712
Henry County,Axton Elementary,0.5079365079365079
Henry County,Bassett High,0.508675799086758
Henry County,Campbell Court Elementary,0.5255474452554745
Henry County,Drewry Mason Elementary,0.49264705882352944
Henry County,Fieldale-Collinsville Middle,0.5232419547079857
Henry County,G.W. Carver Elementary,0.4900662251655629
Henry County,Laurel Park Middle,0.5173267326732673
Henry County,Magna Vista High,0.5272391505078485
Henry County,Meadow View Elementary,0.5288753799392097
Henry County,Mount Olivet Elementary,0.5292096219931272
Henry County,Rich Acres Elementary,0.47619047619047616
Henry County,Sanville Elementary,0.4868421052631579
Henry County,Stanleytown Elementary,0.4728682170542636
Highland County,Highland Elementary,0.40217391304347827
Highland County,Highland High,0.5
Hopewell City,Carter G. Woodson Middle,0.4994152046783626
Hopewell City,Dupont Elementary,0.5057096247960848
Hopewell City,Harry E. James Elementary,0.5092936802973977
Hopewell City,Hopewell High,0.5149957155098543
Hopewell City,Patrick Copeland Elementary,0.5
Hopewell City,Woodlawn Pre-School Learning Center,0.5066225165562914
Isle of Wight County,Carrollton Elementary,0.49842767295597484
Isle of Wight County,Carrsville Elementary,0.5371900826446281
Isle of Wight County,Georgie D. Tyler Middle,0.5517241379310345
Isle of Wight County,Hardy Elementary,0.5330812854442344
Isle of Wight County,Smithfield High,0.5044843049327354
Isle of Wight County,Smithfield Middle,0.532051282051282
Isle of Wight County,Westside Elementary,0.537292817679558
Isle of Wight County,Windsor Elementary,0.5425709515859767
Isle of Wight County,Windsor High,0.5072727272727273
King George County,King George Elementary,0.5236111111111111
King George County,King George High,0.5216494845360825
King George County,King George Middle,0.4896551724137931
King George County,Potomac Elementary,0.4953959484346225
King George County,Sealston Elementary,0.508843537414966
King William County,Acquinton Elementary,0.5035294117647059
King William County,Cool Spring Primary,0.5317073170731708
King William County,Hamilton Holmes Middle,0.48187633262260127
King William County,King William High,0.5308823529411765
King and Queen County,Central High,0.4962686567164179
King and Queen County,King & Queen Elementary,0.5234899328859061
King and Queen County,Lawson-Marriott Elementary,0.4717607973421927
Lancaster County,Lancaster High,0.536723163841808
Lancaster County,Lancaster Middle,0.5212765957446809
Lancaster County,Lancaster Primary,0.4972677595628415
Lee County,Dryden Elementary,0.5577689243027888
Lee County,Elk Knob Elementary,0.5363321799307958
Lee County,Elydale Middle,0.5642857142857143
Lee County,Flatwoods Elementary,0.5508771929824562
Lee County,Jonesville Middle,0.5063291139240507
Lee County,Lee High,0.5328282828282829
Lee County,Pennington Middle,0.528052805280528
Lee County,Rose Hill Elementary,0.5663716814159292
Lee County,St. Charles Elementary,0.5725806451612904
Lee County,Thomas Walker High,0.5086505190311419
Lexington City,Harrington Waddell Elementary,0.5337423312883436
Lexington City,Lylburn Downing Middle,0.5202702702702703
Lexington City,Rockbridge County High,1.0
Loudoun County,Aldie Elementary,0.4954954954954955
Loudoun County,Algonkian Elementary,0.5448577680525164
Loudoun County,Arcola Elementary,0.5178571428571429
Loudoun County,Ashburn Elementary,0.5387596899224806
Loudoun County,Ball's Bluff Elementary,0.5405405405405406
Loudoun County,Banneker Elementary,0.5414364640883977
Loudoun County,Belmont Ridge Middle,0.5213270142180095
Loudoun County,Belmont Station Elementary,0.47844228094575797
Loudoun County,Blue Ridge Middle,0.5078407720144753
Loudoun County,Brambleton Middle,0.5107559926244623
Loudoun County,Briar Woods High,0.49861033907726515
Loudoun County,Broad Run High,0.4907819453273999
Loudoun County,Buffalo Trail Elementary,0.5028768699654775
Loudoun County,Cardinal Ridge Elementary,0.5060386473429952
Loudoun County,Catoctin Elementary,0.46379310344827585
Loudoun County,Cedar Lane Elementary,0.5
Loudoun County,Cool Spring Elementary,0.4878048780487805
Loudoun County,Countryside Elementary,0.530827067669173
Loudoun County,Creighton's Corner Elementary,0.5062056737588653
Loudoun County,Discovery Elementary,0.5346097201767305
Loudoun County,Dominion High,0.5341446923597025
Loudoun County,Dominion Trail Elementary,0.5067340067340067
Loudoun County,Eagle Ridge Middle,0.5122985581000848
Loudoun County,Emerick Elementary,0.5552763819095478
Loudoun County,Evergreen Mill Elementary,0.5159663865546219
Loudoun County,Farmwell Station Middle,0.5161290322580645
Loudoun County,Forest Grove Elementary,0.49101796407185627
Loudoun County,Frances Hazel Reid Elementary,0.5395189003436426
Loudoun County,Frederick Douglass Elementary,0.46677740863787376
Loudoun County,Freedom High,0.0
Loudoun County,Goshen Post Elementary,0.5039370078740157
Loudoun County,Guilford Elementary,0.4972477064220184
Loudoun County,Hamilton Elementary,0.5534591194968553
Loudoun County,Harmony Middle,0.512014787430684
Loudoun County,Harper Park Middle,0.5234460196292258
Loudoun County,Heritage High,0.5046979865771812
Loudoun County,Hillsboro Charter Academy,0.5138888888888888
Loudoun County,Hillside Elementary,0.5346358792184724
Loudoun County,Horizon Elementary,0.5185185185185185
Loudoun County,Hovatter Elementary,0.5280151946818613
Loudoun County,Hutchison Farm Elementary,0.5144827586206897
Loudoun County,Independence High,0.5082146768893757
Loudoun County,J. Lupton Simpson Middle,0.4939879759519038
Loudoun County,J. Michael Lunsford Middle,0.5216763005780347
Loudoun County,John Champe High,0.5094674556213018
Loudoun County,John W. Tolbert Jr. Elementary,0.5141509433962265
Loudoun County,Kenneth W.Culbert Elementary,0.5374149659863946
Loudoun County,Leesburg Elementary,0.5060532687651331
Loudoun County,Legacy Elementary,0.5176933158584535
Loudoun County,Liberty Elementary,0.49280177187153934
Loudoun County,Lightridge High,0.5076601671309192
Loudoun County,Lincoln Elementary,0.6075949367088608
Loudoun County,Little River Elementary,0.5228276877761414
Loudoun County,Loudoun County High,0.5229846768820786
Loudoun County,Loudoun Valley High,0.5653225806451613
Loudoun County,Lovettsville Elementary,0.4931237721021611
Loudoun County,Lowes Island Elementary,0.508411214953271
Loudoun County,Lucketts Elementary,0.5390946502057613
Loudoun County,Madison's Trust Elementary,0.5126903553299492
Loudoun County,Meadowland Elementary,0.5024752475247525
Loudoun County,Mercer Middle,0.5055292259083728
Loudoun County,Middleburg Community Charter,0.5177304964539007
Loudoun County,Mill Run Elementary,0.5115273775216138
Loudoun County,Moorefield Station Elementary,0.5108571428571429
Loudoun County,Mountain View Elementary,0.506006006006006
Loudoun County,Newton-Lee Elementary,0.5166402535657686
Loudoun County,Park View High,0.5276988636363636
Loudoun County,Pinebrook Elementary,0.47534766118836913
Loudoun County,Potomac Falls High,0.5021618282890673
Loudoun County,Potowmack Elementary,0.5511363636363636
Loudoun County,River Bend Middle,0.5100965759438104
Loudoun County,Riverside High,0.514018691588785
Loudoun County,Rock Ridge High,0.5103942652329749
Loudoun County,Rolling Ridge Elementary,0.5195911413969335
Loudoun County,Rosa Lee Carter Elementary,0.5208085612366231
Loudoun County,Round Hill Elementary,0.5492700729927007
Loudoun County,Sanders Corner Elementary,0.5434782608695652
Loudoun County,Seldens Landing Elementary,0.4853195164075993
Loudoun County,Seneca Ridge Middle,0.5239520958083832
Loudoun County,Smart's Mill Middle,0.50814332247557
Loudoun County,Sterling Elementary,0.5057471264367817
Loudoun County,Sterling Middle,0.522181146025878
Loudoun County,Steuart W. Weller Elementary,0.5139318885448917
Loudoun County,Stone Bridge High,0.5451408855664175
Loudoun County,Stone Hill Middle,0.507908611599297
Loudoun County,Sugarland Elementary,0.5155925155925156
Loudoun County,Sully Elementary,0.5127659574468085
Loudoun County,Sycolin Creek Elementary,0.49256505576208176
Loudoun County,Trailside Middle,0.5017605633802817
Loudoun County,Tuscarora High,0.5279369627507163
Loudoun County,W.O. Robey High,0.45
Loudoun County,Waterford Elementary,0.521551724137931
Loudoun County,Waxpool Elementary,0.5068681318681318
Loudoun County,Willard Middle,0.4844246662428481
Loudoun County,Woodgrove High,0.5224071702944942
Louisa County,Jouett Elementary,0.5113043478260869
Louisa County,Louisa County High,0.5048721071863581
Louisa County,Louisa County Middle,0.49504950495049505
Louisa County,Moss-Nuckols Elementary,0.5363790186125211
Louisa County,Thomas Jefferson Elementary,0.4945904173106646
Louisa County,Trevilians Elementary,0.5029940119760479
Lunenburg County,Central High,0.5365853658536586
Lunenburg County,Kenbridge Elementary,0.5722222222222222
Lunenburg County,Lunenburg Middle,0.5192307692307693
Lunenburg County,Victoria Elementary,0.5217391304347826
Lynchburg City,Bedford Hills Elementary,0.510752688172043
Lynchburg City,Dearington Elementary/Innovation,0.46258503401360546
Lynchburg City,E.C. Glass High,0.5401030169242089
Lynchburg City,Heritage Elementary,0.5245535714285714
Lynchburg City,Heritage High,0.5168855534709194
Lynchburg City,Linkhorne Elementary,0.49292452830188677
Lynchburg City,Linkhorne Middle,0.5225375626043406
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,0.4927797833935018
Lynchburg City,Paul Munro Elementary,0.49577464788732395
Lynchburg City,Perrymont Elementary,0.5336927223719676
Lynchburg City,Robert S. Payne Elementary,0.5330396475770925
Lynchburg City,Sandusky Elementary,0.4822485207100592
Lynchburg City,Sandusky Middle,0.5164233576642335
Lynchburg City,Sheffield Elementary,0.5077605321507761
Lynchburg City,T.C. Miller Elementary for Innovation,0.5323383084577115
Lynchburg City,William M. Bass Elementary,0.5833333333333334
Madison County,Madison County High,0.5330948121645797
Madison County,Madison Primary,0.4972677595628415
Madison County,Waverly Yowell Elementary,0.4757834757834758
Madison County,William H. Wetsel Middle,0.5180412371134021
Manassas City,Baldwin Elementary,0.5143721633888049
Manassas City,Baldwin Intermediate,0.5437956204379562
Manassas City,George Carr Round Elementary,0.5027522935779817
Manassas City,Grace E. Metz Middle,0.5125673249551167
Manassas City,Jennie Dean Elementary,0.5054095826893354
Manassas City,Mayfield Intermediate,0.49002493765586036
Manassas City,Osbourn High,
Manassas City,Richard C. Haydon Elementary,0.5315870570107858
Manassas City,Weems Elementary,0.5039619651347068
Manassas Park City,Cougar Elementary,0.5071428571428571
Manassas Park City,Manassas Park Elementary,0.5345997286295794
Manassas Park City,Manassas Park High,0.5249554367201426
Manassas Park City,Manassas Park Middle,0.522867737948084
Martinsville City,Albert Harris Elementary,0.5384615384615384
Martinsville City,Clearview Early Learning Center,0.5257731958762887
Martinsville City,Martinsville High,0.4802158273381295
Martinsville City,Martinsville Middle,0.5621890547263682
Martinsville City,Patrick Henry Elementary,0.47075208913649025
Mathews County,Mathews Elementary,0.5611285266457681
Mathews County,Mathews High,0.47440273037542663
Mathews County,Thomas Hunter Middle,0.5154639175257731
Mecklenburg County,Bluestone  High,0.45659928656361476
Mecklenburg County,Bluestone Middle,0.45179063360881544
Mecklenburg County,Chase City Elementary,0.5148247978436657
Mecklenburg County,Clarksville Elementary,0.5450236966824644
Mecklenburg County,LaCrosse Elementary,0.48563218390804597
Mecklenburg County,Park View High,0.5201900237529691
Mecklenburg County,Park View Middle,0.5496031746031746
Mecklenburg County,South Hill Elementary,0.4939919893190921
Middlesex County,Middlesex Elementary,0.47386172006745364
Middlesex County,Middlesex High,0.5283582089552239
Middlesex County,St. Clare Walker Middle,0.48905109489051096
Montgomery County,Auburn Elementary,0.5190562613430127
Montgomery County,Auburn High,0.5281501340482574
Montgomery County,Auburn Middle,0.5381944444444444
Montgomery County,Belview Elementary,0.5182481751824818
Montgomery County,Blacksburg High,0.507587253414264
Montgomery County,Blacksburg Middle,0.5310119695321001
Montgomery County,Christiansburg Elementary,0.5167095115681234
Montgomery County,Christiansburg High,0.5429616087751371
Montgomery County,Christiansburg Middle,0.4917825537294564
Montgomery County,Christiansburg Primary,0.5240274599542334
Montgomery County,Eastern Montgomery Elementary,0.5125628140703518
Montgomery County,Eastern Montgomery High,0.515358361774744
Montgomery County,Falling Branch Elementary,0.5053571428571428
Montgomery County,Gilbert Linkous Elementary,0.5
Montgomery County,Harding Avenue Elementary,0.5330882352941176
Montgomery County,Kipps Elementary,0.5267379679144385
Montgomery County,Margaret Beeks Elementary,0.47696476964769646
Montgomery County,Prices Fork Elementary,0.5350877192982456
Montgomery County,Shawsville Middle,0.5188679245283019
Nelson County,Nelson County High,0.5321100917431193
Nelson County,Nelson Middle,0.5543175487465181
Nelson County,Rockfish River Elementary,0.4755244755244755
Nelson County,Tye River Elementary,0.4942528735632184
New Kent County,George W. Watkins Elementary,0.5020746887966805
New Kent County,New Kent Elementary,0.5178316690442225
New Kent County,New Kent High,0.5272391505078485
New Kent County,New Kent Middle,0.5058823529411764
Newport News City,Achievable Dream Academy,0.49335548172757476
Newport News City,Achievable Dream Middle/High,0.42178217821782177
Newport News City,B.C. Charles Elementary,0.5405405405405406
Newport News City,B.T. Washington Middle,0.43990384615384615
Newport News City,Carver Elementary,0.49324324324324326
Newport News City,Crittenden Middle,0.497787610619469
Newport News City,David A. Dutrow Elementary,0.5172413793103449
Newport News City,Deer Park Elementary,0.4596622889305816
Newport News City,Denbigh Early Childhood Center,0.5
