Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,percentage_disabled,free_reduced_lunch_percentage,chronic_absenteeism_rate,cohort_dropout_rate,Bachelors_Percent,Masters_Percent,Doctoral_Percent
Alleghany County,Mountain View Elementary,0.502127659574468,0.0,0.0063829787234042,0.5468085106382978,0.0,0.002127659574468,0.1744680851063829,,,,,,
Alleghany County,Sharon Elementary,0.4031413612565445,0.0,0.0,0.5235602094240838,0.0,0.0052356020942408,0.1465968586387434,,,,,,
Alleghany Highlands,Alleghany High,,,,,,,,0.411,0.3581,0.0588,51.0,47.0,0.0
Alleghany Highlands,Callaghan Elementary,,,,,,,,0.523,0.4579999999999999,,48.0,52.0,0.0
Alleghany Highlands,Clifton Middle,,,,,,,,0.499,0.4149,,54.0,46.0,0.0
Alleghany Highlands,Covington High,,,,,,,,0.645,0.3909,0.0526,50.0,50.0,0.0
Alleghany Highlands,Jeter-Watson Elementary,,,,,,,,0.6459999999999999,0.5017,,64.0,36.0,0.0
Alleghany Highlands,Mountain View Elementary,,,,,,,,0.8,0.4548,,47.0,47.0,0.0
Alleghany Highlands,Sharon Elementary,,,,,,,,0.644,0.3876,,50.0,50.0,0.0
Amelia County,Amelia County Elementary,0.5168690958164642,0.039348710990502,0.0067476383265856,0.5425101214574899,0.0,0.0107962213225371,0.1106612685560054,0.574,0.2211,,53.0,45.0,2.0
Amelia County,Amelia County High,0.4077079107505071,0.0,0.0040567951318458,0.486815415821501,0.0,0.0365111561866125,0.1338742393509127,0.4479999999999999,0.2121,0.0174,56.0,38.0,4.0
Amelia County,Amelia County Middle,0.516209476309227,0.0353535353535353,0.0049875311720698,0.4887780548628428,0.0,0.0249376558603491,0.1197007481296758,0.564,0.215,,49.0,47.0,4.0
Amherst County,Amelon Elementary,0.5184331797235023,0.0,0.0092165898617511,0.5668202764976958,0.0,0.0046082949308755,0.1474654377880184,0.53,0.1931,,45.0,52.0,0.0
Amherst County,Amherst County High,0.5373870172555464,,1.0,0.5110928512736237,,1.0,1.0,0.414,0.4382,0.052,45.0,47.0,2.0
Amherst County,Amherst Elementary,0.4506437768240343,0.0,0.0085836909871244,0.5107296137339056,0.0,0.0128755364806866,0.1287553648068669,0.46,0.2227,,42.0,48.0,0.0
Amherst County,Amherst Middle,0.5582010582010583,0.0,0.0026455026455026,0.455026455026455,0.0,0.0211640211640211,0.1296296296296296,0.477,0.2237,,59.0,39.0,0.0
Amherst County,Central Elementary,0.7168674698795181,0.0,0.0090361445783132,0.5602409638554217,0.0,0.003012048192771,0.2319277108433735,0.901,0.1291,,36.0,57.0,0.0
Amherst County,Elon Elementary,0.3617647058823529,0.0,0.0029411764705882,0.5588235294117647,0.0,0.0088235294117647,0.1352941176470588,0.412,0.092,,44.0,53.0,0.0
Amherst County,Madison Heights Elementary,0.7217847769028871,0.0,0.0078740157480314,0.4934383202099737,0.0314960629921259,0.0052493438320209,0.1259842519685039,0.899,0.2369,,51.0,49.0,0.0
Amherst County,Monelison Middle,0.5803571428571429,0.0,0.0053571428571428,0.5446428571428571,0.0214285714285714,0.0160714285714285,0.1357142857142857,0.564,0.1964,,50.0,50.0,0.0
Amherst County,Temperance Elementary,0.431578947368421,0.0,0.0,0.4947368421052631,0.0,0.0,0.1157894736842105,0.471,0.0316,,37.0,58.0,0.0
Appomattox County,Appomattox County High,0.3879310344827586,0.0,0.0086206896551724,0.4885057471264368,0.0,0.0186781609195402,0.0977011494252873,0.414,0.2529,0.0469,49.0,43.0,3.0
Appomattox County,Appomattox Elementary,0.4650698602794411,0.0,0.0039920159680638,0.5369261477045908,0.0,0.0179640718562874,0.1077844311377245,0.507,0.0978,,55.0,39.0,2.0
