Division Name,School Name,percentage_homeless
Fredericksburg City,Hugh Mercer Elementary,0.0
Fredericksburg City,James Monroe High,1.0
Fredericksburg City,Lafayette Elementary,0.03117206982543641
Fredericksburg City,Walker-Grant Early Childhood Center,0.0
Fredericksburg City,Walker-Grant Middle,0.02557544757033248
Galax City,Galax Elementary,0.0
Galax City,Galax High,0.0
Galax City,Galax Middle,0.0
Giles County,Eastern Elementary/Middle,0.0
Giles County,Giles High,0.0
Giles County,Macy Mcclaugherty Elementary/Middle,0.0
Giles County,Narrows Elementary/Middle,0.0
Giles County,Narrows High,0.0
Gloucester County,Abingdon Elementary,0.0
Gloucester County,Achilles Elementary,0.0
Gloucester County,Bethel Elementary,0.0
Gloucester County,Botetourt Elementary,0.0
Gloucester County,Gloucester High,
Gloucester County,Page Middle,0.0
Gloucester County,Peasley Middle,0.0
Gloucester County,Petsworth Elementary,0.0
Goochland County,Byrd Elementary,0.0
Goochland County,Goochland Elementary,0.0
Goochland County,Goochland High,0.0
Goochland County,Goochland Middle,0.0
Goochland County,Randolph Elementary,0.0
Grayson County,Fairview Elementary,0.0
Grayson County,Fries Elementary,0.0
Grayson County,Grayson County High,0.0
Grayson County,Grayson Highlands,0.0
Grayson County,Independence Elementary,0.0
Grayson County,Independence Middle,0.0
Greene County,Nathanael Greene Elementary,0.0
Greene County,Nathanael Greene Primary,0.0
Greene County,Ruckersville Elementary,0.0
Greene County,William Monroe High,0.0
Greene County,William Monroe Middle,0.0
Greensville County,Belfield Elementary,0.0
Greensville County,Edward W. Wyatt Middle,0.0
Greensville County,Greensville County High,0.0
Greensville County,Greensville Elementary,0.0
Halifax County,Clays Mill Elementary,0.0
Halifax County,Cluster Springs Elementary,0.0
Halifax County,Halifax County High,1.0
Halifax County,Halifax County Middle,
Halifax County,Meadville Elementary,0.0
Halifax County,Scottsburg Elementary,0.0
Halifax County,Sinai Elementary,0.0
Halifax County,South Boston Elementary,0.0
Halifax County,South Boston/Halifax Early Learning Center,0.0
Halifax County,Sydnor Jennings Elementary,0.0
Hampton City,A.W.E. Bassette Elementary,0.0
Hampton City,Aberdeen Elementary,0.0
Hampton City,Albert W. Patrick III Elementary,0.0
Hampton City,Alfred S. Forrest Elementary,0.0
Hampton City,Armstrong Elementary,0.0
Hampton City,Barron Elementary,0.0
Hampton City,Benjamin Syms Middle,0.012332990750256937
Hampton City,Bethel High,1.0
Hampton City,C. Alton Lindsay Middle,0.017881705639614855
Hampton City,Captain John Smith Elementary,0.0
Hampton City,Cesar Tarrant Middle,0.0
Hampton City,Christopher C. Kraft Elementary,0.0
Hampton City,Francis Asbury Elementary,0.0
Hampton City,Francis W. Jones Magnet Middle,0.0
Hampton City,George P. Phenix Elementary,
Hampton City,Hampton High,1.0
Hampton City,Hunter B. Andrews,1.0
Hampton City,Jane H. Bryan Elementary,0.0
Hampton City,Kecoughtan High,1.0
Hampton City,Luther W. Machen Elementary,0.024498886414253896
Hampton City,Mary S. Peake Elementary,0.0
Hampton City,Mary T. Christian Elementary,0.0
Hampton City,Mary W. Jackson Elementary,0.0
Hampton City,Moton Early Childhood Center,0.0
Hampton City,Paul Burbank Elementary,0.0
Hampton City,Phillips Elementary,0.0
Hampton City,Phoebus High,1.0
Hampton City,Samuel P. Langley Elementary,0.0
Hampton City,Thomas Eaton Middle,0.0
Hampton City,William Mason Cooper Elementary,0.0
Hanover County,Atlee High,
Hanover County,Battlefield Park Elementary,0.0
Hanover County,Beaverdam Elementary,0.0
Hanover County,Bell Creek Middle,0.0
Hanover County,Chickahominy Middle,
Hanover County,Cold Harbor Elementary,0.0
Hanover County,Cool Spring Elementary,0.0
Hanover County,Elmont Elementary,0.0
Hanover County,Hanover High,
Hanover County,Henry Clay Elementary,0.0
Hanover County,John M. Gandy Elementary,0.0
Hanover County,Kersey Creek Elementary,0.0
Hanover County,Laurel Meadow Elementary,0.0
Hanover County,Liberty Middle,0.0
Hanover County,Mechanicsville Elementary,0.0
Hanover County,Mechanicsville High,
Hanover County,Oak Knoll Middle,0.0
Hanover County,Patrick Henry High,
Hanover County,Pearson's Corner Elementary,0.0
Hanover County,Pole Green Elementary,0.0
Hanover County,Rural Point Elementary,0.0
Hanover County,South Anna Elementary,0.0
Hanover County,Washington-Henry Elementary,0.0
Harrisonburg City,Bluestone Elementary,0.0
Harrisonburg City,Harrisonburg High,
Harrisonburg City,Keister Elementary,0.0
Harrisonburg City,Skyline Middle,0.0
Harrisonburg City,Smithland Elementary,0.0
Harrisonburg City,Spotswood Elementary,0.0
Harrisonburg City,Stone Spring Elementary,0.0
Harrisonburg City,Thomas Harrison Middle,0.0
Harrisonburg City,Waterman Elementary,0.0
Henrico County,Anthony P. Mehfoud Elementary,0.0
Henrico County,Arthur Ashe Jr. Elementary,0.0
Henrico County,Brookland Middle,1.0
Henrico County,Cashell Donahoe Elementary,0.0
Henrico County,Chamberlayne Elementary,0.0
Henrico County,Charles M. Johnson Elementary,0.02877697841726619
Henrico County,Colonial Trail Elementary,0.0
Henrico County,Crestview Elementary,0.0
Henrico County,David A. Kaechele Elementary,0.0
Henrico County,Deep Run High,
Henrico County,Douglas S. Freeman High,
Henrico County,Dumbarton Elementary,0.0
Henrico County,Echo Lake Elementary,0.0
Henrico County,Elizabeth Holladay Elementary,0.0
Henrico County,Elko Middle,0.01783264746227709
Henrico County,Fair Oaks Elementary,0.0
Henrico County,Fairfield Middle,1.0
Henrico County,Gayton Elementary,0.0
Henrico County,George F. Baker Elementary,0.0
Henrico County,George H. Moody Middle,
Henrico County,Glen Allen Elementary,0.0
Henrico County,Glen Allen High,
Henrico County,Glen Lea Elementary,0.0
Henrico County,Greenwood Elementary,0.0
Henrico County,Harold Macon Ratcliffe Elementary,0.0
Henrico County,Harvie Elementary,0.0
Henrico County,Henrico High,1.0
Henrico County,Henry D. Ward Elementary,0.0
Henrico County,Hermitage High,1.0
Henrico County,Highland Springs Elementary,0.0
Henrico County,Highland Springs High,1.0
Henrico County,Holman Middle,0.0
Henrico County,Hungary Creek Middle,0.0
Henrico County,Jackson Davis Elementary,0.0
Henrico County,Jacob L. Adams Elementary,0.0
Henrico County,John Randolph Tucker High,1.0
Henrico County,John Rolfe Middle,0.0
Henrico County,L. Douglas Wilder Middle,0.0
Henrico County,Laburnum Elementary,0.0
Henrico County,Lakeside Elementary,0.0
Henrico County,Longdale Elementary,0.0
Henrico County,Maude Trevvett Elementary,0.0
Henrico County,Maybeury Elementary,0.0
Henrico County,Mills E. Godwin High,
Henrico County,Montrose Elementary,0.0
Henrico County,Nuckols Farm Elementary,0.0
Henrico County,Pemberton Elementary,0.0
Henrico County,Pinchbeck Elementary,0.0
Henrico County,Pocahontas Middle,0.0
Henrico County,Quioccasin Middle,
Henrico County,R.C. Longan Elementary,0.0
Henrico County,Ridge Elementary,0.0
Henrico County,Rivers Edge Elementary,0.0
Henrico County,Ruby F. Carver Elementary,0.0
Henrico County,Sandston Elementary,0.0
Henrico County,Seven Pines Elementary,0.0
Henrico County,Shady Grove Elementary,0.0
Henrico County,Short Pump Elementary,0.0
Henrico County,Short Pump Middle,
Henrico County,Skipwith Elementary,0.0
Henrico County,Springfield Park Elementary,0.0
Henrico County,Three Chopt Elementary,0.0
Henrico County,Tuckahoe Elementary,0.0
Henrico County,Tuckahoe Middle,
Henrico County,Twin Hickory Elementary,0.0
Henrico County,Varina Elementary,0.0
Henrico County,Varina High,1.0
Henry County,Axton Elementary,0.0
Henry County,Bassett High,1.0
Henry County,Campbell Court Elementary,0.0
Henry County,Drewry Mason Elementary,0.0
Henry County,Fieldale-Collinsville Middle,0.0
Henry County,G.W. Carver Elementary,0.024282560706401765
Henry County,Laurel Park Middle,0.0
Henry County,Magna Vista High,
Henry County,Meadow View Elementary,0.0
Henry County,Mount Olivet Elementary,0.0
Henry County,Rich Acres Elementary,0.0
Henry County,Sanville Elementary,0.0
Henry County,Stanleytown Elementary,0.0
Highland County,Highland Elementary,0.0
Highland County,Highland High,0.0
Hopewell City,Carter G. Woodson Middle,0.0
Hopewell City,Dupont Elementary,0.0
Hopewell City,Harry E. James Elementary,0.0
Hopewell City,Hopewell High,
Hopewell City,Patrick Copeland Elementary,0.0
Hopewell City,Woodlawn Pre-School Learning Center,0.0
Isle of Wight County,Carrollton Elementary,0.0
Isle of Wight County,Carrsville Elementary,0.0
Isle of Wight County,Georgie D. Tyler Middle,0.0
Isle of Wight County,Hardy Elementary,0.0
Isle of Wight County,Smithfield High,
Isle of Wight County,Smithfield Middle,0.0
Isle of Wight County,Westside Elementary,0.0
Isle of Wight County,Windsor Elementary,0.0
Isle of Wight County,Windsor High,0.0
King George County,King George Elementary,0.016666666666666666
King George County,King George High,
King George County,King George Middle,
King George County,Potomac Elementary,0.0
King George County,Sealston Elementary,0.0
King William County,Acquinton Elementary,0.0
King William County,Cool Spring Primary,0.0
King William County,Hamilton Holmes Middle,0.0
King William County,King William High,0.0
King and Queen County,Central High,0.0
King and Queen County,King & Queen Elementary,0.0
King and Queen County,Lawson-Marriott Elementary,0.0
Lancaster County,Lancaster High,0.0
Lancaster County,Lancaster Middle,0.0
Lancaster County,Lancaster Primary,0.0
Lee County,Dryden Elementary,0.0
Lee County,Elk Knob Elementary,0.0
Lee County,Elydale Middle,0.0
Lee County,Flatwoods Elementary,0.0
Lee County,Jonesville Middle,0.0
Lee County,Lee High,0.0
Lee County,Pennington Middle,0.0
Lee County,Rose Hill Elementary,0.0
Lee County,St. Charles Elementary,0.0
Lee County,Thomas Walker High,0.0
Lexington City,Harrington Waddell Elementary,0.0
Lexington City,Lylburn Downing Middle,0.0
Lexington City,Rockbridge County High,
Loudoun County,Aldie Elementary,0.0
Loudoun County,Algonkian Elementary,0.0
Loudoun County,Arcola Elementary,0.0
Loudoun County,Ashburn Elementary,0.0
Loudoun County,Ball's Bluff Elementary,0.02494802494802495
Loudoun County,Banneker Elementary,0.0
Loudoun County,Belmont Ridge Middle,
Loudoun County,Belmont Station Elementary,0.0
Loudoun County,Blue Ridge Middle,0.0
Loudoun County,Brambleton Middle,
Loudoun County,Briar Woods High,
Loudoun County,Broad Run High,
Loudoun County,Buffalo Trail Elementary,0.0
Loudoun County,Cardinal Ridge Elementary,0.0
Loudoun County,Catoctin Elementary,0.01896551724137931
Loudoun County,Cedar Lane Elementary,0.0
Loudoun County,Cool Spring Elementary,0.02608695652173913
Loudoun County,Countryside Elementary,0.03308270676691729
Loudoun County,Creighton's Corner Elementary,
Loudoun County,Discovery Elementary,0.0
Loudoun County,Dominion High,1.0
Loudoun County,Dominion Trail Elementary,0.030303030303030304
Loudoun County,Eagle Ridge Middle,
Loudoun County,Emerick Elementary,0.0
Loudoun County,Evergreen Mill Elementary,0.047058823529411764
Loudoun County,Farmwell Station Middle,1.0
Loudoun County,Forest Grove Elementary,0.06786427145708583
Loudoun County,Frances Hazel Reid Elementary,0.07731958762886598
Loudoun County,Frederick Douglass Elementary,0.03986710963455149
Loudoun County,Freedom High,
Loudoun County,Goshen Post Elementary,0.0
Loudoun County,Guilford Elementary,0.1651376146788991
Loudoun County,Hamilton Elementary,0.0
Loudoun County,Harmony Middle,
Loudoun County,Harper Park Middle,0.03376906318082789
Loudoun County,Heritage High,1.0
Loudoun County,Hillsboro Charter Academy,0.0
Loudoun County,Hillside Elementary,0.0
Loudoun County,Horizon Elementary,0.0
Loudoun County,Hovatter Elementary,
Loudoun County,Hutchison Farm Elementary,0.0
Loudoun County,Independence High,1.0
Loudoun County,J. Lupton Simpson Middle,0.013026052104208416
Loudoun County,J. Michael Lunsford Middle,
Loudoun County,John Champe High,1.0
Loudoun County,John W. Tolbert Jr. Elementary,0.0
Loudoun County,Kenneth W.Culbert Elementary,0.0
Loudoun County,Leesburg Elementary,0.024213075060532687
Loudoun County,Legacy Elementary,0.0
Loudoun County,Liberty Elementary,0.0
Loudoun County,Lightridge High,
Loudoun County,Lincoln Elementary,0.0
Loudoun County,Little River Elementary,0.0
Loudoun County,Loudoun County High,1.0
Loudoun County,Loudoun Valley High,
Loudoun County,Lovettsville Elementary,0.0
Loudoun County,Lowes Island Elementary,0.0
Loudoun County,Lucketts Elementary,0.0
Loudoun County,Madison's Trust Elementary,
Loudoun County,Meadowland Elementary,0.06188118811881188
Loudoun County,Mercer Middle,
Loudoun County,Middleburg Community Charter,0.0
Loudoun County,Mill Run Elementary,0.0
Loudoun County,Moorefield Station Elementary,0.0
Loudoun County,Mountain View Elementary,0.0
Loudoun County,Newton-Lee Elementary,0.0
Loudoun County,Park View High,1.0
Loudoun County,Pinebrook Elementary,0.0
Loudoun County,Potomac Falls High,1.0
Loudoun County,Potowmack Elementary,0.03977272727272727
Loudoun County,River Bend Middle,1.0
Loudoun County,Riverside High,1.0
Loudoun County,Rock Ridge High,
Loudoun County,Rolling Ridge Elementary,0.06132879045996593
Loudoun County,Rosa Lee Carter Elementary,0.0
Loudoun County,Round Hill Elementary,0.0
Loudoun County,Sanders Corner Elementary,0.0
Loudoun County,Seldens Landing Elementary,0.0
Loudoun County,Seneca Ridge Middle,0.01296111665004985
Loudoun County,Smart's Mill Middle,0.01843817787418655
Loudoun County,Sterling Elementary,0.11954022988505747
Loudoun County,Sterling Middle,0.0840258541089566
Loudoun County,Steuart W. Weller Elementary,0.0
Loudoun County,Stone Bridge High,
Loudoun County,Stone Hill Middle,
Loudoun County,Sugarland Elementary,0.08108108108108109
Loudoun County,Sully Elementary,0.18259023354564755
Loudoun County,Sycolin Creek Elementary,0.0
Loudoun County,Trailside Middle,
Loudoun County,Tuscarora High,1.0
Loudoun County,W.O. Robey High,0.0
Loudoun County,Waterford Elementary,0.0
Loudoun County,Waxpool Elementary,0.0
Loudoun County,Willard Middle,
Loudoun County,Woodgrove High,
Louisa County,Jouett Elementary,0.0
Louisa County,Louisa County High,
Louisa County,Louisa County Middle,
Louisa County,Moss-Nuckols Elementary,0.0
Louisa County,Thomas Jefferson Elementary,0.0
Louisa County,Trevilians Elementary,0.0
Lunenburg County,Central High,0.0
Lunenburg County,Kenbridge Elementary,0.03611111111111111
Lunenburg County,Lunenburg Middle,0.0
Lunenburg County,Victoria Elementary,0.0
Lynchburg City,Bedford Hills Elementary,0.0
Lynchburg City,Dearington Elementary/Innovation,0.0
Lynchburg City,E.C. Glass High,1.0
Lynchburg City,Heritage Elementary,0.0
Lynchburg City,Heritage High,
Lynchburg City,Linkhorne Elementary,0.0
Lynchburg City,Linkhorne Middle,0.0
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,0.0
Lynchburg City,Paul Munro Elementary,0.0
Lynchburg City,Perrymont Elementary,0.0
Lynchburg City,Robert S. Payne Elementary,0.0
Lynchburg City,Sandusky Elementary,0.0
Lynchburg City,Sandusky Middle,0.0
Lynchburg City,Sheffield Elementary,0.0
Lynchburg City,T.C. Miller Elementary for Innovation,0.0
Lynchburg City,William M. Bass Elementary,0.0
Madison County,Madison County High,0.0
Madison County,Madison Primary,0.0
Madison County,Waverly Yowell Elementary,0.0
Madison County,William H. Wetsel Middle,0.0
Manassas City,Baldwin Elementary,0.0
Manassas City,Baldwin Intermediate,0.0
Manassas City,George Carr Round Elementary,0.0
Manassas City,Grace E. Metz Middle,
Manassas City,Jennie Dean Elementary,0.0
Manassas City,Mayfield Intermediate,0.0
Manassas City,Osbourn High,
Manassas City,Richard C. Haydon Elementary,0.0
Manassas City,Weems Elementary,0.0
Manassas Park City,Cougar Elementary,0.0
Manassas Park City,Manassas Park Elementary,0.0
Manassas Park City,Manassas Park High,
Manassas Park City,Manassas Park Middle,0.0
Martinsville City,Albert Harris Elementary,0.0
Martinsville City,Clearview Early Learning Center,0.0
Martinsville City,Martinsville High,0.0
Martinsville City,Martinsville Middle,0.0
Martinsville City,Patrick Henry Elementary,0.0
Mathews County,Mathews Elementary,0.0
Mathews County,Mathews High,0.0
Mathews County,Thomas Hunter Middle,0.0
Mecklenburg County,Bluestone  High,0.0
Mecklenburg County,Bluestone Middle,0.0
Mecklenburg County,Chase City Elementary,0.0
Mecklenburg County,Clarksville Elementary,0.0
Mecklenburg County,LaCrosse Elementary,0.0
Mecklenburg County,Park View High,0.0
Mecklenburg County,Park View Middle,0.0
Mecklenburg County,South Hill Elementary,0.01335113484646195
Middlesex County,Middlesex Elementary,0.0
Middlesex County,Middlesex High,0.0
Middlesex County,St. Clare Walker Middle,0.0
Montgomery County,Auburn Elementary,0.0
Montgomery County,Auburn High,0.0
Montgomery County,Auburn Middle,0.0
Montgomery County,Belview Elementary,0.0
Montgomery County,Blacksburg High,
Montgomery County,Blacksburg Middle,0.0
Montgomery County,Christiansburg Elementary,0.0
Montgomery County,Christiansburg High,
Montgomery County,Christiansburg Middle,0.0
Montgomery County,Christiansburg Primary,0.0
Montgomery County,Eastern Montgomery Elementary,0.0
Montgomery County,Eastern Montgomery High,0.0
Montgomery County,Falling Branch Elementary,0.0
Montgomery County,Gilbert Linkous Elementary,0.0
Montgomery County,Harding Avenue Elementary,0.0
Montgomery County,Kipps Elementary,0.0
Montgomery County,Margaret Beeks Elementary,0.0
Montgomery County,Prices Fork Elementary,0.0
Montgomery County,Shawsville Middle,0.0
Nelson County,Nelson County High,0.0
Nelson County,Nelson Middle,0.0
Nelson County,Rockfish River Elementary,0.0
Nelson County,Tye River Elementary,0.0
New Kent County,George W. Watkins Elementary,0.0
New Kent County,New Kent Elementary,0.0
New Kent County,New Kent High,
New Kent County,New Kent Middle,0.0
Newport News City,Achievable Dream Academy,0.0
Newport News City,Achievable Dream Middle/High,0.0
Newport News City,B.C. Charles Elementary,0.0
Newport News City,B.T. Washington Middle,0.0
Newport News City,Carver Elementary,0.0
Newport News City,Crittenden Middle,0.011061946902654867
Newport News City,David A. Dutrow Elementary,0.0
Newport News City,Deer Park Elementary,0.0
Newport News City,Denbigh Early Childhood Center,0.0
Newport News City,Denbigh High,1.0
Newport News City,Discovery STEM Academy,0.0
Newport News City,Ella J. Fitzgerald Middle,
Newport News City,Ethel M. Gildersleeve Middle,
Newport News City,General Stanford Elementary,0.0
Newport News City,George J. McIntosh Elementary,0.0
Newport News City,Heritage High,
Newport News City,Hidenwood Elementary,0.0
Newport News City,Hilton Elementary,0.0
Newport News City,Homer L. Hines Middle,0.01365546218487395
Newport News City,Huntington Middle,0.0
Newport News City,John Marshall Early Childhood Center,0.0
Newport News City,Joseph H. Saunders Elementary,0.0
Newport News City,Katherine Johnson Elementary,0.0
Newport News City,Kiln Creek Elementary,0.0
Newport News City,Knollwood Meadows Elementary,0.0
Newport News City,L.F. Palmer Elementary,0.026378896882494004
Newport News City,Mary Passage Middle,0.0
Newport News City,Menchville High,1.0
Newport News City,Newsome Park Elementary,0.0
Newport News City,Oliver C. Greenwood Elementary,0.0
Newport News City,Richard T. Yates Elementary,0.0
Newport News City,Richneck Elementary,0.0
Newport News City,Riverside Elementary,0.0
Newport News City,Sedgefield Elementary,0.0
Newport News City,Stoney Run Elementary,0.0
Newport News City,T. Ryland Sanford Elementary,0.0
Newport News City,Warwick High,
Newport News City,Watkins Early Childhood Center,0.0
Newport News City,Willis A. Jenkins Elementary,0.0
Newport News City,Woodside High,
Norfolk City,Academy for Discovery at Lakewood,0.0
Norfolk City,Azalea Gardens Middle,0.0
Norfolk City,Bay View Elementary,0.0
Norfolk City,Berkley/Campostella Early Childhood Education Center,0.0
Norfolk City,Blair Middle,1.0
Norfolk City,Booker T Washington High,0.0
Norfolk City,Camp Allen Elementary,0.0
Norfolk City,Chesterfield Academy Elementary,0.0
Norfolk City,Coleman Place Elementary,0.0
Norfolk City,Crossroads Elementary,0.0
Norfolk City,Easton Preschool,0.0
Norfolk City,Ghent K-8,0.0
Norfolk City,Granby Elementary,0.0
Norfolk City,Granby High,1.0
Norfolk City,Ingleside Elementary,0.0
Norfolk City,Jacox Elementary,0.0
Norfolk City,James Monroe Elementary,0.0
Norfolk City,Lake Taylor,0.0
Norfolk City,Lake Taylor High,
Norfolk City,Larchmont Elementary,0.0
Norfolk City,Larrymore Elementary,0.0
Norfolk City,Lindenwood Elementary,0.0
Norfolk City,Little Creek Elementary,0.01864406779661017
Norfolk City,Mary Calcott Elementary,0.0
Norfolk City,Matthew Fontaine Maury High,1.0
Norfolk City,Northside Middle,0.0
Norfolk City,Norview Elementary,0.0
Norfolk City,Norview High,1.0
Norfolk City,Norview Middle,
Norfolk City,Ocean View Elementary,0.0
Norfolk City,Oceanair Elementary,0.0
Norfolk City,P.B. Young Sr. Elementary,0.0
Norfolk City,Richard Bowling Elementary,0.0
Norfolk City,Sewells Point Elementary,0.0
Norfolk City,Sherwood Forest Elementary,0.0
Norfolk City,Southside STEM Academy at Campostella,0.0
Norfolk City,St. Helena Elementary,0.0
Norfolk City,Suburban Park Elementary,0.0
Norfolk City,Tanners Creek Elementary,0.0
Norfolk City,Tarrallton Elementary,0.0
Norfolk City,Tidewater Park Elementary,0.0
Norfolk City,Walter Herron Taylor Elementary,0.0
Norfolk City,Willard Model Elementary,0.0
Norfolk City,William H. Ruffner Middle,0.0
Norfolk City,Willoughby Early Childhood Center,0.0
Northampton County,Kiptopeke Elementary,0.06460674157303371
Northampton County,Northampton High,0.08450704225352113
Northampton County,Northampton Middle,0.10824742268041238
Northampton County,Occohannock Elementary,0.09893048128342247
Northumberland County,Northumberland Elementary,0.0
Northumberland County,Northumberland High,0.0
Northumberland County,Northumberland Middle,0.0
Norton City,J.I. Burton High,0.0
Norton City,Norton Elementary,0.02178217821782178
Nottoway County,Blackstone Primary,0.0
Nottoway County,Crewe Primary,0.0
Nottoway County,Nottoway High,0.0
Nottoway County,Nottoway Intermediate,0.0
Nottoway County,Nottoway Middle,0.0
Orange County,Gordon-Barbour Elementary,0.0
Orange County,Lightfoot Elementary,0.0
Orange County,Locust Grove Elementary,0.0
Orange County,Locust Grove Middle,0.0
Orange County,Locust Grove Primary,0.0
Orange County,Orange County High,
Orange County,Orange Elementary,0.020155038759689922
Orange County,Prospect Heights Middle,0.0
Orange County,Unionville Elementary,0.0
Page County,Luray Elementary,0.0
Page County,Luray High,0.0
Page County,Luray Middle,0.0
Page County,Page County High,0.0
Page County,Page County Middle,0.0
Page County,Shenandoah Elementary,0.0
Page County,Springfield Elementary,0.0
Page County,Stanley Elementary,0.0
Patrick County,Blue Ridge Elementary,0.043137254901960784
Patrick County,Hardin Reynolds Memorial School,0.07834101382488479
Patrick County,Meadows of Dan Elementary,0.0
Patrick County,Patrick County High,0.04382929642445214
Patrick County,Patrick Springs Primary,0.04330708661417323
Patrick County,Stuart Elementary,0.0
Patrick County,Woolwine Elementary,0.0
Petersburg City,Cool Spring Elementary,0.0
Petersburg City,Lakemont Elementary,0.0
Petersburg City,Petersburg High,
Petersburg City,Pleasants Lane Elementary,0.0
Petersburg City,Vernon Johns Middle,0.0
Petersburg City,Walnut Hill Elementary,0.0
Petersburg City,Westview Early Childhood Education Center,0.0
Pittsylvania County,Brosville Elementary,0.0
Pittsylvania County,Chatham Elementary,0.0
Pittsylvania County,Chatham High,0.0
Pittsylvania County,Chatham Middle,0.0
Pittsylvania County,Dan River High,0.0
Pittsylvania County,Dan River Middle,0.0
Pittsylvania County,Gretna Elementary,0.0
Pittsylvania County,Gretna High,0.0
Pittsylvania County,Gretna Middle,0.0
Pittsylvania County,John L. Hurt Elementary,0.0
Pittsylvania County,Kentuck Elementary,0.0
Pittsylvania County,Mount Airy Elementary,0.0
Pittsylvania County,Southside Elementary,0.0
Pittsylvania County,Stony Mill Elementary,0.0
Pittsylvania County,Tunstall High,0.0
Pittsylvania County,Tunstall Middle,0.0
Pittsylvania County,Twin Springs Elementary,0.0
Pittsylvania County,Union Hall Elementary,0.0
Poquoson City,Poquoson Elementary,0.0
Poquoson City,Poquoson High,0.0
Poquoson City,Poquoson Middle,0.0
Poquoson City,Poquoson Primary,0.0
Portsmouth City,Brighton Elementary,0.0
Portsmouth City,Churchland Academy Elementary,0.0
Portsmouth City,Churchland Elementary,0.0
Portsmouth City,Churchland High,
Portsmouth City,Churchland Middle,0.0
Portsmouth City,Churchland Preschool Center,0.0
Portsmouth City,Churchland Primary & Intermediate,0.0
Portsmouth City,Cradock Elementary,0.016541353383458645
Portsmouth City,Cradock Middle,0.0
Portsmouth City,Douglass Park Elementary,0.0
Portsmouth City,Hodges Manor Elementary,0.0
Portsmouth City,I.C. Norcom High,1.0
Portsmouth City,Lakeview Elementary,0.0
Portsmouth City,Manor High,1.0
Portsmouth City,Mount Hermon Preschool Center,0.0
Portsmouth City,Olive Branch Preschool Center,0.0
Portsmouth City,Park View Elementary,0.02702702702702703
Portsmouth City,Simonsdale Elementary,0.0
Portsmouth City,Victory Elementary,0.0
Portsmouth City,Waterview Elementary,0.0
Portsmouth City,Westhaven Elementary,0.0
Portsmouth City,William E. Waters Middle,0.0
Powhatan County,Flat Rock Elementary,0.0
Powhatan County,Pocahontas Elementary,0.0
Powhatan County,Powhatan Elementary,0.0
Powhatan County,Powhatan High,
Powhatan County,Powhatan Middle,0.0
Prince Edward County,Prince Edward County High,0.0
Prince Edward County,Prince Edward Elementary,0.0
Prince Edward County,Prince Edward Middle,0.0
Prince George County,David A. Harrison Elementary,0.0
Prince George County,J.E.J. Moore Middle,
Prince George County,L.L. Beazley Elementary,0.022727272727272728
Prince George County,North Elementary,0.0
Prince George County,Prince George High,
Prince George County,South Elementary,0.0
Prince George County,William A. Walton Elementary,0.0
Prince William County,A. Henderson Elementary,0.0
Prince William County,Antietam Elementary,0.0
Prince William County,Ashland Elementary,0.0
Prince William County,Battlefield High,
Prince William County,Bel Air Elementary,0.0
Prince William County,Belmont Elementary,0.0
Prince William County,Bennett Elementary,0.0
Prince William County,Brentsville District High,0.0
Prince William County,Bristow Run Elementary,0.0
Prince William County,Buckland Mills Elementary,0.0
Prince William County,Bull Run Middle,
Prince William County,C.A. Sinclair Elementary,0.0
Prince William County,C.D. Hylton High,
Prince William County,Cedar Point Elementary,0.0
Prince William County,Charles J. Colgan Sr. High,
Prince William County,Chris Yung Elementary,0.0
Prince William County,Coles Elementary,0.0
Prince William County,Covington-Harper Elementary,0.0
Prince William County,Dale City Elementary,0.0
Prince William County,Dumfries Elementary,0.021413276231263382
Prince William County,E.H. Marsteller Middle,
Prince William County,Elizabeth Vaughan Elementary,0.0
Prince William County,Enterprise Elementary,0.0
Prince William County,Fannie W. Fitzgerald Elementary,0.0
Prince William County,Featherstone Elementary,0.0
Prince William County,Forest Park High,
Prince William County,Fred M. Lynn Middle,
Prince William County,Freedom High,1.0
Prince William County,Gainesville High,
Prince William County,Gainesville Middle,
Prince William County,Gar-Field High,
Prince William County,George G. Tyler Elementary,0.0
Prince William County,George M. Hampton Middle,0.0
Prince William County,George P. Mullen Elementary,0.0
Prince William County,Glenkirk Elementary,0.0
Prince William County,Graham Park Middle,0.0
Prince William County,Haymarket Elementary,0.0
Prince William County,Herbert J. Saunders Middle,
Prince William County,J.W. Alvey Elementary,0.0
Prince William County,John D. Jenkins Elementary,0.0
Prince William County,John F. Pattie Sr. Elementary,0.0
Prince William County,Kerrydale Elementary,0.0
Prince William County,Kyle R. Wilson Elementary,0.0
Prince William County,Lake Ridge Elementary,0.0
Prince William County,Lake Ridge Middle,
Prince William County,Leesylvania Elementary,0.0
Prince William County,Loch Lomond Elementary,0.0
Prince William County,Louise A. Benton Middle,
Prince William County,Martin Luther King Jr. Elementary,0.0
Prince William County,Marumsco Hills Elementary,0.0
Prince William County,Mary G. Porter Traditional,0.0
Prince William County,Mary Williams Elementary,0.0
Prince William County,Minnieville Elementary,0.0
Prince William County,Montclair Elementary,0.0
Prince William County,Mountain View Elementary,0.0
Prince William County,Neabsco Elementary,0.0
Prince William County,Occoquan Elementary,0.0
Prince William County,Old Bridge Elementary,0.0
Prince William County,Osbourn Park High,
Prince William County,Parkside Middle,
