Division Name,School Name,percentage_disabled
Fairfax County,Saratoga Elementary,0.17833333333333334
Fairfax County,Sherman Elementary,0.11714285714285715
Fairfax County,Shrevewood Elementary,0.14138438880706922
Fairfax County,Silverbrook Elementary,0.13324873096446702
Fairfax County,Sleepy Hollow Elementary,0.17687074829931973
Fairfax County,South County High,1.0
Fairfax County,South County Middle,0.14887063655030802
Fairfax County,South Lakes High,1.0
Fairfax County,Spring Hill Elementary,0.08263473053892216
Fairfax County,Springfield Estates Elementary,0.1134020618556701
Fairfax County,Stenwood Elementary,0.16129032258064516
Fairfax County,Stone Middle,0.19142857142857142
Fairfax County,Stratford Landing Elementary,0.13215258855585832
Fairfax County,Sunrise Valley Elementary,0.10760667903525047
Fairfax County,Terra Centre Elementary,0.2042483660130719
Fairfax County,Terraset Elementary,0.19392917369308602
Fairfax County,Thomas Jefferson High for Science and Technology,1.0
Fairfax County,Thoreau Middle,1.0
Fairfax County,Timber Lane Elementary,0.15894039735099338
Fairfax County,Twain Middle,0.13932806324110672
Fairfax County,Union Mill Elementary,0.11764705882352941
Fairfax County,Vienna Elementary,0.17847025495750707
Fairfax County,Virginia Hills Early Childhood Resource Center,1.0
Fairfax County,Virginia Run Elementary,0.13970588235294118
Fairfax County,Wakefield Forest Elementary,0.10773899848254932
Fairfax County,Waples Mill Elementary,0.16985645933014354
Fairfax County,Washington Mill Elementary,0.1906474820143885
Fairfax County,Waynewood Elementary,0.1268882175226586
Fairfax County,West Potomac High,1.0
Fairfax County,West Springfield Elementary,0.1736111111111111
Fairfax County,West Springfield High,1.0
Fairfax County,Westbriar Elementary,0.08396946564885496
Fairfax County,Westfield High,1.0
Fairfax County,Westgate Elementary,0.15425531914893617
Fairfax County,Westlawn Elementary,0.1402116402116402
Fairfax County,Weyanoke Elementary,0.13296903460837886
Fairfax County,White Oaks Elementary,0.14325452016689846
Fairfax County,Whitman Middle,0.17954545454545454
Fairfax County,Willow Springs Elementary,0.11951754385964912
Fairfax County,Wolftrap Elementary,0.09908256880733946
Fairfax County,Woodburn Elementary,0.13778705636743216
Fairfax County,Woodlawn Elementary,0.21414141414141413
Fairfax County,Woodley Hills Elementary,0.17330677290836655
Fairfax County,Woodson High,1.0
Falls Church City,Jessie Thackrey  Preschool,0.37037037037037035
Falls Church City,Mary Ellen Henderson Middle,0.12457337883959044
Falls Church City,Meridian High,0.11778563015312132
Falls Church City,Mount Daniel Elementary,0.07818930041152264
Falls Church City,Oak Street Elementary,0.09652509652509653
Fauquier County,Auburn Middle,0.1296928327645051
Fauquier County,C. Hunter Ritchie Elementary,0.15306122448979592
Fauquier County,C.M. Bradley Elementary,0.1676300578034682
Fauquier County,Cedar Lee Middle,0.14195583596214512
Fauquier County,Claude Thompson Elementary,0.08494208494208494
Fauquier County,Fauquier High,1.0
Fauquier County,Grace Miller Elementary,0.13438735177865613
Fauquier County,Greenville Elementary,0.13360323886639677
Fauquier County,H.M. Pearson Elementary,0.13404825737265416
Fauquier County,James G. Brumfield Elementary,0.1710261569416499
Fauquier County,Kettle Run High,1.0
Fauquier County,Liberty High,1.0
Fauquier County,Margaret M. Pierce Elementary,0.13575525812619502
Fauquier County,Marshall Middle,0.1554524361948956
Fauquier County,Mary Walter Elementary,0.11031175059952038
Fauquier County,P.B. Smith Elementary,0.16037735849056603
Fauquier County,W.C. Taylor Middle,0.14505494505494507
Fauquier County,W.G. Coleman Elementary,0.15723270440251572
Fauquier County,Warrenton Middle,0.12598425196850394
Floyd County,Check Elementary,0.16226415094339622
Floyd County,Floyd County High,0.14511873350923482
Floyd County,Floyd Elementary,0.21052631578947367
Floyd County,Indian Valley Elementary,0.16806722689075632
Floyd County,Willis Elementary,0.08426966292134831
Fluvanna County,Carysbrook Elementary,0.15812917594654788
Fluvanna County,Central Elementary,0.12682926829268293
Fluvanna County,Fluvanna County High,1.0
Fluvanna County,Fluvanna Middle,0.11348464619492657
Fluvanna County,West Central Primary,0.15294117647058825
Franklin City,Franklin High,0.16161616161616163
Franklin City,Joseph P. King Jr. Middle,0.11739130434782609
Franklin City,S.P. Morton Elementary,0.09462365591397849
Franklin County,Benjamin Franklin Middle,1.0
Franklin County,Boones Mill Elementary,0.1263537906137184
Franklin County,Burnt Chimney Elementary,0.2350597609561753
Franklin County,Callaway Elementary,0.12048192771084337
Franklin County,Dudley Elementary,0.14410480349344978
Franklin County,Ferrum Elementary,0.17674418604651163
Franklin County,Franklin County High,1.0
Franklin County,Glade Hill Elementary,0.16055045871559634
Franklin County,Henry Elementary,0.18012422360248448
Franklin County,Lee M. Waid Elementary,0.19430051813471502
Franklin County,Rocky Mount Elementary,0.25862068965517243
Franklin County,Snow Creek Elementary,0.16019417475728157
Franklin County,Sontag Elementary,0.2146118721461187
Franklin County,Windy Gap Elementary,0.14893617021276595
Frederick County,Admiral Richard E. Byrd Middle,0.13647642679900746
Frederick County,Apple Pie Ridge Elementary,0.17298578199052134
Frederick County,Armel Elementary,0.12480252764612954
Frederick County,Bass-Hoover Elementary,0.11187607573149742
Frederick County,Evendale Elementary,0.14145383104125736
Frederick County,Frederick County Middle,0.13060179257362356
Frederick County,Gainesboro Elementary,0.15384615384615385
Frederick County,Greenwood Mill Elementary,0.12289562289562289
Frederick County,Indian Hollow Elementary,0.12276214833759591
Frederick County,James Wood High,1.0
Frederick County,James Wood Middle,0.14425427872860636
Frederick County,Jordan Springs Elementary,0.13840155945419103
Frederick County,Middletown Elementary,0.1280701754385965
Frederick County,Millbrook High,1.0
Frederick County,Orchard View Elementary,0.16844349680170576
Frederick County,Redbud Run Elementary,0.11826086956521739
Frederick County,Robert E. Aylor Middle,0.14014251781472684
Frederick County,Sherando High,1.0
Frederick County,Stonewall Elementary,0.12228260869565218
Fredericksburg City,Hugh Mercer Elementary,0.08705612829324169
Fredericksburg City,James Monroe High,0.11002921129503408
Fredericksburg City,Lafayette Elementary,0.09725685785536159
Fredericksburg City,Walker-Grant Early Childhood Center,0.17857142857142858
Fredericksburg City,Walker-Grant Middle,0.16240409207161124
Galax City,Galax Elementary,0.1297134238310709
Galax City,Galax High,0.13636363636363635
Galax City,Galax Middle,0.14150943396226415
Giles County,Eastern Elementary/Middle,0.07661290322580645
Giles County,Giles High,0.1282051282051282
Giles County,Macy Mcclaugherty Elementary/Middle,0.11233211233211234
Giles County,Narrows Elementary/Middle,0.125
Giles County,Narrows High,0.1572769953051643
Gloucester County,Abingdon Elementary,0.13846153846153847
Gloucester County,Achilles Elementary,0.16744186046511628
Gloucester County,Bethel Elementary,0.1797979797979798
Gloucester County,Botetourt Elementary,0.14412811387900357
Gloucester County,Gloucester High,1.0
Gloucester County,Page Middle,0.13930348258706468
Gloucester County,Peasley Middle,0.1291866028708134
Gloucester County,Petsworth Elementary,0.15339233038348082
Goochland County,Byrd Elementary,0.13333333333333333
Goochland County,Goochland Elementary,0.20441988950276244
Goochland County,Goochland High,0.1111111111111111
Goochland County,Goochland Middle,0.1330049261083744
Goochland County,Randolph Elementary,0.10629067245119306
Grayson County,Fairview Elementary,0.16778523489932887
Grayson County,Fries Elementary,0.20599250936329588
Grayson County,Grayson County High,0.15011037527593818
Grayson County,Grayson Highlands,0.16666666666666666
Grayson County,Independence Elementary,0.11764705882352941
Grayson County,Independence Middle,0.18725099601593626
Greene County,Nathanael Greene Elementary,0.10638297872340426
Greene County,Nathanael Greene Primary,0.15013404825737264
Greene County,Ruckersville Elementary,0.09848484848484848
Greene County,William Monroe High,0.1518324607329843
Greene County,William Monroe Middle,0.12780898876404495
Greensville County,Belfield Elementary,0.12269938650306748
Greensville County,Edward W. Wyatt Middle,0.15132924335378323
Greensville County,Greensville County High,0.11359724612736662
Greensville County,Greensville Elementary,0.12313432835820895
Halifax County,Clays Mill Elementary,0.2356687898089172
Halifax County,Cluster Springs Elementary,0.15134099616858238
Halifax County,Halifax County High,1.0
Halifax County,Halifax County Middle,0.16829745596868884
Halifax County,Meadville Elementary,0.13714285714285715
Halifax County,Scottsburg Elementary,0.2336448598130841
Halifax County,Sinai Elementary,0.13559322033898305
Halifax County,South Boston Elementary,0.18360655737704917
Halifax County,South Boston/Halifax Early Learning Center,0.24752475247524752
Halifax County,Sydnor Jennings Elementary,0.17297297297297298
Hampton City,A.W.E. Bassette Elementary,0.09462365591397849
Hampton City,Aberdeen Elementary,0.12224448897795591
Hampton City,Albert W. Patrick III Elementary,0.1377551020408163
Hampton City,Alfred S. Forrest Elementary,0.06903353057199212
Hampton City,Armstrong Elementary,0.10150375939849623
Hampton City,Barron Elementary,0.13370473537604458
Hampton City,Benjamin Syms Middle,0.1695786228160329
Hampton City,Bethel High,1.0
Hampton City,C. Alton Lindsay Middle,0.17056396148555708
Hampton City,Captain John Smith Elementary,0.14130434782608695
Hampton City,Cesar Tarrant Middle,0.16830294530154277
Hampton City,Christopher C. Kraft Elementary,0.10922330097087378
Hampton City,Francis Asbury Elementary,0.12993039443155452
Hampton City,Francis W. Jones Magnet Middle,0.09606299212598425
Hampton City,George P. Phenix Elementary,1.0
Hampton City,Hampton High,1.0
Hampton City,Hunter B. Andrews,1.0
Hampton City,Jane H. Bryan Elementary,0.11835748792270531
Hampton City,Kecoughtan High,1.0
Hampton City,Luther W. Machen Elementary,0.09131403118040089
Hampton City,Mary S. Peake Elementary,0.10714285714285714
Hampton City,Mary T. Christian Elementary,0.09774436090225563
Hampton City,Mary W. Jackson Elementary,0.15217391304347827
Hampton City,Moton Early Childhood Center,0.09090909090909091
Hampton City,Paul Burbank Elementary,0.135678391959799
Hampton City,Phillips Elementary,0.11586901763224182
Hampton City,Phoebus High,1.0
Hampton City,Samuel P. Langley Elementary,0.1368421052631579
Hampton City,Thomas Eaton Middle,0.11978221415607986
Hampton City,William Mason Cooper Elementary,0.09523809523809523
Hanover County,Atlee High,1.0
Hanover County,Battlefield Park Elementary,0.18274111675126903
Hanover County,Beaverdam Elementary,0.12142857142857143
Hanover County,Bell Creek Middle,0.1668372569089048
Hanover County,Chickahominy Middle,0.12170753860127158
Hanover County,Cold Harbor Elementary,0.14595660749506903
Hanover County,Cool Spring Elementary,0.1335149863760218
Hanover County,Elmont Elementary,0.16802168021680217
Hanover County,Hanover High,1.0
Hanover County,Henry Clay Elementary,0.1366120218579235
Hanover County,John M. Gandy Elementary,0.174496644295302
Hanover County,Kersey Creek Elementary,0.12981455064194009
Hanover County,Laurel Meadow Elementary,0.14835164835164835
Hanover County,Liberty Middle,0.14122533748701974
Hanover County,Mechanicsville Elementary,0.20036429872495445
Hanover County,Mechanicsville High,1.0
Hanover County,Oak Knoll Middle,0.14076576576576577
Hanover County,Patrick Henry High,1.0
Hanover County,Pearson's Corner Elementary,0.14261168384879724
Hanover County,Pole Green Elementary,0.13152804642166344
Hanover County,Rural Point Elementary,0.1813285457809695
Hanover County,South Anna Elementary,0.09894736842105263
Hanover County,Washington-Henry Elementary,0.11989100817438691
Harrisonburg City,Bluestone Elementary,0.0972972972972973
Harrisonburg City,Harrisonburg High,1.0
Harrisonburg City,Keister Elementary,0.07900677200902935
Harrisonburg City,Skyline Middle,0.12311901504787962
Harrisonburg City,Smithland Elementary,0.13780025284450062
Harrisonburg City,Spotswood Elementary,0.08506224066390042
Harrisonburg City,Stone Spring Elementary,0.14202334630350194
Harrisonburg City,Thomas Harrison Middle,0.10057471264367816
Harrisonburg City,Waterman Elementary,0.1049618320610687
Henrico County,Anthony P. Mehfoud Elementary,0.16718266253869968
Henrico County,Arthur Ashe Jr. Elementary,0.16403162055335968
Henrico County,Brookland Middle,0.17183348095659876
Henrico County,Cashell Donahoe Elementary,0.10564663023679417
Henrico County,Chamberlayne Elementary,0.13564668769716087
Henrico County,Charles M. Johnson Elementary,0.12709832134292565
Henrico County,Colonial Trail Elementary,0.06861313868613139
Henrico County,Crestview Elementary,0.1696969696969697
Henrico County,David A. Kaechele Elementary,0.1111111111111111
Henrico County,Deep Run High,1.0
Henrico County,Douglas S. Freeman High,1.0
Henrico County,Dumbarton Elementary,0.08637873754152824
Henrico County,Echo Lake Elementary,0.10614525139664804
Henrico County,Elizabeth Holladay Elementary,0.08740359897172237
Henrico County,Elko Middle,0.2167352537722908
Henrico County,Fair Oaks Elementary,0.1889168765743073
Henrico County,Fairfield Middle,0.16713352007469653
Henrico County,Gayton Elementary,0.11172161172161173
Henrico County,George F. Baker Elementary,0.1375921375921376
Henrico County,George H. Moody Middle,1.0
Henrico County,Glen Allen Elementary,0.12116040955631399
Henrico County,Glen Allen High,1.0
Henrico County,Glen Lea Elementary,0.1127348643006263
Henrico County,Greenwood Elementary,0.11375212224108659
Henrico County,Harold Macon Ratcliffe Elementary,0.14788732394366197
Henrico County,Harvie Elementary,0.1650485436893204
Henrico County,Henrico High,1.0
Henrico County,Henry D. Ward Elementary,0.15568862275449102
Henrico County,Hermitage High,1.0
Henrico County,Highland Springs Elementary,0.14312267657992564
Henrico County,Highland Springs High,1.0
Henrico County,Holman Middle,0.10151691948658109
Henrico County,Hungary Creek Middle,0.14482758620689656
Henrico County,Jackson Davis Elementary,0.11787072243346007
Henrico County,Jacob L. Adams Elementary,0.1111111111111111
Henrico County,John Randolph Tucker High,1.0
Henrico County,John Rolfe Middle,0.2192090395480226
Henrico County,L. Douglas Wilder Middle,0.14150943396226415
Henrico County,Laburnum Elementary,0.12337662337662338
Henrico County,Lakeside Elementary,0.14814814814814814
Henrico County,Longdale Elementary,0.1934156378600823
Henrico County,Maude Trevvett Elementary,0.08712121212121213
Henrico County,Maybeury Elementary,0.1018363939899833
Henrico County,Mills E. Godwin High,1.0
Henrico County,Montrose Elementary,0.1340782122905028
Henrico County,Nuckols Farm Elementary,0.11072056239015818
Henrico County,Pemberton Elementary,0.15561959654178675
Henrico County,Pinchbeck Elementary,0.09836065573770492
Henrico County,Pocahontas Middle,0.0851581508515815
Henrico County,Quioccasin Middle,0.15047619047619049
Henrico County,R.C. Longan Elementary,0.14928909952606634
Henrico County,Ridge Elementary,0.07964601769911504
Henrico County,Rivers Edge Elementary,0.05194805194805195
Henrico County,Ruby F. Carver Elementary,0.13829787234042554
Henrico County,Sandston Elementary,0.1881720430107527
Henrico County,Seven Pines Elementary,0.1335149863760218
Henrico County,Shady Grove Elementary,0.11205432937181664
Henrico County,Short Pump Elementary,0.07014388489208633
Henrico County,Short Pump Middle,1.0
Henrico County,Skipwith Elementary,0.1111111111111111
Henrico County,Springfield Park Elementary,0.12166666666666667
Henrico County,Three Chopt Elementary,0.1543859649122807
Henrico County,Tuckahoe Elementary,0.12706270627062707
Henrico County,Tuckahoe Middle,0.10457516339869281
Henrico County,Twin Hickory Elementary,0.08378870673952642
Henrico County,Varina Elementary,0.14644351464435146
Henrico County,Varina High,1.0
Henry County,Axton Elementary,0.11375661375661375
Henry County,Bassett High,0.16712328767123288
Henry County,Campbell Court Elementary,0.18248175182481752
Henry County,Drewry Mason Elementary,0.12990196078431374
Henry County,Fieldale-Collinsville Middle,0.17163289630512515
Henry County,G.W. Carver Elementary,0.16997792494481237
Henry County,Laurel Park Middle,0.15841584158415842
Henry County,Magna Vista High,0.1394275161588181
Henry County,Meadow View Elementary,0.16869300911854104
Henry County,Mount Olivet Elementary,0.11683848797250859
Henry County,Rich Acres Elementary,0.1865079365079365
Henry County,Sanville Elementary,0.17543859649122806
Henry County,Stanleytown Elementary,0.2248062015503876
Highland County,Highland Elementary,0.1956521739130435
Highland County,Highland High,0.12790697674418605
Hopewell City,Carter G. Woodson Middle,0.1953216374269006
Hopewell City,Dupont Elementary,0.18270799347471453
Hopewell City,Harry E. James Elementary,0.2211895910780669
Hopewell City,Hopewell High,0.1585261353898886
Hopewell City,Patrick Copeland Elementary,0.18272425249169436
Hopewell City,Woodlawn Pre-School Learning Center,0.1291390728476821
Isle of Wight County,Carrollton Elementary,0.11320754716981132
Isle of Wight County,Carrsville Elementary,0.10330578512396695
Isle of Wight County,Georgie D. Tyler Middle,0.1724137931034483
Isle of Wight County,Hardy Elementary,0.09262759924385633
Isle of Wight County,Smithfield High,1.0
Isle of Wight County,Smithfield Middle,0.13141025641025642
Isle of Wight County,Westside Elementary,0.16022099447513813
Isle of Wight County,Windsor Elementary,0.15692821368948248
Isle of Wight County,Windsor High,0.11636363636363636
King George County,King George Elementary,0.19722222222222222
King George County,King George High,1.0
King George County,King George Middle,0.13201970443349753
King George County,Potomac Elementary,0.15101289134438306
King George County,Sealston Elementary,0.11972789115646258
King William County,Acquinton Elementary,0.10823529411764705
King William County,Cool Spring Primary,0.08536585365853659
King William County,Hamilton Holmes Middle,0.14285714285714285
King William County,King William High,0.1411764705882353
King and Queen County,Central High,0.19029850746268656
King and Queen County,King & Queen Elementary,0.10067114093959731
King and Queen County,Lawson-Marriott Elementary,0.11627906976744186
Lancaster County,Lancaster High,0.1694915254237288
Lancaster County,Lancaster Middle,0.16666666666666666
Lancaster County,Lancaster Primary,0.10382513661202186
Lee County,Dryden Elementary,0.23107569721115537
Lee County,Elk Knob Elementary,0.1724137931034483
Lee County,Elydale Middle,0.17142857142857143
Lee County,Flatwoods Elementary,0.16140350877192983
Lee County,Jonesville Middle,0.16455696202531644
Lee County,Lee High,0.14646464646464646
Lee County,Pennington Middle,0.17491749174917492
Lee County,Rose Hill Elementary,0.16371681415929204
Lee County,St. Charles Elementary,0.2661290322580645
Lee County,Thomas Walker High,0.21453287197231835
Lexington City,Harrington Waddell Elementary,0.0705521472392638
Lexington City,Lylburn Downing Middle,0.0945945945945946
Lexington City,Rockbridge County High,
Loudoun County,Aldie Elementary,0.13513513513513514
Loudoun County,Algonkian Elementary,0.18599562363238512
Loudoun County,Arcola Elementary,0.0976890756302521
Loudoun County,Ashburn Elementary,0.1182170542635659
Loudoun County,Ball's Bluff Elementary,0.12058212058212059
Loudoun County,Banneker Elementary,0.12154696132596685
Loudoun County,Belmont Ridge Middle,0.0928030303030303
Loudoun County,Belmont Station Elementary,0.13630041724617525
Loudoun County,Blue Ridge Middle,0.16626506024096385
Loudoun County,Brambleton Middle,1.0
Loudoun County,Briar Woods High,1.0
Loudoun County,Broad Run High,1.0
Loudoun County,Buffalo Trail Elementary,0.0667433831990794
Loudoun County,Cardinal Ridge Elementary,0.0821256038647343
Loudoun County,Catoctin Elementary,0.1206896551724138
Loudoun County,Cedar Lane Elementary,0.09536784741144415
Loudoun County,Cool Spring Elementary,0.06434782608695652
Loudoun County,Countryside Elementary,0.08270676691729323
Loudoun County,Creighton's Corner Elementary,1.0
Loudoun County,Discovery Elementary,0.10751104565537556
Loudoun County,Dominion High,1.0
Loudoun County,Dominion Trail Elementary,0.10606060606060606
Loudoun County,Eagle Ridge Middle,1.0
Loudoun County,Emerick Elementary,0.1075
Loudoun County,Evergreen Mill Elementary,0.10756302521008404
Loudoun County,Farmwell Station Middle,1.0
Loudoun County,Forest Grove Elementary,0.10978043912175649
Loudoun County,Frances Hazel Reid Elementary,0.12199312714776632
Loudoun County,Frederick Douglass Elementary,0.1760797342192691
Loudoun County,Freedom High,1.0
Loudoun County,Goshen Post Elementary,0.09448818897637795
Loudoun County,Guilford Elementary,0.08256880733944955
Loudoun County,Hamilton Elementary,0.14465408805031446
Loudoun County,Harmony Middle,0.15313653136531366
Loudoun County,Harper Park Middle,0.15359477124183007
Loudoun County,Heritage High,1.0
Loudoun County,Hillsboro Charter Academy,0.0
Loudoun County,Hillside Elementary,0.10657193605683836
Loudoun County,Horizon Elementary,0.14609053497942387
Loudoun County,Hovatter Elementary,0.08072174738841406
Loudoun County,Hutchison Farm Elementary,0.11586206896551725
Loudoun County,Independence High,1.0
Loudoun County,J. Lupton Simpson Middle,0.1432865731462926
Loudoun County,J. Michael Lunsford Middle,1.0
Loudoun County,John Champe High,1.0
Loudoun County,John W. Tolbert Jr. Elementary,0.10220125786163523
Loudoun County,Kenneth W.Culbert Elementary,0.14058956916099774
Loudoun County,Leesburg Elementary,0.10653753026634383
Loudoun County,Legacy Elementary,0.11009174311926606
Loudoun County,Liberty Elementary,0.09413067552602436
Loudoun County,Lightridge High,1.0
Loudoun County,Lincoln Elementary,0.13924050632911392
Loudoun County,Little River Elementary,0.13843888070692195
Loudoun County,Loudoun County High,1.0
Loudoun County,Loudoun Valley High,1.0
Loudoun County,Lovettsville Elementary,0.13555992141453832
Loudoun County,Lowes Island Elementary,0.1233644859813084
Loudoun County,Lucketts Elementary,0.12345679012345678
Loudoun County,Madison's Trust Elementary,1.0
Loudoun County,Meadowland Elementary,0.11138613861386139
Loudoun County,Mercer Middle,1.0
Loudoun County,Middleburg Community Charter,0.1347517730496454
Loudoun County,Mill Run Elementary,0.1037463976945245
Loudoun County,Moorefield Station Elementary,0.09714285714285714
Loudoun County,Mountain View Elementary,0.16516516516516516
Loudoun County,Newton-Lee Elementary,0.10142630744849446
Loudoun County,Park View High,1.0
Loudoun County,Pinebrook Elementary,0.1011378002528445
Loudoun County,Potomac Falls High,1.0
Loudoun County,Potowmack Elementary,0.13446969696969696
Loudoun County,River Bend Middle,0.156140350877193
Loudoun County,Riverside High,1.0
Loudoun County,Rock Ridge High,1.0
Loudoun County,Rolling Ridge Elementary,0.07155025553662692
Loudoun County,Rosa Lee Carter Elementary,0.07966706302021404
Loudoun County,Round Hill Elementary,0.1478102189781022
Loudoun County,Sanders Corner Elementary,0.1
Loudoun County,Seldens Landing Elementary,0.07758620689655173
Loudoun County,Seneca Ridge Middle,0.1345962113659023
Loudoun County,Smart's Mill Middle,0.13449023861171366
Loudoun County,Sterling Elementary,0.10804597701149425
Loudoun County,Sterling Middle,0.12465373961218837
Loudoun County,Steuart W. Weller Elementary,0.08978328173374613
Loudoun County,Stone Bridge High,1.0
Loudoun County,Stone Hill Middle,1.0
Loudoun County,Sugarland Elementary,0.08523908523908524
Loudoun County,Sully Elementary,0.09341825902335456
Loudoun County,Sycolin Creek Elementary,0.10966542750929369
Loudoun County,Trailside Middle,1.0
Loudoun County,Tuscarora High,1.0
Loudoun County,W.O. Robey High,0.0
Loudoun County,Waterford Elementary,0.10775862068965517
Loudoun County,Waxpool Elementary,0.09203296703296704
Loudoun County,Willard Middle,1.0
Loudoun County,Woodgrove High,1.0
Louisa County,Jouett Elementary,0.1373913043478261
Louisa County,Louisa County High,1.0
Louisa County,Louisa County Middle,1.0
Louisa County,Moss-Nuckols Elementary,0.17597292724196278
Louisa County,Thomas Jefferson Elementary,0.15765069551777433
Louisa County,Trevilians Elementary,0.15768463073852296
Lunenburg County,Central High,0.1402439024390244
Lunenburg County,Kenbridge Elementary,0.16111111111111112
Lunenburg County,Lunenburg Middle,0.1401098901098901
Lunenburg County,Victoria Elementary,0.16112531969309463
Lynchburg City,Bedford Hills Elementary,0.19623655913978494
Lynchburg City,Dearington Elementary/Innovation,0.1836734693877551
Lynchburg City,E.C. Glass High,1.0
Lynchburg City,Heritage Elementary,0.125
Lynchburg City,Heritage High,0.124765478424015
Lynchburg City,Linkhorne Elementary,0.1320754716981132
Lynchburg City,Linkhorne Middle,0.15692821368948248
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,0.13176895306859207
Lynchburg City,Paul Munro Elementary,0.11549295774647887
Lynchburg City,Perrymont Elementary,0.1725067385444744
Lynchburg City,Robert S. Payne Elementary,0.13876651982378854
Lynchburg City,Sandusky Elementary,0.13609467455621302
Lynchburg City,Sandusky Middle,0.18795620437956204
Lynchburg City,Sheffield Elementary,0.14412416851441243
Lynchburg City,T.C. Miller Elementary for Innovation,0.13432835820895522
Lynchburg City,William M. Bass Elementary,0.15625
Madison County,Madison County High,0.08765652951699464
Madison County,Madison Primary,0.06830601092896176
Madison County,Waverly Yowell Elementary,0.13105413105413105
Madison County,William H. Wetsel Middle,0.10051546391752578
Manassas City,Baldwin Elementary,0.09833585476550681
Manassas City,Baldwin Intermediate,0.11313868613138686
Manassas City,George Carr Round Elementary,0.09357798165137615
Manassas City,Grace E. Metz Middle,0.11748878923766816
Manassas City,Jennie Dean Elementary,0.14992272024729522
Manassas City,Mayfield Intermediate,0.10723192019950124
Manassas City,Osbourn High,1.0
Manassas City,Richard C. Haydon Elementary,0.10631741140215717
Manassas City,Weems Elementary,0.07131537242472266
Manassas Park City,Cougar Elementary,0.14404761904761904
Manassas Park City,Manassas Park Elementary,0.14382632293080055
Manassas Park City,Manassas Park High,1.0
Manassas Park City,Manassas Park Middle,0.1433868974042027
Martinsville City,Albert Harris Elementary,0.141439205955335
Martinsville City,Clearview Early Learning Center,0.12371134020618557
Martinsville City,Martinsville High,0.1079136690647482
Martinsville City,Martinsville Middle,0.13681592039800994
Martinsville City,Patrick Henry Elementary,0.10584958217270195
Mathews County,Mathews Elementary,0.21003134796238246
Mathews County,Mathews High,0.15358361774744028
Mathews County,Thomas Hunter Middle,0.13745704467353953
Mecklenburg County,Bluestone  High,0.057074910820451845
Mecklenburg County,Bluestone Middle,0.12947658402203857
Mecklenburg County,Chase City Elementary,0.1105121293800539
Mecklenburg County,Clarksville Elementary,0.13981042654028436
Mecklenburg County,LaCrosse Elementary,0.15804597701149425
Mecklenburg County,Park View High,0.11045130641330166
Mecklenburg County,Park View Middle,0.13690476190476192
Mecklenburg County,South Hill Elementary,0.07076101468624833
Middlesex County,Middlesex Elementary,0.19898819561551434
Middlesex County,Middlesex High,0.1582089552238806
Middlesex County,St. Clare Walker Middle,0.18613138686131386
Montgomery County,Auburn Elementary,0.09437386569872959
Montgomery County,Auburn High,0.12064343163538874
Montgomery County,Auburn Middle,0.19791666666666666
Montgomery County,Belview Elementary,0.11678832116788321
Montgomery County,Blacksburg High,1.0
Montgomery County,Blacksburg Middle,0.11758360302049622
Montgomery County,Christiansburg Elementary,0.10796915167095116
Montgomery County,Christiansburg High,0.105742935278031
Montgomery County,Christiansburg Middle,0.13745271122320302
Montgomery County,Christiansburg Primary,0.08695652173913043
Montgomery County,Eastern Montgomery Elementary,0.13819095477386933
Montgomery County,Eastern Montgomery High,0.16723549488054607
Montgomery County,Falling Branch Elementary,0.10695187165775401
Montgomery County,Gilbert Linkous Elementary,0.07861635220125786
Montgomery County,Harding Avenue Elementary,0.09191176470588236
Montgomery County,Kipps Elementary,0.10160427807486631
Montgomery County,Margaret Beeks Elementary,0.07859078590785908
Montgomery County,Prices Fork Elementary,0.11842105263157894
Montgomery County,Shawsville Middle,0.14622641509433962
Nelson County,Nelson County High,0.1761467889908257
Nelson County,Nelson Middle,0.181058495821727
Nelson County,Rockfish River Elementary,0.13636363636363635
Nelson County,Tye River Elementary,0.1724137931034483
New Kent County,George W. Watkins Elementary,0.11479944674965421
New Kent County,New Kent Elementary,0.16547788873038516
New Kent County,New Kent High,0.11634349030470914
New Kent County,New Kent Middle,0.11357702349869452
Newport News City,Achievable Dream Academy,0.06976744186046512
Newport News City,Achievable Dream Middle/High,0.055445544554455446
Newport News City,B.C. Charles Elementary,0.1837837837837838
Newport News City,B.T. Washington Middle,0.07692307692307693
Newport News City,Carver Elementary,0.1163575042158516
Newport News City,Crittenden Middle,0.17809734513274336
Newport News City,David A. Dutrow Elementary,0.04310344827586207
Newport News City,Deer Park Elementary,0.06941838649155722
Newport News City,Denbigh Early Childhood Center,0.10471204188481675
Newport News City,Denbigh High,0.18084227910817507
Newport News City,Discovery STEM Academy,0.12544802867383512
Newport News City,Ella J. Fitzgerald Middle,0.13452914798206278
Newport News City,Ethel M. Gildersleeve Middle,0.13388734995383195
Newport News City,General Stanford Elementary,0.07142857142857142
Newport News City,George J. McIntosh Elementary,0.171021377672209
Newport News City,Heritage High,0.1941830624465355
Newport News City,Hidenwood Elementary,0.10294117647058823
Newport News City,Hilton Elementary,0.09259259259259259
Newport News City,Homer L. Hines Middle,0.1722689075630252
Newport News City,Huntington Middle,0.20212765957446807
Newport News City,John Marshall Early Childhood Center,0.13963963963963963
Newport News City,Joseph H. Saunders Elementary,0.07590759075907591
