Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,percentage_disabled,free_reduced_lunch_percentage,chronic_absenteeism_rate,cohort_dropout_rate,Bachelors_Percent,Masters_Percent,Doctoral_Percent,SOL Pass Rate,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Total_Per_Pupil_Expenditures,Total_Expenditures
Newport News City,Mary Passage Middle,0.5785207700101317,0.0,0.0050658561296859,0.5177664974619289,0.0,0.2097264437689969,0.1742654508611955,0.765,0.3258,,32.0,52.0,1.0,0.446,278.0,7915.0,1313.0,3686.0,13193.0,22533728.0
Hampton City,Mary S. Peake Elementary,0.6261904761904762,0.0,0.0095238095238095,0.5761904761904761,0.0,0.0309523809523809,0.1071428571428571,0.911,0.2193,,47.0,47.0,0.0,0.5475,1768.0,8687.0,446.0,2738.0,13639.0,5099245.0
Hampton City,Mary T. Christian Elementary,0.5789473684210527,0.0,0.0,0.5075187969924813,0.0,0.0075187969924812,0.0977443609022556,0.909,0.1472,,57.0,43.0,0.0,0.46,2074.0,9494.0,446.0,2738.0,14752.0,3935259.0
Hampton City,Mary W. Jackson Elementary,0.2795031055900621,0.0,0.0,0.515527950310559,0.0,0.1118012422360248,0.1521739130434782,0.308,0.1387,,38.0,57.0,5.0,0.7025,509.0,7454.0,446.0,2738.0,11147.0,4513684.0
Fauquier County,Mary Walter Elementary,0.4508393285371702,0.2169576059850374,0.0047961630695443,0.513189448441247,0.0,0.0047961630695443,0.1103117505995203,0.529,0.2351,,56.0,33.0,0.0,0.5,203.0,8943.0,641.0,3870.0,13656.0,6178144.0
Prince William County,Mary Williams Elementary,0.4780635400907715,0.2652106084243369,0.0,0.5264750378214826,0.0,0.1089258698940998,0.1225416036308623,,,,,,,,,,,,,
Fairfax County,Mason Crest Elementary,0.501628664495114,0.4569983136593591,0.0,0.5244299674267101,0.0,0.00814332247557,0.2035830618892508,0.476,0.1953,,26.0,72.0,2.0,0.63,359.0,10839.0,694.0,6054.0,17947.0,39392636.0
Roanoke County,Mason's Cove Elementary,0.4334975369458128,0.0,0.0098522167487684,0.5270935960591133,0.0,0.0147783251231527,0.2216748768472906,0.447,0.1452,,40.0,56.0,0.0,0.8275,1619.0,8334.0,193.0,2984.0,13130.0,5349633.0
Spotsylvania County,Massaponax High,1.0,1.0,1.0,0.526654950205038,1.0,1.0,1.0,0.33,0.3732999999999999,0.0856,46.0,50.0,1.0,0.7,859.0,8466.0,594.0,4296.0,14214.0,9254198.0
Mathews County,Mathews Elementary,0.4890282131661442,0.0,0.006269592476489,0.5611285266457681,0.0,0.0407523510971786,0.2100313479623824,0.488,0.2152,,47.0,50.0,0.0,0.8666666667,94.0,11682.0,74.0,4323.0,16173.0,4732934.0
Mathews County,Mathews High,0.4573378839590443,0.0,0.0,0.4744027303754266,0.0,0.0204778156996587,0.1535836177474402,0.426,0.3390999999999999,0.0286,45.0,50.0,0.0,0.71,106.0,14072.0,74.0,4323.0,18575.0,5316997.0
Chesterfield County,Matoaca Elementary,0.4417391304347826,0.0174216027874564,0.0052173913043478,0.5078260869565218,0.0,0.0208695652173913,0.1217391304347826,0.519,0.1737999999999999,,45.0,49.0,0.0,0.4775,1492.0,10001.0,354.0,4299.0,16146.0,13661397.0
Chesterfield County,Matoaca High,1.0,1.0,1.0,0.5163438256658596,1.0,1.0,1.0,0.3289999999999999,0.2648999999999999,0.0593,43.0,51.0,3.0,0.642,0.0,6655.0,543.0,4412.0,11610.0,18086731.0
Chesterfield County,Matoaca Middle,0.4134929270946681,0.0,0.0021762785636561,0.515778019586507,0.0,0.015233949945593,0.1349292709466811,0.336,0.2413,,47.0,49.0,1.0,0.564,0.0,6413.0,543.0,4412.0,11368.0,9903999.0
Williamsburg-James City County,Matoaka Elementary,0.2192592592592592,0.0476190476190476,0.0014814814814814,0.5259259259259259,0.0,0.1733333333333333,0.1274074074074074,0.213,0.1211,,33.0,60.0,0.0,0.7925,899.0,9535.0,559.0,4980.0,15972.0,7325442.0
Norfolk City,Matthew Fontaine Maury High,0.4553296364756624,,,0.503388786198398,1.0,1.0,1.0,,,,,,,,,,,,,
Williamsburg-James City County,Matthew Whaley Elementary,0.4118942731277533,0.0755555555555555,0.0,0.565410199556541,0.0330396475770925,0.0859030837004405,0.1762114537444934,0.451,0.1394,,28.0,65.0,0.0,0.6475,116.0,7315.0,559.0,4980.0,12970.0,16388780.0
Henrico County,Maude Trevvett Elementary,0.5871212121212122,0.1536964980544747,0.0037878787878787,0.4867424242424242,0.0,0.0113636363636363,0.0871212121212121,0.547,0.0911,,39.0,61.0,0.0,0.68,313.0,7524.0,89.0,2979.0,10904.0,11726577.0
Rockbridge County,Maury River Middle,0.5551663747810858,0.0,0.0,0.5061295971978984,0.0,0.010507880910683,0.1523642732049036,0.512,0.3002,,40.0,54.0,3.0,0.67,2282.0,9392.0,367.0,4064.0,16105.0,3469323.0
Wythe County,Max Meadows Elementary,0.5336538461538461,0.0,0.0192307692307692,0.5144230769230769,0.0,0.0,0.235576923076923,0.539,0.3057,,48.0,48.0,0.0,0.8425,1059.0,6314.0,163.0,3510.0,11045.0,3735641.0
Henrico County,Maybeury Elementary,0.3956594323873121,0.133220910623946,0.0,0.4774624373956594,0.0,0.005008347245409,0.1018363939899833,0.342,0.147,,40.0,54.0,3.0,0.645,1129.0,7973.0,89.0,2979.0,12169.0,6120721.0
Manassas City,Mayfield Intermediate,0.4164588528678304,0.4840989399293286,0.0049875311720698,0.4900249376558603,0.0,0.0211970074812967,0.1072319201995012,0.627,0.1938,,32.0,65.0,2.0,0.46333333330000004,635.0,12903.0,174.0,2122.0,15833.0,12642519.0
Richmond City,Maymont Pre-K Center,0.4473197781885397,0.0,0.0,0.5286506469500925,0.0,0.0166358595194085,0.133086876155268,,,,,,,,,,,,,
Craig County,McCleary Elementary,0.5586854460093896,0.0,0.0234741784037558,0.4413145539906103,0.0,0.0046948356807511,0.3192488262910798,0.632,0.4614999999999999,,73.0,27.0,0.0,0.6,1184.0,8522.0,777.0,3778.0,14261.0,2929108.0
Rockingham County,McGaheysville Elementary,0.4135021097046413,0.0858369098712446,0.0084388185654008,0.5654008438818565,0.0,0.0126582278481012,0.0970464135021097,0.408,0.1827,,48.0,52.0,0.0,0.67,542.0,6829.0,508.0,3618.0,11497.0,9804793.0
Radford City,McHarg Elementary,0.5905511811023622,0.0,0.0052493438320209,0.5013123359580053,0.0,0.0104986876640419,0.1496062992125984,,,,,,,,,,,,,
Fairfax County,McLean High,1.0,1.0,,,,1.0,1.0,0.09,0.1193,0.0054,20.0,78.0,2.0,0.915,1327.0,12088.0,694.0,6054.0,20163.0,13474498.0
Fairfax County,McNair Elementary,0.2758620689655172,0.3439252336448598,0.0,0.5390199637023594,0.0,0.0072595281306715,0.1361161524500907,,,,,,,,,,,,,
Fairfax County,McNair Upper Elementary,0.2412140575079872,0.2504780114722753,0.0,0.5015974440894568,0.0,0.0047923322683706,0.0750798722044728,,0.125,,31.0,67.0,2.0,0.7633333333,1575.0,12028.0,694.0,6054.0,20351.0,12289250.0
Henry County,Meadow View Elementary,0.6534954407294833,0.1282843894899536,0.0182370820668693,0.5288753799392097,0.0,0.0060790273556231,0.168693009118541,0.887,0.1797,,60.0,40.0,0.0,0.58,2010.0,6853.0,346.0,3501.0,12710.0,3482165.0
Chesterfield County,Meadowbrook High,,1.0,,,1.0,1.0,1.0,0.581,0.5216,0.1551,42.0,49.0,2.0,0.402,752.0,8373.0,543.0,4412.0,14080.0,6873018.0
Loudoun County,Meadowland Elementary,0.5099009900990099,0.4348958333333333,0.0,0.5024752475247525,0.0618811881188118,0.0321782178217821,0.1113861386138613,0.491,0.1253,,27.0,71.0,0.0,0.5425,266.0,14645.0,13.0,2246.0,17170.0,19776574.0
Patrick County,Meadows of Dan Elementary,0.1698113207547169,0.0,0.0023584905660377,0.5188679245283019,0.0,0.0047169811320754,0.0849056603773584,,,,,,,,,,,,,
Washington County,Meadowview Elementary,0.5197628458498024,0.0,0.0118577075098814,0.5612648221343873,0.0,0.0177865612648221,0.2094861660079051,0.795,0.1724,,50.0,47.0,0.0,0.7625,141.0,8471.0,656.0,3308.0,12577.0,4810847.0
Halifax County,Meadville Elementary,0.5542857142857143,0.0,0.0171428571428571,0.5028571428571429,0.0,0.0171428571428571,0.1371428571428571,0.846,0.4418999999999999,,50.0,46.0,4.0,0.72,1395.0,9080.0,787.0,3555.0,14817.0,3129300.0
Hanover County,Mechanicsville Elementary,0.4462659380692167,0.0532110091743119,0.0,0.5063752276867031,0.0,0.0145719489981785,0.2003642987249544,0.56,0.1139,,29.0,67.0,0.0,0.605,520.0,9706.0,66.0,2256.0,12548.0,11185096.0
Hanover County,Mechanicsville High,0.2994772218073189,1.0,,0.5280059746079163,,1.0,1.0,0.2,0.0928,0.0143,27.0,71.0,1.0,0.785,385.0,8643.0,66.0,2256.0,11350.0,6643794.0
Southampton County,Meherrin Elementary,0.4683544303797468,0.0,0.0042194092827004,0.5527426160337553,0.0,0.0,0.1476793248945147,0.55,0.1378,,54.0,46.0,0.0,0.615,306.0,6745.0,402.0,5131.0,12585.0,7901813.0
Brunswick County,Meherrin Powellton Elementary,0.6123595505617978,0.0561797752808988,0.0,0.5449438202247191,0.0,0.0112359550561797,0.1011235955056179,0.976,0.3354,,63.0,38.0,0.0,0.5475,2706.0,9198.0,1961.0,5489.0,19355.0,5740030.0
Newport News City,Menchville High,1.0,1.0,1.0,0.5401502021952629,1.0,1.0,1.0,0.765,0.1943,0.0026,32.0,50.0,0.0,0.622,552.0,7336.0,1313.0,3686.0,12887.0,6618982.0
Loudoun County,Mercer Middle,1.0,1.0,,0.5055292259083728,,1.0,1.0,,,,,,,,,,,,,
Falls Church City,Meridian High,0.0977620730270907,0.0289156626506024,0.0023557126030624,0.5082547169811321,0.0,0.0435806831566548,0.1177856301531213,0.0,0.1048,0.0045,19.0,76.0,3.0,0.884,121.0,13972.0,158.0,8205.0,22456.0,11563338.0
Albemarle County,Meriwether Lewis Elementary,0.0716510903426791,0.0,0.0031152647975077,0.5825545171339563,0.0,0.0218068535825545,0.0996884735202492,0.104,0.0533,,28.0,66.0,0.0,0.825,1873.0,12149.0,471.0,3799.0,18292.0,3370475.0
Accomack County,Metompkin Elementary,0.3315412186379928,0.3909774436090225,0.0017921146953405,0.5053763440860215,0.021505376344086,0.0,0.1129032258064516,0.91,0.1255,,59.0,36.0,0.0,0.5275,1425.0,8261.0,588.0,3206.0,13479.0,6580787.0
Loudoun County,Middleburg Community Charter,0.0,0.0,0.0,0.5177304964539007,0.0,0.0212765957446808,0.1347517730496454,,,,,,,,,,,,,
Middlesex County,Middlesex Elementary,0.612141652613828,0.026981450252951,0.0,0.4738617200674536,0.0,0.0118043844856661,0.1989881956155143,0.61,0.1981,,52.0,39.0,0.0,0.5425,1850.0,7755.0,128.0,3919.0,13652.0,8047972.0
Middlesex County,Middlesex High,0.5522388059701493,0.0,0.0,0.5283582089552239,0.0,0.008955223880597,0.1582089552238806,0.366,0.2746,0.0,46.0,46.0,0.0,0.856,1097.0,9184.0,128.0,3919.0,14328.0,3889640.0
Frederick County,Middletown Elementary,0.5017543859649123,0.0819964349376114,0.0,0.5052631578947369,0.0,0.0052631578947368,0.1280701754385965,0.428,0.1778,,53.0,45.0,0.0,0.605,484.0,9100.0,136.0,2885.0,12606.0,6483400.0
Chesterfield County,Midlothian High,1.0,1.0,,1.0,,1.0,1.0,0.109,0.1521,0.0107,45.0,50.0,3.0,0.85,288.0,8111.0,543.0,4412.0,13354.0,6595119.0
Chesterfield County,Midlothian Middle,1.0,1.0,,0.4878048780487805,,1.0,1.0,0.092,0.1113,,48.0,51.0,1.0,0.8140000000000001,432.0,6378.0,543.0,4412.0,11765.0,8894390.0
Dinwiddie County,Midway Elementary,0.8770949720670391,0.0,0.0,0.4888268156424581,0.0,0.0111731843575419,0.0949720670391061,0.3879999999999999,0.1676,,53.0,44.0,0.0,0.79,429.0,9374.0,136.0,2885.0,12824.0,7332327.0
Richmond City,Miles Jones Elementary,0.6268939393939394,0.2045889101338432,0.0,0.5568181818181818,0.0,0.0037878787878787,0.1420454545454545,1.0,0.2414,,32.0,68.0,0.0,0.33,12.0,22538.0,3624.0,5962.0,32136.0,915875.0
Loudoun County,Mill Run Elementary,0.0619596541786743,0.0850077279752704,0.0,0.5115273775216138,0.0,0.0331412103746397,0.1037463976945245,0.0279999999999999,0.0788,,32.0,67.0,1.0,0.8825,438.0,14280.0,13.0,2246.0,16976.0,12595751.0
Bath County,Millboro Elementary,0.5957446808510638,0.0,0.0141843971631205,0.425531914893617,0.0,0.0,0.226950354609929,0.616,0.1818,,63.0,37.0,0.0,0.7125,1230.0,11105.0,125.0,6566.0,19026.0,2660413.0
Frederick County,Millbrook High,0.4329829172141918,1.0,1.0,0.488173455978975,1.0,1.0,1.0,0.341,0.3203,0.0337,39.0,55.0,3.0,0.77,582.0,9905.0,136.0,2885.0,13508.0,7109942.0
Henrico County,Mills E. Godwin High,1.0,1.0,1.0,0.5145474137931034,,1.0,1.0,0.16,0.1725,0.0222,36.0,62.0,2.0,0.8440000000000001,720.0,8123.0,89.0,2979.0,11911.0,7111247.0
Prince William County,Minnieville Elementary,0.6506622516556292,0.4106194690265486,0.0,0.5198675496688742,0.0,0.0281456953642384,0.1539735099337748,0.688,0.1479,,33.0,67.0,0.0,0.73,269.0,7721.0,571.0,3640.0,12201.0,10563307.0
Chesterfield County,Monacan High,1.0,1.0,1.0,0.4739454094292804,,1.0,1.0,0.3,0.2503,0.0302,40.0,57.0,2.0,0.722,365.0,6596.0,543.0,4412.0,11916.0,8009278.0
Amherst County,Monelison Middle,0.5803571428571429,0.0,0.0053571428571428,0.5446428571428571,0.0214285714285714,0.0160714285714285,0.1357142857142857,0.564,0.1964,,50.0,50.0,0.0,0.478,1082.0,7451.0,329.0,3183.0,12045.0,4165325.0
Bedford County,Moneta Elementary,0.5416666666666666,0.0,0.0138888888888888,0.5740740740740741,0.0,0.0231481481481481,0.0879629629629629,0.5760000000000001,0.1333,,55.0,45.0,0.0,0.7575,1365.0,7447.0,28.0,3585.0,12425.0,5219830.0
Prince William County,Montclair Elementary,0.4464579901153213,0.2448275862068965,0.0,0.504950495049505,0.0,0.0774299835255354,0.1416803953871499,0.457,0.1591,,39.0,59.0,2.0,0.7425,275.0,9129.0,571.0,3640.0,13615.0,26861901.0
Roanoke City,Monterey Elementary,0.5849056603773585,0.2307692307692307,0.0,0.5115303983228512,0.0,0.0,0.1236897274633123,1.0,0.152,,47.0,40.0,0.0,0.5175,1108.0,7433.0,796.0,3859.0,13196.0,6394684.0
Arlington County,Montessori Public School of Arlington,0.2796780684104628,0.1918103448275862,0.0,0.4929577464788732,0.0,0.0643863179074446,0.1106639839034205,0.283,0.0325,,22.0,73.0,3.0,0.7425,0.0,11692.0,968.0,7589.0,20249.0,19345726.0
Rockingham County,Montevideo Middle,0.4299674267100977,0.1055662188099808,0.001628664495114,0.5,0.0,0.006514657980456,0.0716612377850162,0.386,0.1938,,49.0,51.0,0.0,0.67,536.0,6955.0,327.0,4159.0,11976.0,8881301.0
Albemarle County,Monticello High,0.310655737704918,1.0,1.0,0.4991803278688524,,1.0,1.0,0.295,0.2232,0.0576,32.0,61.0,3.0,0.685,262.0,11067.0,471.0,3799.0,15599.0,29702664.0
Henrico County,Montrose Elementary,0.7346368715083799,0.0307262569832402,0.0055865921787709,0.435754189944134,0.0,0.0027932960893854,0.1340782122905028,0.8220000000000001,0.2392999999999999,,47.0,50.0,3.0,0.405,812.0,7141.0,89.0,2979.0,11021.0,6136218.0
Westmoreland County,Montross Middle,0.5165165165165165,0.0414012738853503,0.003003003003003,0.5345345345345346,0.0,0.021021021021021,0.1291291291291291,0.672,0.2025,,50.0,47.0,0.0,0.7020000000000001,178.0,9639.0,1151.0,3798.0,14767.0,6836147.0
Bedford County,Montvale Elementary,0.5877551020408164,0.0,0.0081632653061224,0.5183673469387755,0.0,0.0163265306122449,0.1469387755102041,0.599,0.1687999999999999,,62.0,38.0,0.0,0.7325,263.0,7310.0,28.0,3585.0,11186.0,6664146.0
Loudoun County,Moorefield Station Elementary,0.1702857142857143,0.2493765586034912,0.0,0.5108571428571429,0.0,0.0365714285714285,0.0971428571428571,0.131,0.1299,,32.0,66.0,0.0,0.8025,755.0,25644.0,13.0,2246.0,28657.0,4661679.0
Roanoke City,Morningside Elementary,0.7251908396946565,0.0,0.0114503816793893,0.4923664122137404,0.0,0.0,0.1793893129770992,1.0,0.1631,,38.0,44.0,0.0,0.5525,2087.0,9394.0,796.0,3859.0,16136.0,4224809.0
Fairfax County,Mosaic Elementary,0.2318840579710145,0.2132530120481927,0.0,0.5206243032329989,0.0,0.0356744704570791,0.1404682274247491,0.2189999999999999,0.0717,,26.0,74.0,0.0,0.84,661.0,10497.0,694.0,6054.0,17907.0,10515122.0
Louisa County,Moss-Nuckols Elementary,0.4077834179357022,0.0442930153321976,0.0067681895093062,0.5363790186125211,0.0,0.0118443316412859,0.1759729272419627,0.356,0.125,,43.0,51.0,0.0,0.72,624.0,10287.0,448.0,3090.0,14449.0,9321549.0
Hampton City,Moton Early Childhood Center,0.4242424242424242,0.0,0.0,0.5021645021645021,0.0,0.0,0.0909090909090909,,,,,,,,,,,,,
Pittsylvania County,Mount Airy Elementary,0.5984848484848485,0.0,0.0,0.5075757575757576,0.0,0.0,0.0833333333333333,0.8270000000000001,0.157,,63.0,37.0,0.0,0.755,498.0,6476.0,336.0,3275.0,10585.0,6765559.0
Falls Church City,Mount Daniel Elementary,0.0473251028806584,0.0847107438016528,0.0020576131687242,0.5205761316872428,0.0,0.0493827160493827,0.0781893004115226,,,,,,,,,,,,,
Fairfax County,Mount Eagle Elementary,0.6918429003021148,0.5493421052631579,0.0,0.5619335347432024,0.0,0.0120845921450151,0.1540785498489426,0.715,0.1858,,27.0,68.0,2.0,0.3666666667,419.0,11702.0,694.0,6054.0,18869.0,17147603.0
Portsmouth City,Mount Hermon Preschool Center,0.0,0.0,0.0138248847926267,0.5253456221198156,0.0,0.0921658986175115,0.0967741935483871,,,,,,,,,,,,,
Henry County,Mount Olivet Elementary,0.6804123711340206,0.0,0.0,0.5292096219931272,0.0,0.0171821305841924,0.1168384879725085,,,,,,,,,,,,,
Roanoke County,Mount Pleasant Elementary,0.545816733067729,0.076,0.0079681274900398,0.4541832669322709,0.0,0.0079681274900398,0.2071713147410358,0.472,0.1435,,59.0,41.0,0.0,0.7425,713.0,6591.0,193.0,2984.0,10481.0,5629224.0
Alexandria City,Mount Vernon Elementary,0.4831081081081081,0.4516129032258064,0.0,0.5011261261261262,0.0,0.0078828828828828,0.072072072072072,0.506,0.2609,,38.0,61.0,2.0,0.5125,764.0,15044.0,945.0,4703.0,21455.0,13879642.0
York County,Mount Vernon Elementary,0.1137521222410865,0.0329289428076256,0.0,0.5483870967741935,0.0,0.266553480475382,0.0797962648556876,,,,,,,,,,,,,
Fairfax County,Mount Vernon High,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.583,0.2702,0.0713999999999999,24.0,72.0,3.0,0.544,1123.0,11372.0,694.0,6054.0,19244.0,10629545.0
Fairfax County,Mount Vernon Woods Elementary,0.7717569786535303,0.5009140767824497,0.0016420361247947,0.5139573070607554,0.0,0.0,0.1642036124794745,0.826,0.2552,,32.0,65.0,3.0,0.5433333333,944.0,12012.0,694.0,6054.0,19705.0,10588931.0
Albemarle County,Mountain View Elementary,0.3803009575923393,0.1731301939058172,0.0,0.5376196990424077,0.0,0.0109439124487004,0.1258549931600547,0.416,0.1974,,28.0,66.0,2.0,0.4475,283.0,10703.0,471.0,3799.0,15255.0,10687319.0
Alleghany County,Mountain View Elementary,0.502127659574468,0.0,0.0063829787234042,0.5468085106382978,0.0,0.002127659574468,0.1744680851063829,,,,,,,,,,,,,
Alleghany Highlands,Mountain View Elementary,,,,,,,,0.8,0.4548,,47.0,47.0,0.0,0.615,311.0,7581.0,251.0,4478.0,12620.0,7277507.0
Loudoun County,Mountain View Elementary,0.1441441441441441,0.0795107033639143,0.0015015015015015,0.506006006006006,0.0,0.024024024024024,0.1651651651651651,0.13,0.0986,,26.0,74.0,0.0,0.7575,608.0,14183.0,13.0,2246.0,17049.0,11860382.0
Prince William County,Mountain View Elementary,0.1040816326530612,0.0785123966942148,0.0,0.5244897959183673,0.0,0.0551020408163265,0.1612244897959183,0.086,0.1172,,27.0,73.0,0.0,0.82,1810.0,10200.0,571.0,3640.0,16221.0,10294961.0
Roanoke County,Mountain View Elementary,0.4782608695652174,0.0532915360501567,0.0093167701863354,0.546583850931677,0.0,0.015527950310559,0.170807453416149,0.4479999999999999,0.1016,,49.0,49.0,0.0,0.69,430.0,8066.0,193.0,2984.0,11673.0,3862530.0
Rockbridge County,Mountain View Elementary,0.6015037593984962,0.0,0.0,0.5338345864661654,0.0,0.0,0.2030075187969924,0.4589999999999999,0.1110999999999999,,59.0,35.0,6.0,0.73,1711.0,7117.0,367.0,4064.0,13258.0,5862644.0
Rockingham County,Mountain View Elementary,0.4293193717277487,0.2254641909814323,0.0078534031413612,0.5026178010471204,0.0,0.0052356020942408,0.0863874345549738,0.475,0.1989,,44.0,56.0,0.0,0.5275,1195.0,8782.0,327.0,4159.0,14463.0,3360710.0
Fairfax County,Mountain View High,0.6818181818181818,0.7058823529411765,0.0129870129870129,0.5359477124183006,0.0,0.0,0.1103896103896103,0.4529999999999999,0.6846,0.3981,15.0,83.0,2.0,0.33,362.0,10439.0,694.0,6054.0,17549.0,15845156.0
Shenandoah County,Mountain View High,0.4316666666666666,0.0531732418524871,0.005,0.5150501672240803,0.0,0.0083333333333333,0.1583333333333333,0.441,0.3893,0.0569,30.0,67.0,2.0,0.622,42.0,6579.0,656.0,3308.0,10585.0,6631594.0
Stafford County,Mountain View High,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
Accomack County,Nandua High,0.4003067484662577,0.0644122383252818,0.0030674846625766,0.5383435582822086,0.0291411042944785,0.004601226993865,0.1533742331288343,0.91,0.2158,0.1161,42.0,49.0,0.0,0.736,1196.0,9036.0,588.0,3206.0,14026.0,6222220.0
Accomack County,Nandua Middle,0.6043956043956044,0.0973684210526315,0.0021978021978021,0.5252747252747253,0.0527472527472527,0.0043956043956043,0.1494505494505494,0.911,0.1798,,43.0,52.0,0.0,0.672,1229.0,8199.0,588.0,3206.0,13223.0,5324712.0
Suffolk City,Nansemond Parkway Elementary,0.3207070707070707,0.0,0.0,0.5252525252525253,0.0,0.0505050505050505,0.1212121212121212,0.484,0.2021,,32.0,56.0,2.0,0.55,895.0,5485.0,579.0,4378.0,11337.0,8906118.0
Suffolk City,Nansemond River High,1.0,,1.0,0.5042117930204573,,1.0,1.0,0.238,0.2846,0.0254,45.0,49.0,2.0,0.748,2.0,7816.0,579.0,4378.0,12775.0,5595206.0
Alexandria City,Naomi L. Brooks Elementary,0.2852941176470588,0.0805970149253731,0.0,0.5647058823529412,0.0,0.0176470588235294,0.1088235294117647,0.305,0.1298,,26.0,70.0,4.0,0.6675,476.0,14768.0,945.0,4703.0,20891.0,89620441.0
Giles County,Narrows Elementary/Middle,0.3261904761904762,0.0,0.0095238095238095,0.5083333333333333,0.0,0.0,0.125,,,,,,,,,,,,,
Giles County,Narrows High,0.3333333333333333,0.0,0.0,0.4741784037558685,0.0,0.0,0.1572769953051643,0.477,0.089,0.0635,43.0,57.0,0.0,0.7140000000000001,228.0,8191.0,23.0,2448.0,10890.0,4685826.0
Greene County,Nathanael Greene Elementary,0.5683890577507599,0.0,0.0030395136778115,0.4924012158054711,0.0,0.0699088145896656,0.1063829787234042,0.469,0.3877,,31.0,66.0,0.0,0.475,779.0,8407.0,230.0,3873.0,13289.0,4338354.0
Greene County,Nathanael Greene Primary,0.6005361930294906,0.03485254691689,0.002680965147453,0.5093833780160858,0.0,0.03485254691689,0.1501340482573726,,,,,,,,,,,,,
Rockbridge County,Natural Bridge Elementary,0.6484018264840182,0.0,0.0,0.4520547945205479,0.0,0.0136986301369863,0.1552511415525114,0.703,0.255,,39.0,58.0,0.0,0.55,890.0,9906.0,327.0,4159.0,15282.0,2730361.0
Fairfax County,Navy Elementary,0.0526893523600439,0.0716803760282021,0.0,0.5192096597145993,0.0,0.0197585071350164,0.0845225027442371,0.037,0.0424,,27.0,71.0,0.0,0.9366666667,346.0,10299.0,694.0,6054.0,17393.0,26473746.0
Prince William County,Neabsco Elementary,0.7515432098765432,0.567479674796748,0.0,0.5030864197530864,0.0,0.0138888888888888,0.1111111111111111,0.797,0.2226,,44.0,52.0,0.0,0.5675,315.0,7767.0,571.0,3640.0,12293.0,10819782.0
Nelson County,Nelson County High,0.581651376146789,0.0,0.0018348623853211,0.5321100917431193,0.0,0.0018348623853211,0.1761467889908257,0.462,0.3736,0.0493,31.0,59.0,3.0,0.736,1297.0,11918.0,325.0,3992.0,17533.0,4876338.0
Nelson County,Nelson Middle,0.6267409470752089,0.0482954545454545,0.0027855153203342,0.5543175487465181,0.0,0.0027855153203342,0.181058495821727,0.515,0.3725,,37.0,58.0,5.0,0.65,1755.0,11583.0,325.0,3992.0,17656.0,6080537.0
Virginia Beach City,New Castle Elementary,0.27,0.0546762589928057,0.0,0.4514285714285714,0.0,0.2885714285714286,0.1242857142857142,0.206,0.08,,43.0,57.0,0.0,0.885,2111.0,13163.0,0.0,0.0,15275.0,11604529.0
New Kent County,New Kent Elementary,0.268188302425107,0.0,0.0028530670470756,0.5178316690442225,0.0,0.0713266761768901,0.1654778887303851,,,,,,,,,,,,,
New Kent County,New Kent High,0.224376731301939,,,0.5272391505078485,,1.0,0.1163434903047091,,,,,,,,,,,,,
New Kent County,New Kent Middle,0.2467362924281984,0.0144167758846657,0.0,0.5058823529411764,0.0,0.0665796344647519,0.1135770234986945,,,,,,,,,,,,,
Bedford County,New London Academy Elementary,0.2389937106918239,0.0,0.0031446540880503,0.5220125786163522,0.0,0.0062893081761006,0.1477987421383647,0.182,0.055,,41.0,59.0,0.0,0.7975,1153.0,8012.0,28.0,3585.0,12778.0,2729481.0
Fairfax County,Newington Forest Elementary,0.2592592592592592,0.1819960861056751,0.0,0.512962962962963,0.0,0.0851851851851851,0.1518518518518518,0.265,0.1648,,33.0,67.0,0.0,0.77,543.0,11342.0,694.0,6054.0,18634.0,14721704.0
Newport News City,Newsome Park Elementary,0.86652977412731,0.0308008213552361,0.0,0.5215605749486653,0.0,0.0143737166324435,0.1396303901437371,0.764,0.3717,,28.0,53.0,2.0,0.2175,104.0,7969.0,1313.0,3686.0,13072.0,5905306.0
Loudoun County,Newton-Lee Elementary,0.1885895404120443,0.1096121416526138,0.0,0.5166402535657686,0.0,0.0174326465927099,0.1014263074484944,,,,,,,,,,,,,
Virginia Beach City,Newtown Elementary,0.7564402810304449,0.0545023696682464,0.0,0.4894613583138173,0.0304449648711943,0.1147540983606557,0.1545667447306791,0.8440000000000001,0.1951999999999999,,50.0,40.0,2.0,0.565,1191.0,12374.0,0.0,0.0,13565.0,7399399.0
Spotsylvania County,Ni River Middle,0.3008356545961003,0.0,0.0013927576601671,0.5041899441340782,0.0,0.0501392757660167,0.1685236768802228,0.255,0.2281,,48.0,50.0,0.0,0.682,882.0,7050.0,594.0,4296.0,12821.0,8653078.0
Scott County,Nickelsville Elementary,1.0,0.0,0.0154440154440154,0.5714285714285714,0.0,0.0347490347490347,0.1428571428571428,0.616,0.1714999999999999,,61.0,39.0,0.0,0.7825,930.0,8649.0,563.0,1774.0,11916.0,3813593.0
