Division Name,School Name,percentage_disadvantaged,percentage_english_learners,percentage_foster_care,percentage_male,percentage_homeless,percentage_military,percentage_disabled,free_reduced_lunch_percentage,chronic_absenteeism_rate,cohort_dropout_rate,Bachelors_Percent,Masters_Percent,Doctoral_Percent,SOL Pass Rate,School_Level_Expenditures_Per_Pupil_Federal,School_Level_Expenditures_Per_Pupil_State,Division_Level_Expenditures_Per_Pupil_Federal,Division_Level_Expenditures_Per_Pupil_State,Total_Per_Pupil_Expenditures,Total_Expenditures
Martinsville City,Clearview Early Learning Center,0.6082474226804123,0.0,0.0,0.5257731958762887,0.0,0.0,0.1237113402061855,,,,,,,,,,,,,
Fairfax County,Clearview Elementary,0.5158597662771286,0.4569892473118279,0.0,0.5409015025041736,0.0,0.008347245409015,0.1602671118530884,0.515,0.1716,,26.0,72.0,1.0,0.5833333333,416.0,11644.0,694.0,6054.0,18808.0,32306664.0
Fairfax County,Clermont Elementary,0.1518518518518518,0.1111111111111111,0.0018518518518518,0.4851851851851851,0.0,0.1037037037037037,0.1037037037037037,0.133,0.0742999999999999,,31.0,69.0,0.0,0.8366666667,456.0,10607.0,694.0,6054.0,17811.0,10987471.0
Alleghany County,Clifton Middle,0.4209245742092457,0.0,0.0024330900243309,0.4963503649635036,0.0,0.0048661800486618,0.145985401459854,,,,,,,,,,,,,
Alleghany Highlands,Clifton Middle,,,,,,,,0.499,0.4149,,54.0,46.0,0.0,0.624,1250.0,8398.0,518.0,7696.0,17862.0,5235922.0
Dickenson County,Clintwood Elementary,0.3971631205673759,0.0,0.0023640661938534,0.5271867612293144,0.0,0.0047281323877068,0.1158392434988179,0.8220000000000001,0.3995,,68.0,24.0,2.0,0.64,469.0,9021.0,197.0,2355.0,12042.0,15103272.0
Chesterfield County,Clover Hill Elementary,0.2525510204081632,0.0363636363636363,0.0,0.5127551020408163,0.0,0.0216836734693877,0.1364795918367347,0.258,0.1266,,49.0,47.0,0.0,0.74,0.0,6764.0,543.0,4412.0,11719.0,6864602.0
Chesterfield County,Clover Hill High,1.0,1.0,,0.534521158129176,,1.0,1.0,0.249,0.2267,0.0409,39.0,60.0,0.0,0.7240000000000001,53.0,6582.0,543.0,4412.0,11590.0,7827944.0
Botetourt County,Cloverdale Elementary,0.2509652509652509,0.0,0.0,0.5,0.0,0.0077220077220077,0.1274131274131274,0.239,0.0646,,44.0,52.0,0.0,0.8,667.0,8583.0,145.0,2883.0,12278.0,5337083.0
Halifax County,Cluster Springs Elementary,0.4942528735632184,0.0268714011516314,0.0019157088122605,0.4655172413793103,0.0,0.0019157088122605,0.1513409961685823,0.846,0.441,,46.0,52.0,0.0,0.7225,3341.0,10265.0,787.0,3555.0,17948.0,3459564.0
Fairfax County,Coates Elementary,0.5072083879423329,0.4571843251088534,0.0,0.5144356955380578,0.0,0.0078636959370904,0.1179554390563564,0.513,0.2815,,30.0,70.0,0.0,0.6166666667,397.0,11683.0,694.0,6054.0,18828.0,36626913.0
Wise County,Coeburn Middle,0.6205787781350482,0.0,0.0,0.495176848874598,0.0,0.0064308681672025,0.1543408360128617,0.875,0.1253999999999999,,55.0,40.0,0.0,0.784,885.0,8309.0,627.0,3142.0,12963.0,4005278.0
Wise County,Coeburn Primary,0.4058956916099773,0.0,0.0113378684807256,0.5034013605442177,0.0521541950113378,0.0022675736961451,0.1088435374149659,0.878,0.1328,,73.0,22.0,4.0,0.8833333333,1588.0,5646.0,627.0,3142.0,11003.0,4829882.0
Hanover County,Cold Harbor Elementary,0.2958579881656805,0.0257425742574257,0.0,0.534516765285996,0.0,0.0078895463510848,0.145956607495069,0.382,0.0785,,24.0,72.0,0.0,0.7325,452.0,8282.0,66.0,2256.0,11056.0,15769432.0
Norfolk City,Coleman Place Elementary,0.7100977198697068,0.0457516339869281,0.001628664495114,0.4560260586319218,0.0,0.1319218241042345,0.0879478827361563,0.96,0.2055,,47.0,42.0,4.0,0.44,1071.0,7093.0,645.0,3545.0,12354.0,15701698.0
Prince William County,Coles Elementary,0.4020100502512563,0.2684210526315789,0.0,0.5125628140703518,0.0,0.0653266331658291,0.1281407035175879,0.362,0.1165,,32.0,66.0,0.0,0.8225,223.0,7841.0,571.0,3640.0,12276.0,14031934.0
Virginia Beach City,College Park Elementary,0.7028688524590164,0.0245901639344262,0.0040983606557377,0.4938524590163934,0.0,0.110655737704918,0.1209016393442622,0.733,0.1963,,38.0,58.0,0.0,0.57,3024.0,14280.0,0.0,0.0,17304.0,6415166.0
Suffolk City,Colonel Fred Cherry Middle,0.3069828722002635,0.0,0.0,0.4953886693017127,0.0,0.0303030303030303,0.0895915678524374,0.3429999999999999,0.1643,,51.0,40.0,2.0,0.7120000000000001,37.0,6269.0,579.0,4378.0,11263.0,8625176.0
Colonial Beach,Colonial Beach Elementary,0.6153846153846154,0.0,0.0,0.5358974358974359,0.0384615384615384,0.0307692307692307,0.1538461538461538,0.7759999999999999,0.1261,,54.0,25.0,0.0,0.605,0.0,4399.0,1589.0,2757.0,8745.0,3294057.0
Colonial Beach,Colonial Beach High,0.5659574468085107,0.0,0.0,0.5234042553191489,0.0638297872340425,0.0085106382978723,0.1234042553191489,0.775,0.1472,0.0196,63.0,32.0,5.0,0.556,0.0,14056.0,1589.0,2757.0,18402.0,4079727.0
Botetourt County,Colonial Elementary,0.2363636363636363,0.0,0.009090909090909,0.5386363636363637,0.0,0.009090909090909,0.1727272727272727,0.2789999999999999,0.0653,,53.0,42.0,0.0,0.8425,1187.0,5958.0,1961.0,5489.0,14595.0,2690665.0
Stafford County,Colonial Forge High,1.0,1.0,1.0,1.0,,1.0,1.0,0.204,0.1841,0.018,31.0,63.0,3.0,0.8025,305.0,7448.0,237.0,3487.0,11477.0,11037913.0
Colonial Heights City,Colonial Heights High,0.5323741007194245,0.0325693606755126,0.0023980815347721,0.5107913669064749,0.0,0.0035971223021582,0.1678657074340527,0.473,0.0778,0.0379,49.0,47.0,0.0,0.8175,737.0,8531.0,428.0,3410.0,13106.0,8500526.0
Colonial Heights City,Colonial Heights Middle,0.5764525993883792,0.0522151898734177,0.0030581039755351,0.518348623853211,0.0,0.0045871559633027,0.1987767584097859,0.613,0.2373,,60.0,40.0,0.0,0.616,1001.0,10574.0,428.0,3410.0,15413.0,6025981.0
Henrico County,Colonial Trail Elementary,0.1226277372262773,0.1277602523659306,0.0,0.4978102189781022,0.0,0.0160583941605839,0.0686131386861313,0.11,0.0767,,43.0,57.0,0.0,0.8675,483.0,6528.0,89.0,2979.0,10078.0,20130246.0
Fairfax County,Columbia Elementary,0.3658536585365853,0.3186528497409326,0.0,0.5390243902439025,0.0,0.0536585365853658,0.1585365853658536,0.38,0.1304,,26.0,71.0,2.0,0.7766666667,397.0,10099.0,694.0,6054.0,17244.0,9263790.0
Fairfax County,Colvin Run Elementary,0.0311284046692607,0.0546448087431694,0.0,0.5291828793774319,0.0,0.0389105058365758,0.1154345006485084,0.017,0.038,,24.0,75.0,0.0,0.9333333333,476.0,10565.0,694.0,6054.0,17789.0,9207099.0
Albemarle County,Community Lab School,0.0,0.0,0.0051546391752577,0.4587628865979381,0.0,0.0309278350515463,0.1958762886597938,0.212,0.0899,0.0,31.0,56.0,6.0,0.804,386.0,10290.0,471.0,3799.0,14945.0,12458249.0
Campbell County,Concord Elementary,0.4355231143552311,0.0,0.0024330900243309,0.5158150851581509,0.0,0.0,0.1289537712895377,0.478,0.0822,,54.0,43.0,0.0,0.6725,360.0,6974.0,654.0,3352.0,11339.0,8964947.0
Stafford County,Conway Elementary,0.3938428874734607,0.1518716577540107,0.0010615711252653,0.4909670563230606,0.0,0.0520169851380042,0.0859872611464968,0.407,0.1571,,42.0,56.0,0.0,0.49,270.0,8486.0,237.0,3487.0,12479.0,21986583.0
Hanover County,Cool Spring Elementary,0.0899182561307901,0.0150684931506849,0.0,0.5313351498637602,0.0,0.0258855585831062,0.1335149863760218,0.092,0.0296,,32.0,67.0,0.0,0.8375,508.0,9276.0,66.0,2256.0,12107.0,11750260.0
Loudoun County,Cool Spring Elementary,0.4104347826086956,0.3507194244604316,0.0,0.4878048780487805,0.0260869565217391,0.0139130434782608,0.0643478260869565,0.374,0.1528999999999999,,22.0,77.0,1.0,0.6575,274.0,14534.0,13.0,2246.0,17067.0,18025494.0
Petersburg City,Cool Spring Elementary,0.7773512476007678,0.019193857965451,0.0019193857965451,0.5115384615384615,0.0,0.0057581573896353,0.055662188099808,1.0,0.3071,,53.0,48.0,0.0,0.2575,2613.0,8115.0,1266.0,4000.0,15993.0,5605391.0
King William County,Cool Spring Primary,0.4170731707317073,0.0,0.0,0.5317073170731708,0.0,0.0317073170731707,0.0853658536585365,,,,,,,,,,,,,
Fairfax County,Cooper Middle,0.0309690309690309,0.0313807531380753,1.0,0.5264735264735265,,0.0399600399600399,0.1108891108891109,0.017,0.0810999999999999,,26.0,72.0,1.0,0.8933333333,256.0,8634.0,694.0,6054.0,15638.0,37146548.0
Westmoreland County,Cople Elementary,0.5857988165680473,0.0890207715133531,0.0029585798816568,0.5443786982248521,0.0,0.0118343195266272,0.1538461538461538,0.975,0.1367,,53.0,38.0,0.0,0.485,499.0,11225.0,1151.0,3798.0,16674.0,5393958.0
Russell County,Copper Creek Elementary,0.6938775510204082,0.0,0.0,0.5,0.0,0.0,0.1020408163265306,,,,,,,,,,,,,
Alexandria City,Cora Kelly School for Math Science and Technology,0.6366906474820144,0.5606060606060606,0.0,0.5251798561151079,0.0,0.0035971223021582,0.1762589928057553,0.873,0.2471,,42.0,50.0,4.0,0.4625,697.0,14764.0,945.0,4703.0,21109.0,13369063.0
Virginia Beach City,Corporate Landing Elementary,0.5696517412935324,0.0,0.0,0.5398009950248757,0.0,0.2288557213930348,0.208955223880597,0.469,0.1602,,34.0,61.0,0.0,0.7825,1255.0,11931.0,0.0,0.0,13186.0,10371358.0
Virginia Beach City,Corporate Landing Middle,0.5383895131086143,1.0,1.0,0.5070422535211268,,0.2041198501872659,0.1554307116104868,0.4589999999999999,0.2289999999999999,,36.0,60.0,2.0,0.74,1512.0,12975.0,0.0,0.0,14487.0,13637504.0
Chesterfield County,Cosby High,1.0,,1.0,,,1.0,1.0,0.122,0.0997,0.0069999999999999,31.0,66.0,2.0,0.884,134.0,7147.0,543.0,4412.0,12236.0,10536949.0
Manassas Park City,Cougar Elementary,0.6023809523809524,0.5306859205776173,0.0,0.5071428571428571,0.0,0.0202380952380952,0.144047619047619,,,,,,,,,,,,,
Buchanan County,Council Elementary/Middle,0.6384180790960452,0.0,0.0,0.519774011299435,0.0,0.0,0.135593220338983,0.843,0.3558,,59.0,41.0,0.0,0.62,1453.0,6212.0,1116.0,4297.0,13078.0,4779944.0
Buchanan County,Council High,0.664,0.0,0.0,0.496,0.0,0.0,0.248,,,,,,,,,,,,,
Loudoun County,Countryside Elementary,0.3639097744360902,0.2444444444444444,0.0,0.530827067669173,0.0330827067669172,0.0165413533834586,0.0827067669172932,0.3389999999999999,0.1793,,27.0,72.0,0.0,0.605,332.0,15845.0,13.0,2246.0,18436.0,12522205.0
Spotsylvania County,Courthouse Road Elementary,0.3979057591623036,0.1108179419525065,0.0,0.524869109947644,0.0,0.0667539267015706,0.1740837696335078,0.336,0.2102,,49.0,51.0,0.0,0.765,237.0,7582.0,594.0,4296.0,12710.0,8743058.0
Spotsylvania County,Courtland Elementary,0.3757455268389662,0.0685483870967741,0.0019880715705765,0.5358565737051793,0.0,0.05168986083499,0.2186878727634194,0.34,0.1809,,40.0,60.0,0.0,0.775,353.0,7384.0,594.0,4296.0,12628.0,7089649.0
Spotsylvania County,Courtland High,1.0,1.0,1.0,0.5148578811369509,1.0,1.0,1.0,0.175,0.3162999999999999,0.0588,38.0,59.0,1.0,0.732,77.0,6739.0,594.0,4296.0,11706.0,11398887.0
York County,Coventry Elementary,0.19,0.0674662668665667,0.0028571428571428,0.4628571428571428,0.0,0.2814285714285714,0.0928571428571428,0.162,0.114,,27.0,71.0,0.0,0.8675,446.0,6901.0,19.0,2934.0,10300.0,6996224.0
Alleghany Highlands,Covington High,,,,,,,,0.645,0.3909,0.0526,50.0,50.0,0.0,0.5539999999999999,866.0,7410.0,251.0,4478.0,13005.0,5291253.0
Covington City,Covington High,0.4555873925501432,0.0,0.0028653295128939,0.4871060171919771,0.0,0.0,0.2091690544412607,,,,,,,,,,,,,
Prince William County,Covington-Harper Elementary,0.3398773006134969,0.1105527638190954,0.0,0.5030674846625767,0.0,0.150920245398773,0.1153374233128834,0.425,0.1339,,33.0,56.0,0.0,0.765,298.0,10209.0,571.0,3640.0,14718.0,13138106.0
Portsmouth City,Cradock Elementary,0.6,0.0346907993966817,0.0030075187969924,0.5353383458646617,0.0165413533834586,0.0511278195488721,0.1052631578947368,1.0,0.3386,,43.0,50.0,3.0,0.3175,522.0,6672.0,548.0,3432.0,11175.0,6575789.0
Portsmouth City,Cradock Middle,0.6393129770992366,0.0211538461538461,0.0057251908396946,0.482824427480916,0.0,0.0229007633587786,0.1469465648854961,1.0,0.2882,,42.0,48.0,3.0,0.374,695.0,6632.0,548.0,3432.0,11307.0,7162743.0
Craig County,Craig County High,0.4833333333333333,0.0,0.0133333333333333,0.5666666666666667,0.0,0.0066666666666666,0.2333333333333333,0.476,0.3605,0.1,62.0,35.0,0.0,0.6579999999999999,562.0,9001.0,777.0,3778.0,14118.0,4146407.0
Augusta County,Craigsville Elementary,0.7164179104477612,0.0,0.0,0.4477611940298507,0.0,0.0223880597014925,0.0895522388059701,0.833,0.1475,,52.0,35.0,0.0,0.74,321.0,7308.0,653.0,3214.0,11495.0,7291064.0
Virginia Beach City,Creeds Elementary,0.2312703583061889,0.0,0.0,0.5439739413680782,0.0,0.1530944625407166,0.1042345276872964,0.243,0.0924,,26.0,70.0,0.0,0.8775,1343.0,11084.0,0.0,0.0,12427.0,7416932.0
Suffolk City,Creekside Elementary,0.3053645116918844,0.0,0.0,0.5350756533700137,0.0,0.0674002751031636,0.0921595598349381,0.431,0.1654,,50.0,48.0,2.0,0.6425,602.0,5626.0,579.0,4378.0,11186.0,8893273.0
Loudoun County,Creighton's Corner Elementary,0.1595744680851064,0.2385786802030456,,0.5062056737588653,,1.0,1.0,0.125,0.147,,24.0,74.0,2.0,0.825,332.0,14336.0,13.0,2246.0,16927.0,11932003.0
Henrico County,Crestview Elementary,0.4757575757575757,0.1300309597523219,0.0,0.5151515151515151,0.0,0.0151515151515151,0.1696969696969697,0.477,0.1161,,45.0,55.0,0.0,0.645,822.0,9657.0,89.0,2979.0,13546.0,10228745.0
Chesterfield County,Crestwood Elementary,0.391156462585034,0.181184668989547,0.0,0.5255102040816326,0.0,0.0153061224489795,0.1139455782312925,0.53,0.1489,,39.0,59.0,2.0,0.6875,450.0,6773.0,543.0,4412.0,12178.0,25846697.0
Fairfax County,Crestwood Elementary,0.5901060070671378,0.6184971098265896,0.0,0.5229681978798587,0.0,0.0159010600706713,0.1042402826855123,0.826,0.2072,,32.0,66.0,0.0,0.5066666666999999,974.0,11067.0,694.0,6054.0,18789.0,11432413.0
Chesapeake City,Crestwood Intermediate,0.5805991440798859,0.0376811594202898,0.0014265335235378,0.4864479315263909,0.0,0.1940085592011412,0.1611982881597717,0.551,0.2107,,41.0,49.0,3.0,0.6575,294.0,9154.0,228.0,3266.0,12942.0,28778450.0
Chesapeake City,Crestwood Middle,0.5970961887477314,0.0262172284644194,0.0036297640653357,0.52,0.0,0.1724137931034483,0.1814882032667876,0.502,0.1705,,32.0,63.0,0.0,0.56,967.0,8359.0,228.0,3266.0,12821.0,9756974.0
Nottoway County,Crewe Primary,0.6620111731843575,0.0476190476190476,0.0,0.4608938547486033,0.0,0.0167597765363128,0.1033519553072625,0.909,0.25,,50.0,50.0,0.0,0.7533333333000001,47.0,6841.0,2045.0,3990.0,12923.0,7051223.0
Newport News City,Crittenden Middle,0.7256637168141593,0.0353477765108323,0.0011061946902654,0.497787610619469,0.0110619469026548,0.0453539823008849,0.1780973451327433,0.765,0.1902,,33.0,49.0,1.0,0.4,227.0,10440.0,1313.0,3686.0,15665.0,17416525.0
Pulaski County,Critzer Elementary,0.5864661654135338,0.0,0.0025062656641604,0.4962406015037593,0.0,0.0150375939849624,0.1528822055137844,0.7909999999999999,0.2157,,59.0,33.0,2.0,0.56,450.0,7528.0,251.0,3707.0,11936.0,2427740.0
Fairfax County,Crossfield Elementary,0.0565371024734982,0.0742753623188405,0.0,0.5353356890459364,0.0,0.0318021201413427,0.1484098939929328,0.047,0.1051,,22.0,78.0,0.0,0.8366666667,252.0,9976.0,694.0,6054.0,16976.0,19920151.0
Norfolk City,Crossroads Elementary,0.6443298969072165,0.0939153439153439,0.0025773195876288,0.4806701030927835,0.0,0.1069587628865979,0.1829896907216494,,,,,,,,,,,,,
Norfolk City,Crossroads PreK-8 School,,,,,,,,0.614,0.1773999999999999,,39.0,60.0,1.0,0.462,429.0,7736.0,645.0,3545.0,12355.0,22150520.0
Albemarle County,Crozet Elementary,0.1815384615384615,0.0,0.0,0.5323076923076923,0.0,0.0369230769230769,0.1015384615384615,0.26,0.0967,,33.0,61.0,0.0,0.635,642.0,11313.0,471.0,3799.0,16225.0,5198228.0
Roanoke City,Crystal Spring Elementary,0.1682242990654205,0.0,0.0031152647975077,0.5109034267912772,0.0,0.0,0.1370716510903426,0.244,0.102,,43.0,40.0,0.0,0.885,1022.0,9127.0,796.0,3859.0,14803.0,4747774.0
Fairfax County,Cub Run Elementary,0.1915641476274165,0.1098696461824953,0.0,0.5483304042179262,0.0,0.0351493848857645,0.1915641476274165,0.152,0.15,,31.0,69.0,0.0,0.7733333333,436.0,9697.0,694.0,6054.0,16881.0,12292626.0
Rockingham County,Cub Run Elementary,0.4809384164222874,0.3027522935779816,0.001466275659824,0.5278592375366569,0.0,0.0102639296187683,0.0586510263929618,0.4639999999999999,0.2488,,57.0,43.0,0.0,0.52,223.0,7478.0,327.0,4159.0,12187.0,11403748.0
Culpeper County,Culpeper County High,0.413477537437604,1.0,1.0,0.5041597337770383,,1.0,1.0,0.358,0.4042,0.0987,48.0,48.0,3.0,0.674,446.0,7429.0,745.0,2110.0,10730.0,11801053.0
Culpeper County,Culpeper Middle,0.4809090909090909,0.1088235294117647,1.0,0.5081818181818182,,1.0,0.0972727272727272,0.476,0.306,,57.0,34.0,2.0,0.606,106.0,7055.0,745.0,2110.0,10016.0,15406352.0
Cumberland County,Cumberland Elementary,0.5853658536585366,0.0,0.0040650406504065,0.4695121951219512,0.0,0.0060975609756097,0.0975609756097561,0.858,0.4682,,58.0,40.0,2.0,0.625,0.0,6694.0,236.0,3290.0,10219.0,3575382.0
Cumberland County,Cumberland High,0.5444743935309974,0.0,0.0080862533692722,0.5390835579514824,0.0,0.0053908355795148,0.1239892183288409,0.71,0.2812,0.05,40.0,56.0,2.0,0.57,1582.0,10085.0,236.0,3290.0,15193.0,5566918.0
Cumberland County,Cumberland Middle,0.6,0.0,0.0028985507246376,0.5391304347826087,0.0,0.008695652173913,0.1043478260869565,0.828,0.2521,,53.0,48.0,0.0,0.536,180.0,14130.0,158.0,8205.0,22672.0,13238060.0
Fairfax County,Cunningham Park Elementary,0.3536299765807962,0.2860635696821516,0.0,0.5199063231850117,0.0,0.0351288056206089,0.2224824355971897,0.318,0.1221,,31.0,65.0,4.0,0.6666666667,302.0,8749.0,694.0,6054.0,15799.0,12759458.0
Clarke County,D.G. Cooley Elementary,0.3225058004640371,0.0610328638497652,0.0046403712296983,0.4802784222737819,0.0,0.0232018561484918,0.0951276102088167,0.251,0.1778,,41.0,59.0,0.0,0.6825,720.0,8081.0,305.0,3849.0,12955.0,5404387.0
Williamsburg-James City County,D.J. Montague Elementary,0.362781954887218,0.0340264650283553,0.0,0.512241054613936,0.0,0.1466165413533834,0.150375939849624,0.325,0.1198,,38.0,58.0,0.0,0.74,858.0,8975.0,559.0,4980.0,15371.0,9551848.0
Prince William County,Dale City Elementary,0.7287735849056604,0.527363184079602,0.0,0.5377358490566038,0.0,0.0141509433962264,0.1863207547169811,0.7440000000000001,0.2306,,40.0,58.0,2.0,0.5925,768.0,9680.0,571.0,3640.0,14660.0,6595641.0
Washington County,Damascus Middle,0.5272727272727272,0.0,0.0121212121212121,0.5151515151515151,0.0,0.0121212121212121,0.1333333333333333,0.636,0.2515,,41.0,59.0,0.0,0.8079999999999999,276.0,9136.0,656.0,3308.0,13377.0,3626764.0
Pittsylvania County,Dan River High,0.4936305732484076,0.0,0.0127388535031847,0.5207006369426752,0.0,0.001592356687898,0.1656050955414012,0.565,0.2638,0.0784,50.0,46.0,0.0,0.75,233.0,8376.0,336.0,3275.0,12221.0,7362236.0
Pittsylvania County,Dan River Middle,0.5180180180180181,0.0,0.0067567567567567,0.4414414414414414,0.0,0.0022522522522522,0.1036036036036036,0.606,0.1332,,61.0,35.0,0.0,0.732,944.0,6563.0,336.0,3275.0,11118.0,5186038.0
Winchester City,Daniel Morgan Intermediate,0.6468590831918506,0.2550200803212851,0.0,0.5059422750424448,0.0203735144312393,0.0,0.1816638370118845,0.653,0.2555,,32.0,53.0,8.0,0.48,609.0,9096.0,963.0,4876.0,15544.0,9710797.0
Winchester City,Daniel Morgan Middle,0.651685393258427,0.1771428571428571,0.0,0.5248796147672552,0.0176565008025682,0.0048154093097913,0.1781701444622793,0.631,0.2019,,33.0,65.0,2.0,0.652,1209.0,10453.0,963.0,4876.0,17502.0,5588623.0
Fairfax County,Daniels Run Elementary,0.3204633204633205,0.273224043715847,0.0,0.5263835263835264,0.0,0.0296010296010296,0.1879021879021879,0.32,0.1675,,21.0,77.0,1.0,0.6566666667,438.0,10124.0,694.0,6054.0,17311.0,15686547.0
York County,Dare Elementary,0.17,0.0305343511450381,0.0,0.4875,0.0,0.1675,0.1425,0.28,0.0947,,27.0,68.0,3.0,0.8175,726.0,8427.0,19.0,2934.0,12106.0,4734938.0
Newport News City,David A. Dutrow Elementary,0.5323275862068966,0.0393013100436681,0.0,0.5172413793103449,0.0,0.1271551724137931,0.043103448275862,0.765,0.1711,,31.0,66.0,0.0,0.51,1225.0,6915.0,1313.0,3686.0,13139.0,12807543.0
Prince George County,David A. Harrison Elementary,0.5066413662239089,0.0,0.0037950664136622,0.5218216318785579,0.0,0.3776091081593928,0.1442125237191651,0.535,0.3304999999999999,,56.0,33.0,0.0,0.675,872.0,6890.0,692.0,2574.0,11028.0,6871841.0
Henrico County,David A. Kaechele Elementary,0.0989898989898989,0.0269709543568464,0.002020202020202,0.5171717171717172,0.0,0.0161616161616161,0.1111111111111111,,,,,,,,,,,,,
Lynchburg City,Dearington Elementary/Innovation,0.8639455782312925,0.0,0.0068027210884353,0.4625850340136054,0.0,0.0136054421768707,0.1836734693877551,,,,,,,,,,,,,
Chesapeake City,Deep Creek Central Elementary,0.2645314353499406,0.0,0.0011862396204033,0.4958382877526754,0.0,0.4175563463819691,0.1850533807829181,0.294,0.1751,,34.0,63.0,2.0,0.785,2284.0,12157.0,228.0,3266.0,17936.0,4688736.0
Chesapeake City,Deep Creek Elementary,0.4389610389610389,0.1169513797634691,0.0025974025974025,0.5298701298701298,0.0,0.2493506493506493,0.1896103896103896,0.479,0.252,,36.0,50.0,2.0,0.79,178.0,9565.0,228.0,3266.0,13238.0,22047553.0
Chesapeake City,Deep Creek High,0.4829059829059829,1.0,1.0,0.4795107033639144,,1.0,1.0,0.46,0.2016,0.0592,36.0,59.0,2.0,0.778,152.0,9644.0,228.0,3266.0,13291.0,9822860.0
Chesapeake City,Deep Creek Middle,0.4738154613466334,0.041343669250646,0.0062344139650872,0.4875311720698254,0.0,0.2194513715710723,0.1982543640897755,0.481,0.1694,,33.0,62.0,0.0,0.644,1246.0,8183.0,228.0,3266.0,12923.0,6132023.0
Henrico County,Deep Run High,1.0,1.0,1.0,0.0,,1.0,1.0,0.075,0.0896,0.0085,39.0,57.0,2.0,0.858,335.0,7505.0,89.0,2979.0,10907.0,5770725.0
Fairfax County,Deer Park Elementary,0.2985865724381625,0.2040816326530612,0.0,0.5292035398230088,0.0176678445229682,0.0371024734982332,0.2261484098939929,0.297,0.1214,,16.0,82.0,2.0,0.6333333333,1271.0,12089.0,694.0,6054.0,20109.0,7489866.0
Newport News City,Deer Park Elementary,0.3827392120075047,0.0,0.0,0.4596622889305816,0.0,0.0956848030018761,0.0694183864915572,0.765,0.0498,,41.0,41.0,0.0,0.805,21.0,8822.0,1313.0,3686.0,13842.0,5144084.0
Newport News City,Denbigh Early Childhood Center,0.5392670157068062,0.0,0.0,0.5,0.0,0.1544502617801047,0.1047120418848167,,,,,,,,,,,,,
Newport News City,Denbigh High,0.6473988439306358,1.0,,0.584092792046396,1.0,1.0,0.180842279108175,0.764,0.278,0.0040999999999999,32.0,54.0,1.0,0.53,532.0,7746.0,1313.0,3686.0,13277.0,7547028.0
Virginia Beach City,Diamond Springs Elementary,0.7115749525616698,0.0436432637571157,0.0018975332068311,0.5009487666034156,0.0227703984819734,0.1480075901328273,0.1195445920303605,,,,,,,,,,,,,
Dinwiddie County,Dinwiddie County High,0.605242868157286,1.0,1.0,0.5188897455666923,,1.0,1.0,0.427,0.3685,0.0536,53.0,44.0,2.0,0.6659999999999999,1093.0,10325.0,197.0,2355.0,13970.0,6370478.0
Dinwiddie County,Dinwiddie County Middle,0.932620320855615,0.0109649122807017,0.002139037433155,0.4962566844919786,0.0,0.0149732620320855,0.1454545454545454,0.54,0.3073,,56.0,42.0,0.0,0.526,638.0,9382.0,197.0,2355.0,12572.0,4425446.0
Dinwiddie County,Dinwiddie Elementary,0.7953216374269005,0.0,0.0058479532163742,0.52046783625731,0.0,0.0029239766081871,0.1637426900584795,0.501,0.2194,,51.0,49.0,0.0,0.62,1316.0,10720.0,197.0,2355.0,14588.0,5105923.0
Arlington County,Discovery Elementary,0.0214424951267056,0.0413385826771653,0.0,0.5380116959064327,0.0,0.0545808966861598,0.1325536062378167,0.034,0.0292,,16.0,78.0,4.0,0.8425,0.0,11500.0,968.0,7589.0,20058.0,10399613.0
Loudoun County,Discovery Elementary,0.2621502209131075,0.2319078947368421,0.0,0.5346097201767305,0.0,0.0220913107511045,0.1075110456553755,0.203,0.1168999999999999,,27.0,71.0,0.0,0.7975,420.0,15630.0,13.0,2246.0,18308.0,31525977.0
Newport News City,Discovery STEM Academy,0.7724014336917563,0.0,0.0,0.5017921146953405,0.0,0.025089605734767,0.1254480286738351,0.764,0.2942,,36.0,55.0,0.0,0.365,1261.0,8465.0,1313.0,3686.0,14725.0,7154868.0
Fairfax County,Dogwood Elementary,0.7446483180428135,0.5691056910569106,0.0,0.5030581039755352,0.0,0.0045871559633027,0.1620795107033639,0.826,0.2893,,28.0,72.0,0.0,0.48,5271.0,45545.0,694.0,6054.0,57565.0,3205777.0
Loudoun County,Dominion High,0.3812415654520917,1.0,,0.5341446923597025,1.0,1.0,1.0,0.302,0.216,0.0362,22.0,72.0,4.0,0.644,1115.0,14651.0,13.0,2246.0,18024.0,11911740.0
Loudoun County,Dominion Trail Elementary,0.3922558922558922,0.2486865148861646,0.0,0.5067340067340067,0.0303030303030303,0.0218855218855218,0.106060606060606,0.296,0.1411,,37.0,63.0,0.0,0.71,250.0,13701.0,13.0,2246.0,16209.0,18469646.0
Stafford County,Donald B. Dixon-Lyle R. Smith Middle,0.2701711491442543,0.0268199233716475,0.0,0.5226438188494492,0.0,0.0330073349633251,0.1442542787286063,0.313,0.145,,38.0,57.0,0.0,0.6,286.0,6242.0,237.0,3487.0,10251.0,9819021.0
Arlington County,Dorothy Hamm Middle,0.187027027027027,0.0628019323671497,0.0,0.5059588299024919,0.0,0.054054054054054,0.1362162162162162,0.144,0.0453,,23.0,75.0,0.0,0.836,181.0,11078.0,968.0,7589.0,19817.0,12580998.0
