Division Name,School Name,percentage_english_learners
Fairfax County,West Springfield Elementary,0.06846846846846846
Fairfax County,West Springfield High,1.0
Fairfax County,Westbriar Elementary,0.17735334242837653
Fairfax County,Westfield High,1.0
Fairfax County,Westgate Elementary,0.3096153846153846
Fairfax County,Westlawn Elementary,0.6103896103896104
Fairfax County,Weyanoke Elementary,0.5957854406130269
Fairfax County,White Oaks Elementary,0.1598173515981735
Fairfax County,Whitman Middle,0.31314623338257014
Fairfax County,Willow Springs Elementary,0.12997658079625293
Fairfax County,Wolftrap Elementary,0.036053130929791274
Fairfax County,Woodburn Elementary,0.5502183406113537
Fairfax County,Woodlawn Elementary,0.43875278396436523
Fairfax County,Woodley Hills Elementary,0.5775862068965517
Fairfax County,Woodson High,1.0
Falls Church City,Jessie Thackrey  Preschool,0.0
Falls Church City,Mary Ellen Henderson Middle,0.04634581105169341
Falls Church City,Meridian High,0.02891566265060241
Falls Church City,Mount Daniel Elementary,0.08471074380165289
Falls Church City,Oak Street Elementary,0.059063136456211814
Fauquier County,Auburn Middle,0.0
Fauquier County,C. Hunter Ritchie Elementary,0.039014373716632446
Fauquier County,C.M. Bradley Elementary,0.09970674486803519
Fauquier County,Cedar Lee Middle,0.08362989323843416
Fauquier County,Claude Thompson Elementary,0.31983805668016196
Fauquier County,Fauquier High,1.0
Fauquier County,Grace Miller Elementary,0.1359026369168357
Fauquier County,Greenville Elementary,0.02434077079107505
Fauquier County,H.M. Pearson Elementary,0.12432432432432433
Fauquier County,James G. Brumfield Elementary,0.08536585365853659
Fauquier County,Kettle Run High,1.0
Fauquier County,Liberty High,1.0
Fauquier County,Margaret M. Pierce Elementary,0.13333333333333333
Fauquier County,Marshall Middle,0.05670103092783505
Fauquier County,Mary Walter Elementary,0.2169576059850374
Fauquier County,P.B. Smith Elementary,0.02857142857142857
Fauquier County,W.C. Taylor Middle,0.0702576112412178
Fauquier County,W.G. Coleman Elementary,0.16139240506329114
Fauquier County,Warrenton Middle,0.0
Floyd County,Check Elementary,0.0
Floyd County,Floyd County High,0.017287234042553192
Floyd County,Floyd Elementary,0.022222222222222223
Floyd County,Indian Valley Elementary,0.0
Floyd County,Willis Elementary,0.0
Fluvanna County,Carysbrook Elementary,0.028953229398663696
Fluvanna County,Central Elementary,0.02926829268292683
Fluvanna County,Fluvanna County High,1.0
Fluvanna County,Fluvanna Middle,0.015006821282401092
Fluvanna County,West Central Primary,0.0
Franklin City,Franklin High,0.0
Franklin City,Joseph P. King Jr. Middle,0.0
Franklin City,S.P. Morton Elementary,0.0
Franklin County,Benjamin Franklin Middle,1.0
Franklin County,Boones Mill Elementary,0.0
Franklin County,Burnt Chimney Elementary,0.0
Franklin County,Callaway Elementary,0.0
Franklin County,Dudley Elementary,0.0
Franklin County,Ferrum Elementary,0.0
Franklin County,Franklin County High,
Franklin County,Glade Hill Elementary,0.0
Franklin County,Henry Elementary,0.0
Franklin County,Lee M. Waid Elementary,0.04155844155844156
Franklin County,Rocky Mount Elementary,0.04861111111111111
Franklin County,Snow Creek Elementary,0.0
Franklin County,Sontag Elementary,0.09722222222222222
Franklin County,Windy Gap Elementary,0.0
Frederick County,Admiral Richard E. Byrd Middle,0.05459387483355526
Frederick County,Apple Pie Ridge Elementary,0.10144927536231885
Frederick County,Armel Elementary,0.11916264090177134
Frederick County,Bass-Hoover Elementary,0.09598603839441536
Frederick County,Evendale Elementary,0.11022044088176353
Frederick County,Frederick County Middle,0.016927083333333332
Frederick County,Gainesboro Elementary,0.0
Frederick County,Greenwood Mill Elementary,0.08020477815699659
Frederick County,Indian Hollow Elementary,0.04113110539845758
Frederick County,James Wood High,1.0
Frederick County,James Wood Middle,0.11307901907356949
Frederick County,Jordan Springs Elementary,0.1388888888888889
Frederick County,Middletown Elementary,0.08199643493761141
Frederick County,Millbrook High,1.0
Frederick County,Orchard View Elementary,0.04935622317596566
Frederick County,Redbud Run Elementary,0.13204225352112675
Frederick County,Robert E. Aylor Middle,0.06413612565445026
Frederick County,Sherando High,1.0
Frederick County,Stonewall Elementary,0.1853932584269663
Fredericksburg City,Hugh Mercer Elementary,0.2331002331002331
Fredericksburg City,James Monroe High,0.11752988047808766
Fredericksburg City,Lafayette Elementary,0.2087067861715749
Fredericksburg City,Walker-Grant Early Childhood Center,0.0
Fredericksburg City,Walker-Grant Middle,0.15155807365439095
Galax City,Galax Elementary,0.17701863354037267
Galax City,Galax High,0.11235955056179775
Galax City,Galax Middle,0.14625850340136054
Giles County,Eastern Elementary/Middle,0.0
Giles County,Giles High,0.0
Giles County,Macy Mcclaugherty Elementary/Middle,0.0
Giles County,Narrows Elementary/Middle,0.0
Giles County,Narrows High,0.0
Gloucester County,Abingdon Elementary,0.0
Gloucester County,Achilles Elementary,0.0
Gloucester County,Bethel Elementary,0.0
Gloucester County,Botetourt Elementary,0.0
Gloucester County,Gloucester High,1.0
Gloucester County,Page Middle,0.0
Gloucester County,Peasley Middle,0.0
Gloucester County,Petsworth Elementary,0.0
Goochland County,Byrd Elementary,0.0
Goochland County,Goochland Elementary,0.0
Goochland County,Goochland High,0.012805587892898719
Goochland County,Goochland Middle,0.018739352640545145
Goochland County,Randolph Elementary,0.05021834061135371
Grayson County,Fairview Elementary,0.0
Grayson County,Fries Elementary,0.0
Grayson County,Grayson County High,0.0
Grayson County,Grayson Highlands,0.0
Grayson County,Independence Elementary,0.0
Grayson County,Independence Middle,0.0
Greene County,Nathanael Greene Elementary,0.0
Greene County,Nathanael Greene Primary,0.03485254691689008
Greene County,Ruckersville Elementary,0.12379110251450677
Greene County,William Monroe High,0.03552206673842842
Greene County,William Monroe Middle,0.04129793510324484
Greensville County,Belfield Elementary,0.0
Greensville County,Edward W. Wyatt Middle,0.022916666666666665
Greensville County,Greensville County High,0.020654044750430294
Greensville County,Greensville Elementary,0.043586550435865505
Halifax County,Clays Mill Elementary,0.0
Halifax County,Cluster Springs Elementary,0.026871401151631478
Halifax County,Halifax County High,1.0
Halifax County,Halifax County Middle,1.0
Halifax County,Meadville Elementary,0.0
Halifax County,Scottsburg Elementary,0.0
Halifax County,Sinai Elementary,0.0
Halifax County,South Boston Elementary,0.022988505747126436
Halifax County,South Boston/Halifax Early Learning Center,0.0
Halifax County,Sydnor Jennings Elementary,0.0
Hampton City,A.W.E. Bassette Elementary,0.0
Hampton City,Aberdeen Elementary,0.0
Hampton City,Albert W. Patrick III Elementary,0.0
Hampton City,Alfred S. Forrest Elementary,0.0
Hampton City,Armstrong Elementary,0.0
Hampton City,Barron Elementary,0.0
Hampton City,Benjamin Syms Middle,0.011482254697286013
Hampton City,Bethel High,1.0
Hampton City,C. Alton Lindsay Middle,0.01532033426183844
Hampton City,Captain John Smith Elementary,0.0
Hampton City,Cesar Tarrant Middle,0.018413597733711047
Hampton City,Christopher C. Kraft Elementary,0.0
Hampton City,Francis Asbury Elementary,0.0
Hampton City,Francis W. Jones Magnet Middle,0.0
Hampton City,George P. Phenix Elementary,1.0
Hampton City,Hampton High,1.0
Hampton City,Hunter B. Andrews,1.0
Hampton City,Jane H. Bryan Elementary,0.0
Hampton City,Kecoughtan High,
Hampton City,Luther W. Machen Elementary,0.0
Hampton City,Mary S. Peake Elementary,0.0
Hampton City,Mary T. Christian Elementary,0.0
Hampton City,Mary W. Jackson Elementary,0.0
Hampton City,Moton Early Childhood Center,0.0
Hampton City,Paul Burbank Elementary,0.0
Hampton City,Phillips Elementary,0.0
Hampton City,Phoebus High,
Hampton City,Samuel P. Langley Elementary,0.2210065645514223
Hampton City,Thomas Eaton Middle,0.0
Hampton City,William Mason Cooper Elementary,0.0
Hanover County,Atlee High,1.0
Hanover County,Battlefield Park Elementary,0.0
Hanover County,Beaverdam Elementary,0.0
Hanover County,Bell Creek Middle,0.013471502590673576
Hanover County,Chickahominy Middle,
Hanover County,Cold Harbor Elementary,0.02574257425742574
Hanover County,Cool Spring Elementary,0.015068493150684932
Hanover County,Elmont Elementary,0.12534818941504178
Hanover County,Hanover High,
Hanover County,Henry Clay Elementary,0.10164835164835165
Hanover County,John M. Gandy Elementary,0.08934707903780069
Hanover County,Kersey Creek Elementary,0.015736766809728183
Hanover County,Laurel Meadow Elementary,0.03888888888888889
Hanover County,Liberty Middle,0.030601092896174863
Hanover County,Mechanicsville Elementary,0.05321100917431193
Hanover County,Mechanicsville High,1.0
Hanover County,Oak Knoll Middle,0.0
Hanover County,Patrick Henry High,1.0
Hanover County,Pearson's Corner Elementary,0.0
Hanover County,Pole Green Elementary,0.01937984496124031
Hanover County,Rural Point Elementary,0.0
Hanover County,South Anna Elementary,0.03382663847780127
Hanover County,Washington-Henry Elementary,0.0
Harrisonburg City,Bluestone Elementary,0.45740740740740743
Harrisonburg City,Harrisonburg High,1.0
Harrisonburg City,Keister Elementary,0.4459770114942529
Harrisonburg City,Skyline Middle,0.3405088062622309
Harrisonburg City,Smithland Elementary,0.36787564766839376
Harrisonburg City,Spotswood Elementary,0.5138592750533049
Harrisonburg City,Stone Spring Elementary,0.41851106639839036
Harrisonburg City,Thomas Harrison Middle,0.3230174081237911
Harrisonburg City,Waterman Elementary,0.5029239766081871
Henrico County,Anthony P. Mehfoud Elementary,0.0
Henrico County,Arthur Ashe Jr. Elementary,0.08712871287128712
Henrico County,Brookland Middle,0.18371400198609733
Henrico County,Cashell Donahoe Elementary,0.15441176470588236
Henrico County,Chamberlayne Elementary,0.08974358974358974
Henrico County,Charles M. Johnson Elementary,0.3501259445843829
Henrico County,Colonial Trail Elementary,0.1277602523659306
Henrico County,Crestview Elementary,0.13003095975232198
Henrico County,David A. Kaechele Elementary,0.026970954356846474
Henrico County,Deep Run High,1.0
Henrico County,Douglas S. Freeman High,1.0
Henrico County,Dumbarton Elementary,0.4098639455782313
Henrico County,Echo Lake Elementary,0.0745697896749522
Henrico County,Elizabeth Holladay Elementary,0.2644736842105263
Henrico County,Elko Middle,0.029745042492917848
Henrico County,Fair Oaks Elementary,0.0
Henrico County,Fairfield Middle,1.0
Henrico County,Gayton Elementary,0.0521415270018622
Henrico County,George F. Baker Elementary,0.0
Henrico County,George H. Moody Middle,1.0
Henrico County,Glen Allen Elementary,0.04852686308492201
Henrico County,Glen Allen High,1.0
Henrico County,Glen Lea Elementary,0.041928721174004195
Henrico County,Greenwood Elementary,0.12283737024221453
Henrico County,Harold Macon Ratcliffe Elementary,0.030732860520094562
Henrico County,Harvie Elementary,0.0
Henrico County,Henrico High,1.0
Henrico County,Henry D. Ward Elementary,0.0
Henrico County,Hermitage High,1.0
Henrico County,Highland Springs Elementary,0.0
Henrico County,Highland Springs High,1.0
Henrico County,Holman Middle,0.054616384915474644
Henrico County,Hungary Creek Middle,0.0407911001236094
Henrico County,Jackson Davis Elementary,0.14566929133858267
Henrico County,Jacob L. Adams Elementary,0.04925053533190578
Henrico County,John Randolph Tucker High,1.0
Henrico County,John Rolfe Middle,0.020477815699658702
Henrico County,L. Douglas Wilder Middle,0.020463847203274217
Henrico County,Laburnum Elementary,0.06926406926406926
Henrico County,Lakeside Elementary,0.17302798982188294
Henrico County,Longdale Elementary,0.10736842105263159
Henrico County,Maude Trevvett Elementary,0.15369649805447472
Henrico County,Maybeury Elementary,0.13322091062394603
Henrico County,Mills E. Godwin High,1.0
Henrico County,Montrose Elementary,0.030726256983240222
Henrico County,Nuckols Farm Elementary,0.03052064631956912
Henrico County,Pemberton Elementary,0.029069767441860465
Henrico County,Pinchbeck Elementary,0.1953781512605042
Henrico County,Pocahontas Middle,0.033766233766233764
Henrico County,Quioccasin Middle,0.14301310043668122
Henrico County,R.C. Longan Elementary,0.22384428223844283
Henrico County,Ridge Elementary,0.42369020501138954
Henrico County,Rivers Edge Elementary,0.04993252361673414
Henrico County,Ruby F. Carver Elementary,0.10480349344978165
Henrico County,Sandston Elementary,0.0
Henrico County,Seven Pines Elementary,0.0
Henrico County,Shady Grove Elementary,0.036585365853658534
Henrico County,Short Pump Elementary,0.10285714285714286
Henrico County,Short Pump Middle,1.0
Henrico County,Skipwith Elementary,0.30736842105263157
Henrico County,Springfield Park Elementary,0.09523809523809523
Henrico County,Three Chopt Elementary,0.09025270758122744
Henrico County,Tuckahoe Elementary,0.01990049751243781
Henrico County,Tuckahoe Middle,0.08223350253807106
Henrico County,Twin Hickory Elementary,0.10982658959537572
Henrico County,Varina Elementary,0.0
Henrico County,Varina High,1.0
Henry County,Axton Elementary,0.14209115281501342
Henry County,Bassett High,1.0
Henry County,Campbell Court Elementary,0.09225092250922509
Henry County,Drewry Mason Elementary,0.08188585607940446
Henry County,Fieldale-Collinsville Middle,0.033942558746736295
Henry County,G.W. Carver Elementary,0.0757238307349666
Henry County,Laurel Park Middle,0.04621309370988447
Henry County,Magna Vista High,1.0
Henry County,Meadow View Elementary,0.12828438948995363
Henry County,Mount Olivet Elementary,0.0
Henry County,Rich Acres Elementary,0.060240963855421686
Henry County,Sanville Elementary,0.0
Henry County,Stanleytown Elementary,0.046511627906976744
Highland County,Highland Elementary,0.0
Highland County,Highland High,0.0
Hopewell City,Carter G. Woodson Middle,0.0378698224852071
Hopewell City,Dupont Elementary,0.05245901639344262
Hopewell City,Harry E. James Elementary,0.06015037593984962
Hopewell City,Hopewell High,1.0
Hopewell City,Patrick Copeland Elementary,0.04326123128119801
Hopewell City,Woodlawn Pre-School Learning Center,0.0
Isle of Wight County,Carrollton Elementary,0.0
Isle of Wight County,Carrsville Elementary,0.0
Isle of Wight County,Georgie D. Tyler Middle,0.0
Isle of Wight County,Hardy Elementary,0.0
Isle of Wight County,Smithfield High,1.0
Isle of Wight County,Smithfield Middle,0.0
Isle of Wight County,Westside Elementary,0.015299026425591099
Isle of Wight County,Windsor Elementary,0.0
Isle of Wight County,Windsor High,0.0
King George County,King George Elementary,0.01808066759388039
King George County,King George High,1.0
King George County,King George Middle,
King George County,Potomac Elementary,0.018518518518518517
King George County,Sealston Elementary,0.017735334242837655
King William County,Acquinton Elementary,0.0
King William County,Cool Spring Primary,0.0
King William County,Hamilton Holmes Middle,0.0
King William County,King William High,0.0
King and Queen County,Central High,0.0
King and Queen County,King & Queen Elementary,0.0
King and Queen County,Lawson-Marriott Elementary,0.0
Lancaster County,Lancaster High,0.0
Lancaster County,Lancaster Middle,0.0
Lancaster County,Lancaster Primary,0.0
Lee County,Dryden Elementary,0.0
Lee County,Elk Knob Elementary,0.0
Lee County,Elydale Middle,0.0
Lee County,Flatwoods Elementary,0.0
Lee County,Jonesville Middle,0.0
Lee County,Lee High,0.0
Lee County,Pennington Middle,0.0
Lee County,Rose Hill Elementary,0.0
Lee County,St. Charles Elementary,0.0
Lee County,Thomas Walker High,0.0
Lexington City,Harrington Waddell Elementary,0.04984423676012461
Lexington City,Lylburn Downing Middle,0.0
Lexington City,Rockbridge County High,
Loudoun County,Aldie Elementary,0.17592592592592593
Loudoun County,Algonkian Elementary,0.11990950226244344
Loudoun County,Arcola Elementary,0.21705426356589147
Loudoun County,Ashburn Elementary,0.17586912065439672
Loudoun County,Ball's Bluff Elementary,0.18669527896995708
Loudoun County,Banneker Elementary,0.1694915254237288
Loudoun County,Belmont Ridge Middle,0.03715170278637771
Loudoun County,Belmont Station Elementary,0.13843888070692195
Loudoun County,Blue Ridge Middle,0.03694267515923567
Loudoun County,Brambleton Middle,1.0
Loudoun County,Briar Woods High,1.0
Loudoun County,Broad Run High,1.0
Loudoun County,Buffalo Trail Elementary,0.16040100250626566
Loudoun County,Cardinal Ridge Elementary,0.18438761776581428
Loudoun County,Catoctin Elementary,0.20350877192982456
Loudoun County,Cedar Lane Elementary,0.2178932178932179
Loudoun County,Cool Spring Elementary,0.35071942446043164
Loudoun County,Countryside Elementary,0.24444444444444444
Loudoun County,Creighton's Corner Elementary,0.23857868020304568
Loudoun County,Discovery Elementary,0.23190789473684212
Loudoun County,Dominion High,1.0
Loudoun County,Dominion Trail Elementary,0.2486865148861646
Loudoun County,Eagle Ridge Middle,1.0
Loudoun County,Emerick Elementary,0.030456852791878174
Loudoun County,Evergreen Mill Elementary,0.2206405693950178
Loudoun County,Farmwell Station Middle,0.0893042575285566
Loudoun County,Forest Grove Elementary,0.5662393162393162
Loudoun County,Frances Hazel Reid Elementary,0.29557522123893804
Loudoun County,Frederick Douglass Elementary,0.348294434470377
Loudoun County,Freedom High,1.0
Loudoun County,Goshen Post Elementary,0.18518518518518517
Loudoun County,Guilford Elementary,0.7980392156862746
Loudoun County,Hamilton Elementary,0.08227848101265822
Loudoun County,Harmony Middle,1.0
Loudoun County,Harper Park Middle,0.15894868585732166
Loudoun County,Heritage High,1.0
Loudoun County,Hillsboro Charter Academy,0.0
Loudoun County,Hillside Elementary,0.1450381679389313
Loudoun County,Horizon Elementary,0.15665236051502146
Loudoun County,Hovatter Elementary,0.057392996108949414
Loudoun County,Hutchison Farm Elementary,0.20527859237536658
Loudoun County,Independence High,1.0
Loudoun County,J. Lupton Simpson Middle,0.09673790776152981
Loudoun County,J. Michael Lunsford Middle,1.0
Loudoun County,John Champe High,1.0
Loudoun County,John W. Tolbert Jr. Elementary,0.18451400329489293
Loudoun County,Kenneth W.Culbert Elementary,0.06164383561643835
Loudoun County,Leesburg Elementary,0.35732647814910024
Loudoun County,Legacy Elementary,0.09749303621169916
Loudoun County,Liberty Elementary,0.18704156479217604
Loudoun County,Lightridge High,1.0
Loudoun County,Lincoln Elementary,0.0
Loudoun County,Little River Elementary,0.09135399673735727
Loudoun County,Loudoun County High,1.0
Loudoun County,Loudoun Valley High,1.0
Loudoun County,Lovettsville Elementary,0.05168986083499006
Loudoun County,Lowes Island Elementary,0.14770459081836326
Loudoun County,Lucketts Elementary,0.1853448275862069
Loudoun County,Madison's Trust Elementary,0.11981981981981982
Loudoun County,Meadowland Elementary,0.4348958333333333
Loudoun County,Mercer Middle,1.0
Loudoun County,Middleburg Community Charter,0.0
Loudoun County,Mill Run Elementary,0.08500772797527048
Loudoun County,Moorefield Station Elementary,0.24937655860349128
Loudoun County,Mountain View Elementary,0.07951070336391437
Loudoun County,Newton-Lee Elementary,0.10961214165261383
Loudoun County,Park View High,0.3545250560957367
Loudoun County,Pinebrook Elementary,0.19694868238557559
Loudoun County,Potomac Falls High,1.0
Loudoun County,Potowmack Elementary,0.37916666666666665
Loudoun County,River Bend Middle,0.12323232323232323
Loudoun County,Riverside High,1.0
Loudoun County,Rock Ridge High,1.0
Loudoun County,Rolling Ridge Elementary,0.5873873873873874
Loudoun County,Rosa Lee Carter Elementary,0.21112696148359486
Loudoun County,Round Hill Elementary,0.0423572744014733
Loudoun County,Sanders Corner Elementary,0.13439635535307518
Loudoun County,Seldens Landing Elementary,0.10912343470483005
Loudoun County,Seneca Ridge Middle,0.19975786924939468
Loudoun County,Smart's Mill Middle,0.16852540272614622
Loudoun County,Sterling Elementary,0.5802469135802469
Loudoun County,Sterling Middle,0.5112994350282486
Loudoun County,Steuart W. Weller Elementary,0.22875816993464052
Loudoun County,Stone Bridge High,1.0
Loudoun County,Stone Hill Middle,0.04837117472852912
Loudoun County,Sugarland Elementary,0.7354260089686099
Loudoun County,Sully Elementary,0.75
Loudoun County,Sycolin Creek Elementary,0.054820415879017016
Loudoun County,Trailside Middle,0.05115830115830116
Loudoun County,Tuscarora High,1.0
Loudoun County,W.O. Robey High,1.0
Loudoun County,Waterford Elementary,0.0
Loudoun County,Waxpool Elementary,0.18292682926829268
Loudoun County,Willard Middle,1.0
Loudoun County,Woodgrove High,1.0
Louisa County,Jouett Elementary,0.01926444833625219
Louisa County,Louisa County High,1.0
Louisa County,Louisa County Middle,1.0
Louisa County,Moss-Nuckols Elementary,0.044293015332197615
Louisa County,Thomas Jefferson Elementary,0.061224489795918366
Louisa County,Trevilians Elementary,0.028
Lunenburg County,Central High,0.03368421052631579
Lunenburg County,Kenbridge Elementary,0.2334293948126801
Lunenburg County,Lunenburg Middle,0.0463768115942029
Lunenburg County,Victoria Elementary,0.0
Lynchburg City,Bedford Hills Elementary,0.0
Lynchburg City,Dearington Elementary/Innovation,0.0
Lynchburg City,E.C. Glass High,1.0
Lynchburg City,Heritage Elementary,0.0518018018018018
Lynchburg City,Heritage High,1.0
Lynchburg City,Linkhorne Elementary,0.049528301886792456
Lynchburg City,Linkhorne Middle,0.0
Lynchburg City,Paul Laurence Dunbar Middle for Innovation,0.025735294117647058
Lynchburg City,Paul Munro Elementary,0.0
Lynchburg City,Perrymont Elementary,0.032520325203252036
Lynchburg City,Robert S. Payne Elementary,0.0
Lynchburg City,Sandusky Elementary,0.05357142857142857
Lynchburg City,Sandusky Middle,0.03383458646616541
Lynchburg City,Sheffield Elementary,0.07349665924276169
Lynchburg City,T.C. Miller Elementary for Innovation,0.0
Lynchburg City,William M. Bass Elementary,0.0
Madison County,Madison County High,0.0
Madison County,Madison Primary,0.0
Madison County,Waverly Yowell Elementary,0.043227665706051875
Madison County,William H. Wetsel Middle,0.0
Manassas City,Baldwin Elementary,0.43260188087774293
Manassas City,Baldwin Intermediate,0.44776119402985076
Manassas City,George Carr Round Elementary,0.45368620037807184
Manassas City,Grace E. Metz Middle,0.41553133514986373
Manassas City,Jennie Dean Elementary,0.434991974317817
Manassas City,Mayfield Intermediate,0.4840989399293286
Manassas City,Osbourn High,1.0
Manassas City,Richard C. Haydon Elementary,0.5585874799357945
Manassas City,Weems Elementary,0.5250836120401338
Manassas Park City,Cougar Elementary,0.5306859205776173
Manassas Park City,Manassas Park Elementary,0.5668276972624798
Manassas Park City,Manassas Park High,0.22648752399232247
Manassas Park City,Manassas Park Middle,0.3567567567567568
Martinsville City,Albert Harris Elementary,0.1326530612244898
Martinsville City,Clearview Early Learning Center,0.0
Martinsville City,Martinsville High,0.04779411764705882
Martinsville City,Martinsville Middle,0.040214477211796246
Martinsville City,Patrick Henry Elementary,0.06460674157303371
Mathews County,Mathews Elementary,0.0
Mathews County,Mathews High,0.0
Mathews County,Thomas Hunter Middle,0.0
Mecklenburg County,Bluestone  High,0.0
Mecklenburg County,Bluestone Middle,0.0
Mecklenburg County,Chase City Elementary,0.0
Mecklenburg County,Clarksville Elementary,0.0
Mecklenburg County,LaCrosse Elementary,0.03498542274052478
Mecklenburg County,Park View High,0.0
Mecklenburg County,Park View Middle,0.0
Mecklenburg County,South Hill Elementary,0.01879194630872483
Middlesex County,Middlesex Elementary,0.026981450252951095
Middlesex County,Middlesex High,0.0
Middlesex County,St. Clare Walker Middle,0.0
Montgomery County,Auburn Elementary,0.0
Montgomery County,Auburn High,0.0
Montgomery County,Auburn Middle,0.0
Montgomery County,Belview Elementary,0.04044117647058824
Montgomery County,Blacksburg High,1.0
Montgomery County,Blacksburg Middle,0.03240223463687151
Montgomery County,Christiansburg Elementary,0.03430079155672823
Montgomery County,Christiansburg High,1.0
Montgomery County,Christiansburg Middle,0.02699228791773779
Montgomery County,Christiansburg Primary,0.05787037037037037
Montgomery County,Eastern Montgomery Elementary,0.035623409669211195
Montgomery County,Eastern Montgomery High,0.0
Montgomery County,Falling Branch Elementary,0.03763440860215054
Montgomery County,Gilbert Linkous Elementary,0.07
Montgomery County,Harding Avenue Elementary,0.05639097744360902
Montgomery County,Kipps Elementary,0.12912087912087913
Montgomery County,Margaret Beeks Elementary,0.07202216066481995
Montgomery County,Prices Fork Elementary,0.08520179372197309
Montgomery County,Shawsville Middle,0.0
Nelson County,Nelson County High,0.0
Nelson County,Nelson Middle,0.048295454545454544
Nelson County,Rockfish River Elementary,0.08865248226950355
Nelson County,Tye River Elementary,0.03170028818443804
New Kent County,George W. Watkins Elementary,0.0
New Kent County,New Kent Elementary,0.0
New Kent County,New Kent High,
New Kent County,New Kent Middle,0.014416775884665793
Newport News City,Achievable Dream Academy,0.024958402662229616
Newport News City,Achievable Dream Middle/High,0.0
Newport News City,B.C. Charles Elementary,0.03804347826086957
Newport News City,B.T. Washington Middle,0.0
Newport News City,Carver Elementary,0.10580204778156997
Newport News City,Crittenden Middle,0.03534777651083238
Newport News City,David A. Dutrow Elementary,0.039301310043668124
Newport News City,Deer Park Elementary,0.0
Newport News City,Denbigh Early Childhood Center,0.0
Newport News City,Denbigh High,1.0
Newport News City,Discovery STEM Academy,0.0
Newport News City,Ella J. Fitzgerald Middle,0.1001890359168242
Newport News City,Ethel M. Gildersleeve Middle,0.09931840311587146
Newport News City,General Stanford Elementary,0.041237113402061855
Newport News City,George J. McIntosh Elementary,0.16346153846153846
Newport News City,Heritage High,
Newport News City,Hidenwood Elementary,0.04066543438077634
Newport News City,Hilton Elementary,0.04
Newport News City,Homer L. Hines Middle,0.0
Newport News City,Huntington Middle,0.0
Newport News City,John Marshall Early Childhood Center,0.0
Newport News City,Joseph H. Saunders Elementary,0.18604651162790697
Newport News City,Katherine Johnson Elementary,0.053465346534653464
Newport News City,Kiln Creek Elementary,0.03877221324717286
Newport News City,Knollwood Meadows Elementary,0.03811659192825112
Newport News City,L.F. Palmer Elementary,0.2707317073170732
Newport News City,Mary Passage Middle,0.0
Newport News City,Menchville High,1.0
Newport News City,Newsome Park Elementary,0.030800821355236138
Newport News City,Oliver C. Greenwood Elementary,0.1948529411764706
Newport News City,Richard T. Yates Elementary,0.0
Newport News City,Richneck Elementary,0.04288164665523156
Newport News City,Riverside Elementary,0.04536082474226804
Newport News City,Sedgefield Elementary,0.08181818181818182
Newport News City,Stoney Run Elementary,0.1282051282051282
Newport News City,T. Ryland Sanford Elementary,0.09542743538767395
Newport News City,Warwick High,1.0
Newport News City,Watkins Early Childhood Center,0.0
Newport News City,Willis A. Jenkins Elementary,0.13232104121475055
Newport News City,Woodside High,1.0
Norfolk City,Academy for Discovery at Lakewood,0.0
Norfolk City,Azalea Gardens Middle,0.05696969696969697
Norfolk City,Bay View Elementary,0.03488372093023256
Norfolk City,Berkley/Campostella Early Childhood Education Center,0.0
Norfolk City,Blair Middle,1.0
Norfolk City,Booker T Washington High,0.018518518518518517
Norfolk City,Camp Allen Elementary,0.046228710462287104
Norfolk City,Chesterfield Academy Elementary,0.0
Norfolk City,Coleman Place Elementary,0.0457516339869281
Norfolk City,Crossroads Elementary,0.09391534391534391
Norfolk City,Easton Preschool,0.0
Norfolk City,Ghent K-8,0.0
Norfolk City,Granby Elementary,0.02217741935483871
Norfolk City,Granby High,1.0
Norfolk City,Ingleside Elementary,0.022222222222222223
Norfolk City,Jacox Elementary,0.0
Norfolk City,James Monroe Elementary,0.0
Norfolk City,Lake Taylor,0.059375
Norfolk City,Lake Taylor High,0.036036036036036036
Norfolk City,Larchmont Elementary,0.02466367713004484
Norfolk City,Larrymore Elementary,0.05745062836624776
Norfolk City,Lindenwood Elementary,0.0
Norfolk City,Little Creek Elementary,0.16267123287671234
Norfolk City,Mary Calcott Elementary,0.07226107226107226
Norfolk City,Matthew Fontaine Maury High,
Norfolk City,Northside Middle,0.06905710491367861
Norfolk City,Norview Elementary,0.05037783375314862
Norfolk City,Norview High,1.0
Norfolk City,Norview Middle,1.0
Norfolk City,Ocean View Elementary,0.07535641547861507
Norfolk City,Oceanair Elementary,0.17272727272727273
Norfolk City,P.B. Young Sr. Elementary,0.0
Norfolk City,Richard Bowling Elementary,0.0
Norfolk City,Sewells Point Elementary,0.02178217821782178
Norfolk City,Sherwood Forest Elementary,0.04697986577181208
Norfolk City,Southside STEM Academy at Campostella,0.0
Norfolk City,St. Helena Elementary,0.0
Norfolk City,Suburban Park Elementary,0.0651685393258427
Norfolk City,Tanners Creek Elementary,0.08226691042047532
Norfolk City,Tarrallton Elementary,0.0
Norfolk City,Tidewater Park Elementary,0.0
Norfolk City,Walter Herron Taylor Elementary,0.0
Norfolk City,Willard Model Elementary,0.04329896907216495
Norfolk City,William H. Ruffner Middle,0.0
Norfolk City,Willoughby Early Childhood Center,0.0
Northampton County,Kiptopeke Elementary,0.12285714285714286
Northampton County,Northampton High,0.0748792270531401
